issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,BigData,App,GIS,corpus
3130,3141,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,increase size of file and keywords editors in the new entryeditor we have the problem that sometimes text in the textareas is hard to read because the areas are very narrow the reason for this is that java tries to fit them in the available display space examples this pr sets a minimum size for all textareas in the entryeditor the value of px is rather arbitrary and ill be happy to get some thoughts if this is good or if more or less is desirable with this minimum size all textareas are nicer to read even in the cramped up general tab the only problem is that you now need to scroll in the general tab most of the time all in all i think this should definitly go into x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate to be honest im not a big fan of the increased size i prefer to have as much information on the screen as possible and not to have to scroll on the other hand i acknowledge that the current layout is also suboptimal as the text fields are not expanding on their own when they contain much information maybe it is already enough to increase the prefered height instead of minimum also you should be able to increase the size of the files panel independently of the other fieldsfurthermore it is probably better to use scaling units like em instead of pixels tobiasdiez ok you have the same opinion as koppor i guessincreasing the preferred height didnt help unfortunately we can leave most field editors as they are but we have to increase the size of the file and the the keywords editor those are the two editors in the cramped general tab where users could enter information with more than a single line that doesnt look good at all and really does annoy usersive tried to change just these two editors in code but failed whenever i call setminwidth in https githubcom jabref jabref blob master src main java org jabref gui fieldeditors linkedfileseditorjava or change the minheight in the related fxml file the min height of all field editors in the tab increase any hint the problem is probably https githubcom jabref jabref blob master src main java org jabref gui entryeditor fieldseditortabjaval where the rows are set to have the same height quick idea if the row constraints are the problem it might be an option to use two rows for the file keyword editors matthiasgeiger not sure if thats easily possible the best solution is probably to write new subclass of entryeditortab or extend the fxfieldeditor by a getweight method which you can use in https githubcom jabref jabref blob master src main java org jabref gui entryeditor fieldseditortabjaval maybe it is already sufficient to remove these row constraints although there was probably a reason why i added them in the first place ok ive implemented a hack that assigns twice the space of normal rows to the keyword and file field editorsas i said this is a hack but before i turn this into something more acceptable along your suggestion tobiasdiez i would like to get confirmation from the team that this is a solution that we can live with visually in the jabref ui if not than i am just wasting my time with gui hacking and now i refactored it anyway jabref continues to ruin my lunch time i tried out the new solution locally and it looks good enough on two column tabs the things shrink too much but we discussed in the devcall that it is difficult to determine the right min height screen resolution etc so good to merge as discussed in the dev call i am merging this now
2539,3147,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,export pdf linked files fixes followup from because somehow my new changes did not update the pr correctly grafik https user imagesgithubusercontentcom ef f b e e f d png x change in changelogmd described tests created for changes x screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues x if you changed the localization did you run gradle localizationupdate is it possible to add this to the context menu i once added send as email to the menu as i also needed a similar functionality for sending entries as email grafik https user imagesgithubusercontentcom fbb e e a dc e ea d png siedlerchr your pr did not update as you named the branches differently exportpdf vs exportpdf the letters d and f are cased differently thus these are different branches 🎉 current accessibility grafik https user imagesgithubusercontentcom a e e e c d b bc f png reading https githubcom jabref jabref pull issuecomment and the following comments i do not like the word export in the tools menu it took me minutes to find the functionality context menu no entry for that file menu no entry for that file export cannot select pdfs somehowsuggestion rename to copy attached files to folderfurther minor issues x progress always shows exporting file of x grafik https user imagesgithubusercontentcom be f dd e e ea e ee a e png x last chosen folder is not remembered the browse dialog always starts in home x pressing cancel when choosing the folder also triggers the export added devcall label to discuss milestone stays at v milestone as v will be our pdf feature release i think i fixed all issues raised by koppor and i also create a log file in the export dir tobiasdiez i followed your idea and added a tableview showing the log messages and the filei plan to replace the true false values with icons green checkmark and red x grafik https user imagesgithubusercontentcom b a b c e a f dc da f png looks good do you want to display this dialog everytime even through everything went fine and all files were exported successfully or just when an error occurs im unsure but would tend to the latter from my point of view all remaining issues should be resolved and this can be merged the result dialog is displayed way too small on my display screen shot at https user imagesgithubusercontentcom a c b b e d e c f png when i try to resize it a magical fourth column appears screen shot at https user imagesgithubusercontentcom dd b b e b de d c d epng lynyus i changed the column size and there is also a tooltip for the file column
2706,3147,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,export pdf linked files fixes followup from because somehow my new changes did not update the pr correctly grafik https user imagesgithubusercontentcom ef f b e e f d png x change in changelogmd described tests created for changes x screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues x if you changed the localization did you run gradle localizationupdate is it possible to add this to the context menu i once added send as email to the menu as i also needed a similar functionality for sending entries as email grafik https user imagesgithubusercontentcom fbb e e a dc e ea d png siedlerchr your pr did not update as you named the branches differently exportpdf vs exportpdf the letters d and f are cased differently thus these are different branches 🎉 current accessibility grafik https user imagesgithubusercontentcom a e e e c d b bc f png reading https githubcom jabref jabref pull issuecomment and the following comments i do not like the word export in the tools menu it took me minutes to find the functionality context menu no entry for that file menu no entry for that file export cannot select pdfs somehowsuggestion rename to copy attached files to folderfurther minor issues x progress always shows exporting file of x grafik https user imagesgithubusercontentcom be f dd e e ea e ee a e png x last chosen folder is not remembered the browse dialog always starts in home x pressing cancel when choosing the folder also triggers the export added devcall label to discuss milestone stays at v milestone as v will be our pdf feature release i think i fixed all issues raised by koppor and i also create a log file in the export dir tobiasdiez i followed your idea and added a tableview showing the log messages and the filei plan to replace the true false values with icons green checkmark and red x grafik https user imagesgithubusercontentcom b a b c e a f dc da f png looks good do you want to display this dialog everytime even through everything went fine and all files were exported successfully or just when an error occurs im unsure but would tend to the latter from my point of view all remaining issues should be resolved and this can be merged the result dialog is displayed way too small on my display screen shot at https user imagesgithubusercontentcom a c b b e d e c f png when i try to resize it a magical fourth column appears screen shot at https user imagesgithubusercontentcom dd b b e b de d c d epng lynyus i changed the column size and there is also a tooltip for the file column
3100,3154,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,add preference to disable validation in the entry editor by default adds a preference option for enabling disabling validation in the entry editor but not the ui the reason is because the validation is simply broken at the moment the preference option is set to false by default and there is no ui to change it so this turns off validation in the entry editor we can add the ui to turn it on later when the display bug in controlsfx has been fixedwhen this is merged the related issues can be removed from the milestone x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate since the review comments have been addressed and for the sake of getting things done i am merging this now
3145,3154,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,add preference to disable validation in the entry editor by default adds a preference option for enabling disabling validation in the entry editor but not the ui the reason is because the validation is simply broken at the moment the preference option is set to false by default and there is no ui to change it so this turns off validation in the entry editor we can add the ui to turn it on later when the display bug in controlsfx has been fixedwhen this is merged the related issues can be removed from the milestone x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate since the review comments have been addressed and for the sake of getting things done i am merging this now
3157,3158,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,fix freezing on browse in protected terms dialog when adding from entrry editorchanged open file dialog to save file dialogfix x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate tested locally and works good job
3161,3162,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,update protected terms list in context menu when a new list is added fixes the result of the dialog needs to be evaluated after the dialog is actually finished and the update of the context menu needs to be called x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3130,3163,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,fix unparseable fileannotation dates this should be the last aspect for being able to close hviethen should consider using another pdf annotation tool however the fault is of course on our side since we didnt validate the date format before x change in changelogmd described x tests created for changes x manually tested changed features in running jabref
3165,3169,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,allow removal of online links from entry dont call pathsget on http link to prevent an exceptionfix x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3170,3171,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,add undo functionality to the source tab fixes the problem here as far as i understand was that the undo didnt happen on the fxapplication threadon top of that i found the the source tab isnt integrated in the undo framework at all so i have added this as well however it doesnt work problem free it seems that the fx codearea consumes undo events as well so when you hit undo in the sourcetab the codearea does the undo and then the undomanager tries to do it again and fails it has no consequence though apart from an exception the undo happens anywaysince this is an improvement add undo to source tab again i would like to merge this even if its not perfect i have zero time to dig deeper into these fx problems and i assume that no one else will do it so we can just merge the current state change in changelogmd described tests created for changes screenshots added for bigger ui changes manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate tested it locally works as expected good job i would also vote to merge this in at the moment
3081,3182,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,fix focus and keybinding in search fix arrow keys left right up and down no work as expected and the up down enter can be used to select an entry from the autocomplete menu x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate done
228,3195,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,fix local db and shared db sync fixed database sync issue while syncing with shared db there was no listener for groupupdateevent but there is metadata listenertwo scenarios either we can add groupupdateevent listener or we can reused metadata listener as groupupdate is also part of metadata i have used scenario as per code reuse i just added a post event to metadata x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate cool stuff thanks for your contribution will check and test it tomorrow there are free cloud offerings to test see http helpjabreforg en sqldatabasetry it outi am currently not using the shared database feature but i think this fixes https githubcom jabref jabref issues and presumably also https githubcom jabref jabref issues g mos tgkolda fab c could you comment whether the jabref build at http buildsjabreforg bg shared db sync works for you
316,3202,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,followup to issue entry editor now adds missing curly braces on closing https githubcom jabref jabref issues x change in changelogmd described x tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues x if you changed the localization did you run gradle localizationupdate hey snisnisniksonah is this pr ready for review if so please notify us by adding the label and remove the wip tag from the title
3190,3203,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,when groups are removed also remove them from entries fixes x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate ok i managed to get this done and i think ive addressed everything as the reviewers desired it can be merged from my point of view so please have a look and merge if you think it is ok one more try now only explicitgroups are removed from entries keyword based groups are kept i hope this is the last missing puzzle piece sorry for being pestic but with this implementation keyword groups that are children of the deleted explicit group are still handled wrongly i directly committed a fix if you are fine with it you have my ok for mergeby the way in order to convince you about the testability of javafx code you are invited to write a test covering the new behavior 😈 thanks challenge accepted i did not only add one test but threei will merge when the build goes through
3199,3204,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,drop latex editor support fixes this removes latexeditor support push to latexeditor in jabref as stated in the last update to latexeditor was made in see http wwwlatexeditororg newshtml and the software can be considered outdatedi removed latexeditor from the applications list in pushtoapplications class i deleted the pushtolatexeditor class since it is now unusedgradlew check was successfuli am new here first pull request and also still fairly new to java so any c&c would be greatly appreciated especially let me know if either the practice of commits or this request is not up to standard cheersbenedit removed latexeditor from preferences and corrected the url link style in changelog for your first pr you did all right 🍾 if you want to further contribute to jabref i would suggest looking at the wiki here https githubcom jabref jabref wiki where we have collected some jabref specific things regarding the architecture and also some java tips ill merge this now thanks for the contribution 🎉 have a look at the other issues https githubcom jabref jabref issues those labeled with beginner https githubcom jabref jabref issuesqis aissue is aopen label abeginner are usually easier to fix if you dont have much prior experience with jabref
2775,3209,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fix hyphens in last names are properly parsed i missed jabref so much that i even dared to touch the name parsing algorithm the only real changed consists in the few added lines https githubcom jabref jabref compare fix expand diff b d d dd bcafcab d r the rest is only code formatting renaming of variables the added tests come from biblatex https githubcom plk biber blob f da b fad fedf aed c b t namest x change in changelogmd described x tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3208,3210,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,add file description to gui and fix sync bug fixes change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate the problem is that the changes in the underlying linkedfile are not propagated to the list linkedfileseditorviewmodelfiles so that the serialization https githubcom jabref jabref blob c e f d d e fc f b cc src main java org jabref gui fieldeditors linkedfileseditorviewmodeljaval l is never called by the way also changes to the file name or icon do not trigger an update and thus are not serializedas a solution i propose to convert the data fields in linkedfile to real properties add observable getobservables to linkedfile and return these observables here https githubcom jabref jabref blob c e f d d e fc f b cc src main java org jabref gui fieldeditors linkedfileviewmodeljaval l ps can you pls add a screenshot how the file editor now looks like with the description added especially when the file link is relatively long thanks tobiasdiez i did as you suggested but still does not work i think it has something to do with the listproperty but i am not that deep inside javafx binding stuff to know why it is not synced yeah got it now grafik https user imagesgithubusercontentcom b f c e d e d c b ddcf b png i just discovered that there is additional space between the icon and the file name if the file doesnt have a description can you please fix this thanks fixed in master
3172,3211,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,added logic to check whether linked file already exists added a check in linkedfileviewmodelrename to see if a file which isbeing renamed already exists in the target location if such a file isfound then an error popup displays informing the user of the conflictuser will be prompted to choose whether to overwrite or cancelalso see for additional details this work fine and includes all the requested changes from the previous pull request with one caveat if the file being overridden is related to a different entry and has different case such as entry abc renamed to def entry def then the nd entry file association will target a now non existing file its possible to get around this by searching the database for any entries that have the old filename def and changing the association to the new filename but i dont know if thats something desireable so i decided to push this as is for now ok i changed to an optional and removed filesexists targetfilepath as its redundant im still getting the hang of git and egit so hopefully the merge didnt mess anything up andrew lev i stick to git and git gui from command line a lot easier than struggling with the eclipse git client thanks this looks really good now
3188,3211,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,added logic to check whether linked file already exists added a check in linkedfileviewmodelrename to see if a file which isbeing renamed already exists in the target location if such a file isfound then an error popup displays informing the user of the conflictuser will be prompted to choose whether to overwrite or cancelalso see for additional details this work fine and includes all the requested changes from the previous pull request with one caveat if the file being overridden is related to a different entry and has different case such as entry abc renamed to def entry def then the nd entry file association will target a now non existing file its possible to get around this by searching the database for any entries that have the old filename def and changing the association to the new filename but i dont know if thats something desireable so i decided to push this as is for now ok i changed to an optional and removed filesexists targetfilepath as its redundant im still getting the hang of git and egit so hopefully the merge didnt mess anything up andrew lev i stick to git and git gui from command line a lot easier than struggling with the eclipse git client thanks this looks really good now
3229,3233,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,implemented issue added an error dialog if the file is open in another process and cannot be renamed this is my first contribution please give me feedback if you see any problems hi derebaba thanks for your pull request your contribution is certainly very welcome and looks good overalli still have two points that should be addressed you add two new localization entries here the way in which you use the localization strings in the code is fine but you need to add the keys to the language files otherwise the build will fail to do so you need to add the keys manually to the english file jabref src main resources l n jabref_enproperties and then execute gradlew localizationupdate on the command line which will synchronize the keys in all files theres also a pretty good description of that when you run the tests and the localization test fails apart from that you are using the older file api javaio for doing the rename check we try to get rid of that and try to use the new file api javanio instead i would expect something like filesiswritable to do the trick can you please adjust your solution to use the nio api hi lenhard thanks for your feedback are the keys ordered in any way in properties file or should i add new keys at the end derebaba you should first check if there is already a key with the same or similar text which you can reuse otherwise add it to the end and i synchronized the keys and removed the check which used the old api however filesiswritable returns true even if the file is open in another process i searched a lot but i dont think the check is possible with the new api therefore i moved the error dialog code to the catch block in fileutiljava
3230,3241,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,update link to renamed file this patch fixes the issue described in the link to the renamed file is successfully updated now x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate thank you for the contribution derebaba this look very good now and will be merged as soon as another maintainer gives his okwe have quite some further open issues that wait for fixing so feel free to have a look at those meanwhile you can also join us at slack if you have questions https jabrefslackcom i have merged this and moved the changelog entry to the right category
3143,3243,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,fix for issue import entry from clipboard in different formats see use all importers to parse pasted entries this allows the user to paste entries in different formats and not ony bibtex x change in changelogmd described x tests created for changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues hi m as i see you have some troubles with our checkstyle rules i recommend you to use our ide config files from https githubcom jabref jabref tree master config which ide are you using we recommend intellij idea or eclipseyou can see if the tests a pass by calling gradle check if you only want to check for the code style rules you can call gradle checkstylemain if you have any questions feel free to ask them at slack https jabrefslackcom i am using eclipse and just had to format a file because the saveaction is set to only reformat edited lines a missing newline in the imports wasnt corrected also thanks for pointing out gradle check i somehow missed that command m if you use eclipse just run gradlew eclipse to import the correct code formatting rules thanks for the feedback i integrated the requests with the last commiti also changed the pdfxmpimporter to return false when checking the format instead of throwing an exception to prevent the need for special treatment and make it consistent with the pdfcontentimporter ok then ill add this to the milestone i think the error message comes fromhttps githubcom jabref jabref blob ae d be c ef e dfeb ab b aab src main java org jabref logic importer fileformat mrdlibimporterjaval l in my opinion you can just delete these loggerlog statements since its quite expected that a file in a wrong format is passed to isrecognizedformat and this importer is not used outside of internal code anyways
2811,3248,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,fix for issue bibtexkey generator does not use crossref information see the bibtex key generator now uses crossreferenced entries if required fields are empty x change in changelogmd described x tests created for changes x manually tested changed features in running jabref x check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues m that is really an impressive amount of tests good jobthere are two merge conflicts could you resolve those once thats done this pr is ready to go into master and once again thanks
2955,3272,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,open statistics dialog from correct thread the dialog to ask for collecting anonymous statistics needs to be created inthe swing edt do so using swingutilitiesinvokelater this is a follow up on ef b a and should finally fix no addition to changelogmd as ef b a already included a corresponding entry change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref x check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3263,3287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,change oo paths to libre office in preferences hopefully enough to fix x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3280,3288,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,empty string instead of n a in file annotations resolves jabref developers any votes against this lynyus
3264,3303,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,open unix filenames with spaces resolves we need to check if we need to escape the other unix paths too i have to try if this works but whille you are onto the code you could take this as a chance to resolve the alert warning from lgtm regarding string conceatenation in cmd parameters https lgtmcom projects g jabref jabref alerts modetree&severityerror&rule https lgtmcom rules could you try to resolve this as an array i think that would also resolve the problem i guess siedlerchr what would you say i guess we can merge should i add something similar for the other executables in linux too stefan kolb yes make it consistent and then we can merge linusdietz does my solution work then can you test it i changed it to your \ suggestion siedlerchr does my solution work then can you test it i changed it to your \ suggestion siedlerchr linusdietz ping is this working can we merge i think it should but i lack a linux system in question kde or gnome siedlerchr do you have gnome or kde i have tested the nautilus command so im merging now dont have a kde environment at the moment
3307,3308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,add \textendash to the html conversion table fixes by adding \textendash to the html conversion table x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3275,3318,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,fix npe in maintable as observed by stefan kolb in https githubcom jabref jabref issues issuecomment the npe resulted from the strange matches null code this is fixed now not sure if this actually fixes the problem of change in changelogmd described tests created for changes screenshots added for bigger ui changes manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3342,3343,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,fix npe when calling with bib file as cmd argument fixes follow up issue from use toabsolutepath before calling of getparent change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3346,3368,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,rework autosetfilelinks fixes x change in changelogmd described x tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate tobiasdiez i now moved the common code to an own method in a class in the guiit cant be moved to logic because it depends on externalfiletypei tried adding a test for it but even with extensive mocking externalfiletypes are again the problem because its a singleton classmockito is not able to mock it thanks for the further refactoring the code looks better nowconcerning the tests you should be able to extract externalfiletypesgetinstance to a method parameter and then simply pass a mock externalfiletypesclass in the test thanks for the hints i was no able to create a test and to faciliate the code
3376,3378,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,treat crossref titles as optional fixes x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3358,3388,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,added checking integrity dialog this change is related to jabref looked like it is hanging during long integrity checks i added a dialog with a progress bar to show that it is working checkingintegrity https user imagesgithubusercontentcom aa fe d bf e a b fd png x change in changelogmd described tests created for changes x screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate thanks for fast response i fixed the problems thanks for your contribution i tested the changes locally and it works fine feel free to look at other issues as well
3311,3403,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,replace linkedfiles backslashes with forward slashes follow up from damn case sensitivy fixes x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3364,3403,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,replace linkedfiles backslashes with forward slashes follow up from damn case sensitivy fixes x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3389,3404,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,strip invalid prolog when loading citationstyles fixes by skipping invalid parts of the prolog of citation styles x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate
3046,3405,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,fix no longer allow duplicate fields in customized entry types fixes problems in the entry editor caused by duplicate fields in customized entry types by no longer allowing duplicate fields ie moved from list to set x change in changelogmd described tests created for changes screenshots added for bigger ui changes x manually tested changed features in running jabref check documentation status issue created for outdated help page at helpjabreforg https githubcom jabref helpjabreforg issues if you changed the localization did you run gradle localizationupdate seems like you have forgotten to replace a list with a set in the testotherwiese lgtm
3432,3438,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,fix removal of special fields when syncing them via keywords fixes a bug where jabref special fields such as printed relevant were not cleared eg removing the printed flag when using synchronization of special fields via the bibtex keywords field x change in changelogmd described x tests created for changes x manually tested changed features in running jabrefsee for more details made the requested changes thanks tobiasdiez for pointing that out fixed it
