issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,BigData,App,GIS,corpus
3911,3922,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,efficient unmodifiablemultimap foreachforeach can pass calls directly to the delegate protectedcollection because it is a read only operationfixes fixes a df b beb c b d e cb b add comparatorsmin maxrelnotes collect added two element min and max methods to comparatorsfc e e ccc bf dc d discourage orderingmin e e and max e e in favor of comparatorsmin e e comparator and max e e comparator relnotesdiscourage the use of orderingmin e e and max e e bf e d f ade a ed f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
3912,3922,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,efficient unmodifiablemultimap foreachforeach can pass calls directly to the delegate protectedcollection because it is a read only operationfixes fixes a df b beb c b d e cb b add comparatorsmin maxrelnotes collect added two element min and max methods to comparatorsfc e e ccc bf dc d discourage orderingmin e e and max e e in favor of comparatorsmin e e comparator and max e e comparator relnotesdiscourage the use of orderingmin e e and max e e bf e d f ade a ed f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info a googler has manually verified that the clas look good googler please make sure the reason for overriding the cla status is clearly documented in these comments ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
1315,3971,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,add awaitterminationuninterruptiblyfixes fixes somewhat relevant to https githubcom google guava issues vaguely relevant to https githubcom google error prone issues since it creates a checkreturnvalue variant of a javautilconcurrent method that returns false to indicate timeoutrelnotes utilconcurrent added awaitterminationuninterruptibly ec b a b ea bd c f ec c db
3908,3971,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,add awaitterminationuninterruptiblyfixes fixes somewhat relevant to https githubcom google guava issues vaguely relevant to https githubcom google error prone issues since it creates a checkreturnvalue variant of a javautilconcurrent method that returns false to indicate timeoutrelnotes utilconcurrent added awaitterminationuninterruptibly ec b a b ea bd c f ec c db
4012,4020,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,make closingfuture available in open source guava beta relnotes utilconcurrent add closingfuture e dee f d e f a fix typos and remove unnecessary wordsfixes c b bde a cd f af d b e e bump checker qual from to for unfortunate reasons involving internal legacy infrastructure this is easier than merging but at least it gets us on the newest major version that makes it easier to see that its safe to resolve a conflict between say and by just using the newer onea ad ee fa fcc edc f e c ddd b d remove spurious annotation to fix travis buildf d c c c dcd e ace f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info cla yes per
4018,4020,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,make closingfuture available in open source guava beta relnotes utilconcurrent add closingfuture e dee f d e f a fix typos and remove unnecessary wordsfixes c b bde a cd f af d b e e bump checker qual from to for unfortunate reasons involving internal legacy infrastructure this is easier than merging but at least it gets us on the newest major version that makes it easier to see that its safe to resolve a conflict between say and by just using the newer onea ad ee fa fcc edc f e c ddd b d remove spurious annotation to fix travis buildf d c c c dcd e ace f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info cla yes per
4004,4029,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,fix assertionerror from rangegapfixes a f a f c cf a cd f efdd fix random typos in guavafixes d be bbe a a aeb aa eaa add back webapp to public suffix listd e c c e a b c ea b ce e b d externally restore donotmock to closingfuturecombiner and externally add donotmock to closingfuture itselfthis implements an alternative workaround for https bugsopenjdkjavanet browse jdk replacing the one submitted in cl b c f e cfb cd cfd fb a dbe all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
4007,4029,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,fix assertionerror from rangegapfixes a f a f c cf a cd f efdd fix random typos in guavafixes d be bbe a a aeb aa eaa add back webapp to public suffix listd e c c e a b c ea b ce e b d externally restore donotmock to closingfuturecombiner and externally add donotmock to closingfuture itselfthis implements an alternative workaround for https bugsopenjdkjavanet browse jdk replacing the one submitted in cl b c f e cfb cd cfd fb a dbe all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
4021,4029,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,fix assertionerror from rangegapfixes a f a f c cf a cd f efdd fix random typos in guavafixes d be bbe a a aeb aa eaa add back webapp to public suffix listd e c c e a b c ea b ce e b d externally restore donotmock to closingfuturecombiner and externally add donotmock to closingfuture itselfthis implements an alternative workaround for https bugsopenjdkjavanet browse jdk replacing the one submitted in cl b c f e cfb cd cfd fb a dbe all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
4002,4030,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fix unsupportedoperationexception from treerangesetsubrangeset add fixes ce e f cabb c d c dd aad deal with classisinstance checks which are guaranteed to be false fa f cb e d f c b be e b bf change forwardingmapremove object parameter name from object to key to match mapremove object key fixes https githubcom google guava issues cbe e aec e f b bd f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
4019,4030,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fix unsupportedoperationexception from treerangesetsubrangeset add fixes ce e f cabb c d c dd aad deal with classisinstance checks which are guaranteed to be false fa f cb e d f c b be e b bf change forwardingmapremove object parameter name from object to key to match mapremove object key fixes https githubcom google guava issues cbe e aec e f b bd f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
4036,5252,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,internal changes to classpath a d deb fa f a e d df internal changes to classpathb e b f f b ed f e c fc ad remove unnecessary parensfixes c a ff f dad abef c c e da b also print android test failures db a b bd fa a f d ddda fix classpathtest on android jdk e c da c fa ae dceb e ea all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info setting cla yes because the commit by another author is derived directly from pr from that author
3682,5268,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clarify hashmultimap docs about concurrencycloses fixes e b b b c ea bf df eb f removed all references to now useless workaroundfixes fixes da c cf eb e fe f ee all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info these commits were derived from the prs by saucistophe so i am marking the cla as signed
5265,5268,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clarify hashmultimap docs about concurrencycloses fixes e b b b c ea bf df eb f removed all references to now useless workaroundfixes fixes da c cf eb e fe f ee all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info these commits were derived from the prs by saucistophe so i am marking the cla as signed
5266,5268,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clarify hashmultimap docs about concurrencycloses fixes e b b b c ea bf df eb f removed all references to now useless workaroundfixes fixes da c cf eb e fe f ee all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info these commits were derived from the prs by saucistophe so i am marking the cla as signed
5272,5275,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,clarify how to use iteratortester when using iteratortester intellij idea automatically imports abstractiteratortesterknownorder however abstractiteratortester is private and it is not obvious that one was meant to import iteratortesterknownorder instead therefore this commit updates thejavadoc to give an example of how to use the api properlyfixes c e a b a bc fda d add a bunch of warnings to executionsequencersee discussion on cl b dfb ebeff ac d f a ccfce a eac all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
5276,5277,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,dont call tostring on the results of successful futuresrelnotesabstractfuturetostring no longer includes the tostring of the result df dfe db cabfe d a b abfc fix example in documentation for iteratortester i made a mistake and accidentally included an example that does notcompile specifically importing knownorder as is does not compileinstead one needs to import iteratortesterknownorder see formore informationi also changed the example to use collectionsunmodifiablelist rather than arraylist because arraylistiterator does not satisfyall the requirements of iteratorfeaturemodifiable fixes afdbd fc f d f e bfcbad d b c all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
5250,5278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,clarify that interner should be preferred instead of stringintern the existing language implies its intended _only_ for other typessee also https githubcom google guava issues issuecomment a ee ad ec efa b ae c f d document what happens when futurecallback throws exceptionfixes d ac c d c b d fea c e f all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
5281,5286,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,prepare for release c d ea b bc d a df fe a f remove deprecated arg servicemanageraddlistener relnotes utilconcurrent removed the deprecated arg servicemanageraddlistener listener use the arg addlistener listener executor overload setting the executor to directexecutor for equivalent behaviord ebb a caecea d a e e b update iteratortester example with a greater steps valuethis allows iteratortester to check the edge case that when an iterator has been exhausted that is next has been called repeatedly until hasnext returns false then calling next on the iterator again exhibits the same behavior as the users chosen known good reference implementationfixes b a b f a c bce b d d ff cf all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info
5298,5307,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,refactor classpath replace scanner with location class c c c ac cfa feff f fix documentation for hashcodetostring that incorrectly claimed it returned in big endian orderthe implementation of tostring goes through the bytes in the same order that asbytes returns so if the order of the underlying bytes is little endian as is the case for longhashcode then the string will also be little endian contradicting what the documentation says afbd f c bb de ece b d b optimize hashingcrc c by eliminating two xors for every byte of inputbenchmarks suggest a modest speedup around b bf cfef c a ccebacef add constant for origin isolation headerspec https githubcom wicg origin isolationrelnotesadds constant for the origin isolation headerf d d e f f a c ed dfbb ffb remove outdated reference in docs ac e a be b dfd b eef add additional test for crc chashfunction f e e ca b ce d ba e bd verify maximumweight before settingthe maximumweight builder method is the only method that does the argument verification before the assignmentit looks like a typo and does not affect anyone in practice but it is still better to have the implementation uniformfixes f d c dd c a fe fb f ff b a do byte strides in crc c in cgchash resulting in roughly a x speedup to gb sthis is probably as good as it gets until java when well have access to the intrinsics that use crc hardware when available d e e c a f b c fac rollback original change description do byte strides in crc c in cgchash resulting in roughly a x speedup to gb sthis is probably as good as it gets until java when well have access to the intrinsics that use crc hardware when available db b bb b a c ec fe bac backport combine to java for immutablelist & immutableset this is so that java code relying on the java branch of guava can still efficiently collect guava collectionsa c c bfb ba ec e feeeff a fix loadingcache minor documentation typofixes a d fc acf c a ad de e f added submitasync to closingfuturerelnotesadded submitasync asyncclosingcallable to closingfuture db d a be efb fc f b d fe add x request id to httpheaders fixes relnotesadd x request id to httpheaders f a bbc f d b cab fix android test failure in classpathtestreproduced the error and verified that this change fixes itc f ac f e ed ae a c a f a all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info setting cla yes since all commits with different authors come directly from prs by those authors
5306,5307,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,refactor classpath replace scanner with location class c c c ac cfa feff f fix documentation for hashcodetostring that incorrectly claimed it returned in big endian orderthe implementation of tostring goes through the bytes in the same order that asbytes returns so if the order of the underlying bytes is little endian as is the case for longhashcode then the string will also be little endian contradicting what the documentation says afbd f c bb de ece b d b optimize hashingcrc c by eliminating two xors for every byte of inputbenchmarks suggest a modest speedup around b bf cfef c a ccebacef add constant for origin isolation headerspec https githubcom wicg origin isolationrelnotesadds constant for the origin isolation headerf d d e f f a c ed dfbb ffb remove outdated reference in docs ac e a be b dfd b eef add additional test for crc chashfunction f e e ca b ce d ba e bd verify maximumweight before settingthe maximumweight builder method is the only method that does the argument verification before the assignmentit looks like a typo and does not affect anyone in practice but it is still better to have the implementation uniformfixes f d c dd c a fe fb f ff b a do byte strides in crc c in cgchash resulting in roughly a x speedup to gb sthis is probably as good as it gets until java when well have access to the intrinsics that use crc hardware when available d e e c a f b c fac rollback original change description do byte strides in crc c in cgchash resulting in roughly a x speedup to gb sthis is probably as good as it gets until java when well have access to the intrinsics that use crc hardware when available db b bb b a c ec fe bac backport combine to java for immutablelist & immutableset this is so that java code relying on the java branch of guava can still efficiently collect guava collectionsa c c bfb ba ec e feeeff a fix loadingcache minor documentation typofixes a d fc acf c a ad de e f added submitasync to closingfuturerelnotesadded submitasync asyncclosingcallable to closingfuture db d a be efb fc f b d fe add x request id to httpheaders fixes relnotesadd x request id to httpheaders f a bbc f d b cab fix android test failure in classpathtestreproduced the error and verified that this change fixes itc f ac f e ed ae a c a f a all the pull request submitter and all commit authors clas are signed but one or more commits were authored or co authored by someone other than the pull request submitterwe need to confirm that all authors are ok with their commits being contributed to this project please have them confirm that by leaving a comment that contains only googlebot i consent in this pull request note to project maintainer there may be cases where the author cannot leave a comment or the comment is not properly detected as consent in those cases you can manually confirm consent of the commit author s and set the cla label to yes if enabled on your project ℹ️ googlers go here https gotogooglecom prinfo https a f fgithubcom fgoogle fguava fpull f for more info setting cla yes since all commits with different authors come directly from prs by those authors
3974,5415,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,remove redundant else blocks remove redundant else blocksfixes relnotesn a
