issueNumber,prNumber,Util,Network,i18n,Test,IO,corpus
5089.0,5090,1.0,0.0,0.0,1.0,1.0,for performance reasons the scan delayed the emission of accumulated items by one which worked well with sources that pushed new items frequently unfortunately if the source stopped emitting without completion the very last accumulated item was stuck and no way to get it out of scan i considered this type of use being rare but apparently i was wrongthe pr changes scan to emit accumulated items including the initial seed as soon as there is request for it the operator now uses a stable prefetch queue drain found throughout other operators such as observeon remark sadly request trickery such as capturing the first request call emitting the seed and then requesting n doesnt work because if the request call itself happens from another thread and the source is empty the onnext and oncomplete could run concurrentlyreported in
4735.0,5091,1.0,0.0,0.0,0.0,1.0,this pr allows to fix the same pool deadlock that may happen with create formerly fromemitter and subscribeon as subscribeon by default schedules the requests behind a running emitter and thus the internal request amount may not get updated leading to unnecessary datalosssee in the update if subscribeon detects its upstream is onsubscribecreate it no longer reschedules requests for it for other non immediate cases a new overload allows specifying the requeston parameter that should be false if there is a create action backpressurestrategy in the sequence upstream
5111.0,5114,1.0,0.0,1.0,1.0,1.0,this pr fixes observablecombinelatest to dispose the sources outside the serialization loop just like flowablecombinelatest does this allows cancellation even if the serialization loop is busy blocking inside an onnext emissionin addition a unit test was added to flowablecombinelatest as wellreported in
5108.0,5117,1.0,0.0,1.0,1.0,1.0,this pr adds the sequentialdelayerror operator to parallelflowable that allows awaiting all rails in a parallel flow to terminate normally or with the composite exception of the failed rail s to enable this the flowableparallel operators behavior regarding rail cancellation had to be changed in v if any of the rails cancelled maybe due to a failure maybe due to an end consumer cancelling the entire parallel flow the input flowable was cancelled this pr alters this by requiring all rails to cancel before cancelling the input flowable the change permits one or multiple rails to fail and let others progress in case the new sequentialdelayerror is applied as a terminal operator the original sequential operator still cancels all rails if one of them fails triggering the cancellation of the input flowable note that this change may still drop and never process elements in the internal queues of the operators in the parallel flow because the parallel processing is not implemented with work stealing that could pick up elements from a dead queue in order to get as many elements processed as possible it is recommended to reduce the default prefetch on the runon operator to a reasonable tradeoff value between throughput and fault tolerance edit updated the pr to make sure parallel ignores cancelled rails when it dispatches itemsrelated
5111.0,5121,1.0,0.0,0.0,1.0,1.0,this pr fixes observablezip to dispose the sources outside the serialization loop just like flowablezip does this allows cancellation even if the serialization loop is busy blocking inside an onnext emissionin addition a unit test was added to observablezip as wellreported in
5132.0,5133,1.0,0.0,0.0,1.0,1.0,this pr fixes the lack of eager cancellation when flatmapping sources and not stopping the upstream if the inner source failsunit tests were added to verify single in case it receives a dedicated implementation one day as currently it delegates to flowable flowable and observable reported in
5135.0,5136,1.0,0.0,0.0,0.0,1.0,adjust the repeatwhen and retrywhen signatures to accept publisher on single and completable matching flowable s signaturereported in
5138.0,5146,1.0,0.0,0.0,1.0,1.0,add unsubscribeon to single type
4853.0,5161,1.0,0.0,0.0,1.0,1.0,this is a new operator discussed in the issue refers to a goodly number of new operators which ill do bit by bit as my time allows and to ensure review is not too daunting
5172.0,5182,1.0,0.0,1.0,1.0,1.0,this pr updates observablereplay and flowablereplay for x to not leak items between reconnections when run with refcount the replay operator is designed to hold onto the buffer even after its completion so late subscribers can still receive the cached data only a new connect clears this data which may or may not happen since refcount ensures that there wont be any latecommers to an already completed connection because it also drops its current subscribers on termination or when reaching zero the replay can be reset to an empty staterelated
5185.0,5189,1.0,0.0,1.0,1.0,1.0,fixes a bug that flowableconcatmapeager mapper maxconcurrency prefetch and observableconcatmapeager mapper maxconcurrency prefetch operators will not accept and negative numbersreported in
5154.0,5199,1.0,0.0,0.0,1.0,1.0,this pr increases the timeout on completabletest test methods and on parallelflowabletestparallelismandprefetchasync related
5179.0,5199,1.0,0.0,0.0,1.0,1.0,this pr increases the timeout on completabletest test methods and on parallelflowabletestparallelismandprefetchasync related
5128.0,5202,1.0,1.0,1.0,1.0,1.0,this pr adds new overloads to parallelflowable operators map filter and doonnext to enable per item error handling in case the main function fails with some exception javaflowablerange parallel map v v parallelfailurehandlingskip sequential test assertresult the new parallelfailurehandling has some default enumeration values to handle the common cases in addition the bifunction overload allows bounded retries and or conditional handling of failuresrelated
5203.0,5207,1.0,0.0,1.0,1.0,1.0,task wrappers of the various schedulers and modes direct & worker were able to get cancelled via interruption from the same thread they were runningrelated
5130.0,5208,1.0,0.0,0.0,0.0,1.0,this pr links in the new images from for previously misleading marble diagrams of the operators
5148.0,5210,1.0,0.0,0.0,0.0,1.0,this pr improves the documentation of the abstract consumer classes such as disposablesubscriber resourcesubscriber and their counterparts for the other base reactive typesit contains a lot of copy paste so please read through all of the text in case the text was not properly adapted to the abstract class at handrelated
5145.0,5223,1.0,0.0,1.0,0.0,1.0,this pr improves the javadoc of the ioreactivexschedulersschedulers utility class plus adds a missing schedulersupport constant for the single schedulerlet me know if something needs further explanation or some new case needs explanation related
5246.0,5247,1.0,0.0,0.0,1.0,1.0,this pr fixes the nullpointerexception that can happen because cancel nulls out the value and onnext simply dereferences that value in flowabletolist reported in
5300.0,5302,1.0,0.0,0.0,0.0,1.0,this pr adds the singleunsubscribeon operatorrelated
5243.0,5307,1.0,0.0,1.0,0.0,1.0,this pr applies the promotions listed in suggested review strategy check if the experimental annotation has been removed or turned into beta check if the history x matches the original value of the updated since x
5201.0,5318,1.0,0.0,0.0,0.0,1.0,this pr applies the api promotions of note that singleunsubscribeon remainded experimental and observablefromemitter was removedwhere the experimental version was available it was moved up as history xy experimental similar to how x versioning promotions happensuggested review strategy verify experimental and beta annotations are removed from the method and from javadoc verify since is present
5382.0,5409,1.0,0.0,0.0,0.0,1.0,corrected singledelay documentation that says that success or error signals will be delayed by the specified amount but in fact errors are not delayed only successes
5426.0,5427,1.0,0.0,0.0,1.0,1.0,the pr fixes both the time maxsize bound buffer operators of flowable and observable the logic didnt properly mutually exclude the timer action and the onnext action resulting in probabilistic emission of the same buffer twicereported in
5461.0,5466,1.0,0.0,0.0,0.0,1.0,as per discussion in the timer fields in the subscriber classes in flowabletimeouttimed are atomicreference s but this is not required as the fields are accessed synchronouslythe timer field in timeouttimedothersubscriber did require an atomicreference because of the dispose call here but this call is not required if we just call workerdispose no unit test additionsps unit tests in rxjava x an outrageous amount of work thanks akarnokd and other contributors
5480.0,5486,1.0,0.0,0.0,1.0,1.0,ths pr replaces regarding the issue of because our javadoc validation did not allow that type of wording ie mentioning single when the method signature is not related to it
5485.0,5486,1.0,0.0,0.0,1.0,1.0,ths pr replaces regarding the issue of because our javadoc validation did not allow that type of wording ie mentioning single when the method signature is not related to it
3794.0,5507,1.0,0.0,1.0,1.0,1.0,this pr fixes the so called gc nepotism see in spsclinkedarrayqueue by not nulling out the previous buffers next pointer upon switching buffers in the peek poll methodsin addition the flowablerefcounttesttestrefcountasync has been reworked to be more forgiving towards unexpected delays due to system load reported in
5506.0,5507,1.0,0.0,1.0,1.0,1.0,this pr fixes the so called gc nepotism see in spsclinkedarrayqueue by not nulling out the previous buffers next pointer upon switching buffers in the peek poll methodsin addition the flowablerefcounttesttestrefcountasync has been reworked to be more forgiving towards unexpected delays due to system load reported in
5319.0,5524,1.0,0.0,0.0,0.0,1.0,this pr updates the marbles of the following observable operators just image by leonardortlima rangelong image by leonardortlima startwith image by leonardortlima startwitharray image by leonardortlima sorted image by leonardortlima see
5555.0,5568,1.0,0.0,0.0,1.0,1.0,adds assertvaluesonly that asserts that the testobserver testsubscriber received only the specified values in the specified order without terminating
4544.0,5582,1.0,0.0,0.0,0.0,1.0,adds maybeswitchifempty single
5382.0,5616,1.0,0.0,1.0,1.0,1.0,much like i discovered when trying to fake a slow flaky backend that singledelay doesnt delay errorsthis pr adds an overload that does bringing singledelay in line with observabledelay it also corrects the javadoc for existing overloads only updated
5642.0,5647,1.0,0.0,0.0,0.0,1.0,this pr improves a documentation of subscribewith functions in single maybe completable by making sure examples are compilable by using classes which implement disposable this should in that issue akarnokd approved my idea to use disposablemaybeobserver in the example but as i looked in other classes i noticed that observablesubscribewith documentation uses a resourceobserver which implements disposable so i thought that this is the way to go in all other top classesif you think that this is not the case and instead all of them should be switched to use disposable observer in their examples let me know i will do it in this way theni think that all those example should use similar classes
4853.0,5649,1.0,0.0,0.0,0.0,1.0,add concatmapcompletable to observable as discussed in i didnt think it made sense in other reactive typescode is mostly a copy of observableconcatmap let me know if there is a better style of code to base this off instead it also does not have the option to delay errors as concatmap does not sure if that is needed
5545.0,5669,1.0,0.0,0.0,1.0,1.0,this pr should fix the bug that caused the test failure in the bug manifested itself when a cancellation was happening the same time a request was being fulfilled since the same request accounting was used for cancellation indicator if the cancel happened between the onnext s get check and decrementandget this decrementandget decremented longmin_value unconditionally which lead to a state that would appear the subscriber still can receive events a concurrent offer which saves the current array of registered subscriber s then would emit an item and overflow the subscriber the fix is to use the cancellation aware backpressurehelperproducedcancel utilityunit test were added to verify the correct behavior on both publishprocessor and behaviorprocessor the latter uses different cancellation mechanism via a dedicated field
5698.0,5705,1.0,0.0,0.0,1.0,1.0,there was a test class named observablefromcompletabletest which actually was targeting observablefromcallabletest this was most likely just a naming issue copied all tests from observablefromcompletabletest to observablefromcallabletest and deleted the former class
5319.0,5740,1.0,0.0,0.0,0.0,1.0,this pr adds a marble diagram to frompublisher and updates the marbles of all and ziparray inside observable the images can be seen in this comment of
5742.0,5743,1.0,0.0,0.0,1.0,1.0,previously singlefromcallable did not check if the subscriber wasunsubscribed before emitting onsuccess or onerror this fixes thatbehavior and adds tests to singlefromcallable completablefromcallableand maybefromcallable
5319.0,5745,1.0,0.0,0.0,0.0,1.0,this pr adds or updates mable diagrams of observable blockingfirst blockingfirst with default tofuture blockingsubscribe no arguments blockingsubscribe with argument blockingsubscribe with arguments blockingsubscribe with arguments collectinto dooncomplete doonerror doonlifecycle doonnext doondispose comment https githubcom reactivex rxjava issues issuecomment
5319.0,5755,1.0,0.0,0.0,0.0,1.0,this pr adds some missing marbles to observable concatmapcompletable concatmapdelayerror concatmapeager concatmapeagerdelayerror concatmapiterable doafternext dofinally in images in comment https githubcom reactivex rxjava issues issuecomment
5762.0,5766,0.0,0.0,0.0,0.0,1.0,signed off by shaishavgandhi
578.0,5781,1.0,0.0,0.0,0.0,1.0,this pr adds some clarifications about how merge handles multiple errors in a new error handling section in its javadoc entrythere exist several dozen variants of merge in the various base classes that could also include such javadoc addition once the wording has been reviewed the other places will receive a separate prrelated
579.0,5792,1.0,0.0,0.0,1.0,1.0,this pr fixes the lack of upstream cancel call when an inner fused sources queuepoll crashes in a non delayed error modeunit tests were added to verify observableflatmap flowableflatmapiterable and observableflatmapiterable as well
5319.0,5805,1.0,0.0,0.0,0.0,1.0,this is the final part of the observable marble fixes and additions as planned in tolist callable toflowable buffer toflowable drop toflowable latest toflowable error toflowable missing unsubscribeon position and spacing of the marbles in the zipwith overloads no image change images in https githubcom reactivex rxjava issues issuecomment
580.0,5811,1.0,0.0,0.0,1.0,1.0,the pr fixes the resource management in the buffer operator that uses other reactive sources to indicate when a buffer starts and ends both flowable and observable implementations had to be fixes
5827.0,5828,1.0,0.0,1.0,0.0,1.0,adds javadocs indicating a caveat regarding size bounded replay operators subjects and processors see for details
5832.0,5833,1.0,0.0,0.0,1.0,1.0,the observableswitchmap had bad logic in its main onerror handler which didnt dispose the current inner observable the flowable version didnt have this logic error both variants received an unit test to verify the correct behavior
5350.0,5845,1.0,0.0,0.0,0.0,1.0,this pr adds specialized overloads to the concatwith operator in flowable and observable if accepted the marbles will be updated in a separate prrelated
5350.0,5847,1.0,0.0,1.0,1.0,1.0,this pr adds specialized overloads to the mergewith operator in flowable and observable if accepted the marbles will be updated in a separate prrelated
4853.0,5870,1.0,0.0,0.0,1.0,1.0,this pr adds the flowableswitchmapcompletable and flowableswitchmapcompletabledelayerror operators as requested by the associated new marbles are switchmapcompletable https rawgithubcom wiki reactivex rxjava images rx operators switchmapcompletablefpng switchmapcompletabledelayerror https rawgithubcom wiki reactivex rxjava images rx operators switchmapcompletabledelayerrorfpng
4853.0,5871,1.0,0.0,0.0,1.0,1.0,this pr adds the flowableconcatmapcompletable and flowableconcatmapcompletabledelayerror operators as requested by the marbles will be updated in a separate pr
4853.0,5872,1.0,0.0,0.0,0.0,1.0,this pr adds operators that allow concatenating a mapped sequence of maybe s or single s with or without delaying their errors concatmapmaybe overload with prefetch concatmapmaybedelayerror overloads with error mode and prefetch concatmapsingle overload with prefetch concatmapsingledelayerror overloads with error mode and prefetch they are in the same pr as the single variants implementation is practically the maybe implementation minus the oncomplete casetheir marbles will be updated in a separate proriginally requested in
4853.0,5873,1.0,0.0,0.0,1.0,1.0,this pr adds flowable operators that allow switching between a mapped sequence of maybe s or single s with or without delaying their errors switchmapmaybe switchmapmaybedelayerror switchmapsingle switchmapsingledelayerror they are in the same pr as the single variants implementation is practically the maybe implementation minus the oncomplete casetheir marbles will be updated in a separate proriginally requested in
4853.0,5875,1.0,0.0,0.0,1.0,1.0,this pr ports the various switchmapx and concatmapx operators from and to observable concatmapcompletable replaced by the common implementation concatmapcompletabledelayerror concatmapmaybe concatmapmaybedelayerror concatmapsingle concatmapsingledelayerror switchmapcompletable switchmapcompletabledelayerror switchmapmaybe switchmapmaybedelayerror switchmapsingle dedicated implementation switchmapsingledelayerror dedicated implementation this pr concludes the requested set of operators in marbles will be updated adjusted in a separate pr
5882.0,5886,1.0,0.0,0.0,1.0,1.0,this pr improves the algorithms of the observabletimeout time and observabletimeout selector operators to match their flowable counterparts implemented in in addition coverage of the flowable counterparts have been improved by synchronizing the unit testsnote that they were the last users of observerfullarbiter and fullarbiterobserver which are now removedcloses
5881.0,5887,1.0,0.0,0.0,1.0,1.0,this pr fixes the upstream handling in observablewindow observablesource and observablewindow callable operators to make sure if both the main output and the inner windows have been disposed the upstream is also disposed remark there are a couple of w null checks showing up as partially covered in theory with the right interleaving w can become null but unfortunately the usual testhelperrace testing is unlikely to trigger that case there would be a higher chance with threads one disposing one completing the main and one completing the inner window but the current ci is effectively cores threads that tend to not produce a thorough interleaving
5881.0,5888,1.0,0.0,0.0,1.0,1.0,this pr fixes the upstream handling in flowablewindow publisher and flowablewindow callable operators to make sure if both the main output and the inner windows have been cancelled the upstream is also cancelledrelated in addition the jacoco code coverage has been updated to mainly due to the automatic filtering of difficult to impossible code paths https githubcom jacoco jacoco releases tag v
5894.0,5895,1.0,0.0,0.0,0.0,1.0,i just copied the sentence from the docs in x and updated to use observablesource publisher naming
5903.0,5904,1.0,0.0,0.0,1.0,1.0,when a singleorerror is followed toflowable the assembly process switches the flowable single operator into a flowable flowable operator implementing the singleorerror behavior saving the back and forth type conversion the backing implementation was shared with singleelement and as such did not properly handle the orerror case for an empty source the pr fixes the lack of nosuchelementexception in this case the observable variant doesnt have such optimization but the test has been converted to make sure observable is verified for this aspect in case the optimization is implemented with it in the future
590.0,5906,1.0,0.0,0.0,0.0,1.0,adds a time constructor to testscheduler should i make it experimental or will it just be stable
5916.0,5923,1.0,0.0,0.0,0.0,1.0,text is not allowed between and its child tags
5788.0,5924,1.0,0.0,0.0,0.0,1.0,renamed the operator in the box for flatmappublisher https rawgithubcom wiki reactivex rxjava images rx operators singleflatmappublisherpng
592.0,5928,1.0,0.0,0.0,1.0,1.0,this pr fixes the accidental logical mistake in the cancel dispose logic of the new concatmapsingle and concatmapmaybe operators of both flowable and observable where the internal queue cleanup should happen in a serialized fashion only which is the state when the work in progress counter changes from to ensured by a check
5971.0,5972,1.0,0.0,0.0,1.0,1.0,the internal queue of observableconcatmapsingle was incorrectly the bounded one from its flowable counterpart causing it to drop upstream items if the current single was delayed the right queue for observable s is the spsclinkedarrayqueue added unit tests to both concatmapsingle and concatmapmaybe to verify the correct behaviorfixes
6012.0,6014,1.0,0.0,0.0,1.0,1.0,this pr removes the accidental null checks on primitives in two observable methods and adds a trap method to objecthelper to both highlight and fail the tests in case the null checks are still attempted the method is marked as deprecated so it will also show up in eclipses problems windowreplaces
6015.0,6021,1.0,0.0,0.0,1.0,1.0,see discussion in resolves
5988.0,6026,1.0,0.0,0.0,1.0,1.0,create and bound new blockingsubscribe overloads to buffersize create new overloads with buffersize create a boundedconsumer create a boundedsubsciber close
5980.0,6052,1.0,0.0,0.0,0.0,1.0,proposalchanged subscribeactual from public to protected as described in how i testedran tests locally please let me know if i missed part of the contributing guidelines ðÿ‘¼ fixes
5806.0,6053,1.0,0.0,0.0,0.0,1.0,resolved the following diagrams of amb missing diagram ambarray missing diagram image concat iterable missing diagram image concat publisher missing diagram image concat publisher int missing diagram image concatarray missing diagram image concatarraydelayerror indicate error delayed marble per source image concatarrayeager missing diagram image concatdelayerror iterable missing diagram image concatdelayerror publisher missing diagram image concateager iterable missing diagram image concateager publisher missing diagram image https rawgithubcom wiki reactivex rxjava images rx operators maybeconcateagerppng
5788.0,6074,1.0,0.0,0.0,0.0,1.0,first of all im extremely grateful to open my first pr for rxjava i hope that ill be able to tick more of the marbles from but for now this should tick off the never operatorplease let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pr
5788.0,6075,1.0,0.0,0.0,0.0,1.0,hopefully this should tick off the filter operator in please let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pralthough i had a doubt and wanted to double check operator filter returns maybe which essentially will call onsuccess or oncomplete by running junit tests i could observe that this is a behavior but if i use testobserver then both assertvalue and assertcomplete are invoked when there are elements that satisfy filter condition
5788.0,6076,1.0,0.0,0.0,0.0,1.0,here are marbles for delay operator in please let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pr
5788.0,6077,1.0,0.0,0.0,0.0,1.0,this should complete hide operator in please let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pralthough i wasnt sure if i should represent somehow that disposable is hidden as well if so can you please tell me how to represent that on marble
3708.0,6079,1.0,0.0,0.0,1.0,1.0,this pr adds the missing dedicated takeuntil operator to completable the same effect could be achieved via the ambwith but there are two benefits of a dedicated operator easier to discover based on the takeuntil operator in other types more direct implementation unlike ambwith which is built upon an n ary amb operator with additional overheadthere was a feature request in some time ago but apparently the issue got closed off after singletakeuntil was implemented
5788.0,6081,1.0,0.0,0.0,0.0,1.0,here are marbles for repeat repeat times and repeatwhen operator in please let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pri intentionally added two diagrams for repeatwhen as i would say its interesting case that people should be aware of edit here are marbles repeat operator repeat operator repeat with count operator repeatwhen https rawentcom umfsimke rxjava images images repeatwhenpng
5789.0,6083,1.0,0.0,0.0,0.0,1.0,this pr adds the following marble diagrams to completable operators amb ambarray complete image concatarray concat image defer image error image https rawgithubcom wiki reactivex rxjava images rx operators completableerrorpng image https rawgithubcom wiki reactivex rxjava images rx operators completableerrorfpng
5788.0,6084,1.0,0.0,0.0,0.0,1.0,here is marble for repeatuntil operator in repeatuntil let me know if i need to change anything on the diagram itself if not please send me url when you upload image within the project so i can change url for the marble in the pr
5789.0,6085,1.0,0.0,0.0,1.0,1.0,this pr adds marble diagrams to the following operators as well as adds the missing completablefrommaybe operator fromx of other types were already there uses existing maybeignoreelement s underlying implementation fromaction fromcallable image fromfuture image frommaybe image fromobservable image frompublisher image fromsingle image mergearray & mergearraydelayerror image merge both iterable and publisher variants image mergedelayerror both iterable and publisher variants image never image timer image https rawgithubcom wiki reactivex rxjava images rx operators completabletimerpng image https rawgithubcom wiki reactivex rxjava images rx operators completabletimerspng
5788.0,6086,1.0,0.0,0.0,0.0,1.0,here are marbles for for error callable errorcallable error throwable only added error event to be red errorthrowable onerrorreturn onerrorreturn onerrorreturnitem onerrorreturnitem onerrorresumenext singlesource onerrorresumenext onerrorresumenext function onerrorresumenextfn https rawentcom umfsimke rxjava images images onerrorresumenextwithfnpng
5788.0,6087,1.0,0.0,0.0,0.0,1.0,here are marbles for fromcallable frompublisher and fromobservable operators from marble for fromcallable fromcallable for frompublisher frompublisher for fromobservable fromobservable https rawentcom umfsimke rxjava images images fromobservablepng
5788.0,6091,1.0,0.0,0.0,0.0,1.0,here are operators for amb and ambarray from marble for amb amb for ambarray ambarray https rawentcom umfsimke rxjava images images ambarraypng
5788.0,6095,1.0,0.0,0.0,0.0,1.0,here are marbles for defer timer delay unit timer delay unit scheduler toflowable tomaybe tofuture operators in marble for defer defer for timer delay unit timer for timer delay unit scheduler timerscheduler for tofuture although for this one i believe we should add case when there is no event sent from single as there will be timeout exception thrown tofuture for tomaybe tomaybe for toflowable although here i didnt figured out what will happen if we request more than event from flowable toflowable https rawentcom umfsimke rxjava images images toflowablepng
5789.0,6097,1.0,0.0,0.0,0.0,1.0,this pr add even more missing marbles to completable tracked by delay doonx image dofinally image onerrorcomplete image onerrorresumenext image onterminatedetach image mergewith image concatwith image observeon image hide image https rawgithubcom wiki reactivex rxjava images rx operators completablehidepng
5789.0,6098,1.0,0.0,0.0,0.0,1.0,this pr adds a couple of more marble diagrams to completable subscribeon unsubscribeon image tosingle tosingledefault image toflowable image tomaybe image https rawgithubcom wiki reactivex rxjava images rx operators completabletomaybepng
5789.0,6101,1.0,0.0,0.0,0.0,1.0,this pr contains the final set of missing completable marbles repeat repeatuntil image repeatwhen image retry image retrywhen image startwith image timeout image create image unsafecreate image lift image subscribe image subscribewith image test image https rawgithubcom wiki reactivex rxjava images rx operators completabletestpng image https rawgithubcom wiki reactivex rxjava images rx operators completabletestbpng
5788.0,6137,1.0,0.0,0.0,0.0,1.0,here are marbles for concat iterable concat publisher concat publisher prefetch concat observable concat source source concat source source source concat source source source source and concatarray operators that should close them at marble for concat iterable concatiterable for concat publisher concatpublisher for concat publisher prefetch concatpublishern for concat observable concatobservable for concat source source concat for concat source source source concat for concat source source source source concat for concatarray concatarray pay attention to file names in javadoc as i was not sure how to name concat iterable so ive added at the end i for concat observable ive added o for concat source source source and concat source source source source ive used n and m as they are numerical valuesalso is there an error in concat publisher and concat publisher prefetch with request commands i did used as a reference completableconcat publisher marble but i do not understand why do we have request after first event as we already requested prefetching of multiple ones is it because others are still not producedthanks
5788.0,6141,1.0,0.0,0.0,0.0,1.0,here are marble diagrams for various single operators that will close some of the marble for concateager publisher concateeagerp for concateager iterable concateeageri for create create for ambwith ambwith for equals equals for merge source source merge for merge source source source mergethree for merge source source source source mergefour for merge singlesource mergesinglesource for mergewith mergewith for doafterterminate doafterterminate for to to for as as for compose compose for doaftersuccess doaftersuccess for merge publisher mergepublisher for merge iterable mergeiterable https rawentcom umfsimke rxjava images images mergeiterablepng
614.0,6145,1.0,0.0,0.0,1.0,1.0,this pr fixes the lack of boundary fusion marker in the concatmap and publish operators that can break the thread confinement expectation when using observeon upstream and a thread sensitive operator javasourceobserveon scheduler map some thread sensitive operation publish or concatmap by default these operators may call poll from any of the participating threads which would otherwise dequeue observeon and execute map on that threadthe fix adds the necessary flag to both operators onsubscribe logic for a temporary workaround one should use hide before such operators to make sure fusion doesnt happenfixes
580.0,6155,1.0,0.0,0.0,0.0,1.0,fix the marble diagram of the event mapping maybeflatmap operator in
614.0,6167,1.0,0.0,0.0,1.0,1.0,some operators may call dispose cancel from onerror oncomplete which could trigger a permature call to workerdispose that was about to happen anyway this pr prevents this by moving the operator into its disposed cancelled state before signaling the terminal event thus a downstream cancel dispose call wont trigger this premature cleanupsuch premature cleanups may cause unwanted schedulersio reuse in some scenariosrelated
6196.0,6199,1.0,0.0,0.0,0.0,1.0,changing terminology from cancel dispose wherever appropriate in the following classes observablejava singlejava maybejava completablejava areas where i did _not_ change from cancel disposal include where the cancellation was in reference to a flowable publisher or a future test methods where the testobserver returned actually has a cancel method
6198.0,6200,1.0,0.0,0.0,0.0,1.0,this pr fixes the marble diagrams of flowabletofuture and observabletofuture to indicate multi valued sources signal indexoutofboundsexception source has to be finite for the future to terminate also fixes the diagram for
6253.0,6254,1.0,0.0,0.0,1.0,1.0,use processors to trigger the missingbackpressureexception case instead of the timer which could fire prematurely and stop the sequence before the first item was sent by the behaviorprocessor also small improvements to the code coverage of flowablesample
6279.0,6287,1.0,0.0,0.0,0.0,1.0,configuring keep alive through system propertyresolves
629.0,6297,1.0,0.0,1.0,1.0,1.0,this pr fixes the case when an observer subscriber disposes cancels immediately upon subscribing to a refcount operator before it establishes the connection and ends up with a disposed but non reset connection preventing further interactions with the connectable sourcethe fix is to detect this case and reset the connection when the connect method signals the dispose handlerboth connectableflowablerefcount and connectableflowablerefcount is affectedfixes
6302.0,6303,1.0,0.0,0.0,0.0,1.0,add before image elements in javadocresolves
6299.0,6305,1.0,0.0,0.0,0.0,1.0,add note in javadoc explicitly explaining about using emitter interface methods synchronously add notes for generate methods in observable and flowable plus add the similar note to emitter interfaceresolves
6289.0,6308,1.0,0.0,0.0,0.0,1.0,updates to ioreactivexflowable javadocs as per updated docs for all flowablegroupby methods
6290.0,6311,1.0,0.0,0.0,1.0,1.0,add note in javadoc for all distinctuntilchanged methods in flowable and observable class explaining about unexpected results to expect when using mutable data sources like mutable charsequence or lists resolves
630.0,6313,1.0,0.0,0.0,0.0,1.0,adding nonnull annotations in factory methods for improved code compilationresolves
636.0,6364,1.0,0.0,0.0,1.0,1.0,due to a bug in the flowablepublish operator it is not requesting more if there was a change in the subscriber array during an emission run in the non fused operation modefixes
636.0,6370,1.0,0.0,0.0,1.0,1.0,by default the schedulersfrom uses a trampoline to ensure worker tasks are executed fifo and non overlappingly on any potentially multi threaded executor this old setup didnt allow task interruption due to this disconnect between the trampoline task and the operator task in contrast the standard schedulers use single threaded executors and their future is linked and interruptible when the operator task is cancelled this pr add an interruptible mode to the schedulersfrom via a paramerer in a new overload and some internal dispatching based on this mode selector existing schedulersfrom executor users should still behave the sameresolves
6288.0,6377,1.0,0.0,0.0,0.0,1.0,mention that if the processing of a task takes too longand a newer item arrives then the previous task willget disposed interrupting a long running workfixes
6379.0,6386,1.0,0.0,0.0,1.0,1.0,this pr adds doonterminate operator to single and mayberesolves
640.0,6405,1.0,0.0,1.0,1.0,1.0,this pr fixes the concatmapeager operator which drives the static variants as well to properly dispose and clean up the state of the operator upon cancelling disposing the sequence flowableconcatmapeager did not cancel the current active inner consumer only the ones coming after observableconcatmapeager did not dispose the main source of the inner observablesboth variants have received the same two unit tests to verify their behaviorfixes
6451.0,6452,1.0,0.0,0.0,0.0,1.0,in the constructor of observablerefcount that takes connectableobservable source as the argument we set timeout to l in that specific use case of observablerefcount scheduler is never needed its only referenced in cancel method but if timeout is it wont be triggered at all because there is early return this commit removes the need to depend on schedulerstrampoline and instead passes null to be scheduler when the ref count is not time based similarly applies the same change to flowablerefcount the reasons for this change are the following in projects that dont depend on schedulers class if there is no reference to schedulers the whole schedulers can be stripped out of the library after optimizations eg proguard with constructor that references schedulers the optimizer cant properly strip it out in our quick test of our android app we were able to reduce the rxjava library size dependency from kb to kb after optimization but before compression by simply avoiding access to schedulers in observablerefcount in terms of modularity observablerefcount is just an operator so it by itself should probably not have dependency on what available pool of schedulers schedulers there are it should just know that there is some scheduler that could be passed to observablerefcount when observablerefcount needs it
646.0,6469,1.0,0.0,1.0,1.0,1.0,resolves
