issueNumber,prNumber,Util,APM,Network,DB,Error Handling,Logging,Lang,Data Structure,i18n,Setup,Logic,IO,UI,Parser,Event Handling,App,GIS,Multimedia,CG,corpus
1433,1623,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,resolves resolves resolves resolves resolves resolves supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library provided functionsthis pr allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in inl files which are later included in c files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version dependent code fixes few incompatibilities between ffmpeg versions sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat and avformat are supported i dont see much reason to support and when will be released and current dev branches are it will be added to the list this should be a trivial taskbuilds were tested against and surprisingly support was different and the most difficult from while the major version stayed the same ffmpeg was downloaded from the official page the system library on manjaro i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1466,1623,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,resolves resolves resolves resolves resolves resolves supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library provided functionsthis pr allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in inl files which are later included in c files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version dependent code fixes few incompatibilities between ffmpeg versions sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat and avformat are supported i dont see much reason to support and when will be released and current dev branches are it will be added to the list this should be a trivial taskbuilds were tested against and surprisingly support was different and the most difficult from while the major version stayed the same ffmpeg was downloaded from the official page the system library on manjaro i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1333,1630,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,changing editing a clip can move other clips option default value to falseresolves changing editing a clip can move other clips option default value to false i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1581,1637,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,resolves next refactoring steps for audioioall of the logic specific to midi playback is removed from audioiocpp and invoked instead through an abstract base class audioioext a new separate file midiplaycpp registers its extension policy with audioiothese steps shrink the big file audioiocpp from to lines and are also preparations for putting note track into its own optional extension modulethe unnecessary separate thread for midi playback is removed for simplicity and some callbacks happen directly in the portaudio thread that means some memory allocations may happen on that thread when midi plays see preparemidiiterator but future refactorings will correct thatthe dependency of lib audio devices on portmidi is severeda few other changes remove some dependencies on notetrack and use settings objects from prefscpp to eliminate some duplicated literals and direct use of gprefs in midiplaycpp i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1582,1638,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,resolves the play head position is drawn on screen by the main thread which is told the track time corresponding to the last played samples by the portaudio threadthat thread in turn sometimes got this value from information in a queue from the third worker thread which reads from the tracks in larger batches of samples as when scrubbing but other times did its own calculations taking into account whether pay is straight or looping assuming loop bounds and whether it uses a time track as wellthis pull request changes that so that the portaudio thread never calculates but always takes the value from the queuethis is a preparation so that the producer of that queue can vary the correspondence of samples in transit with points on the time ruler in yet other ways i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1631,1639,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,and some other caseswherever audacity simulates button press events set the event object to be thebutton so that windoweventserialization in journaleventscpp can determinea pathname for the window associated with the eventthe change in keyboardcapture is enough for the default buttons of dialogs theother changes are necessary but not sufficient for fixing journalling of some ofaudacitys custom widgets on any operating systemresolves short description of the changes and the motivation to make the changes i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1658,1664,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,resolves depends on more refactoring of audioiocpp and playbackschedulecpp so that there is less of the logic for special playback cases like looping and scrubbing in those files i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1382,1675,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,resolves ensure install_prefix is set correctly the cmake variable install_prefix is now correctly passed into the program make audacity portable audacity now checks for resources at a location relative to the executable instead of a location each time
1644,1677,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,resolves the set clip macro command now can change a clip name toothe command is also accessible in menus under extra scriptables i you must first enable the extra menus in the interface preferences lwinterberg see this manual page needing update use x to fill the checkboxes below like i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1660,1678,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves this makes and more completeadd an item to the wave clip context menu for renaming i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
998,1678,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves this makes and more completeadd an item to the wave clip context menu for renaming i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1400,1679,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,resolves resolves work in progress i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1401,1679,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,resolves resolves work in progress i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1613,1711,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1427,1717,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1689,1736,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves also fixes clipping usage i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1755,1756,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,resolves add a new toggle button to the control toolbar i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1751,1758,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,resolves on macos the dynamic library loader behaves differentlyall dyld_ environment variables are read only during the application startup this premulates the behavior of other os by manually trying to load every library from every directory listed i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1702,1766,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves resolves resolves resolves reimplement the cut preview feature the c shortcut key also ctrl click on play button less special casely by using another subclass of playbackpolicy it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1703,1766,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves resolves resolves resolves reimplement the cut preview feature the c shortcut key also ctrl click on play button less special casely by using another subclass of playbackpolicy it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1568,1766,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves resolves resolves resolves reimplement the cut preview feature the c shortcut key also ctrl click on play button less special casely by using another subclass of playbackpolicy it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1566,1766,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves resolves resolves resolves reimplement the cut preview feature the c shortcut key also ctrl click on play button less special casely by using another subclass of playbackpolicy it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1411,1779,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves resolves resolves resolves resolves resolves resolves most of the recently requested changes to ux for the spectral brush dialog i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1772,1779,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves resolves resolves resolves resolves resolves resolves most of the recently requested changes to ux for the spectral brush dialog i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1773,1779,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves resolves resolves resolves resolves resolves resolves most of the recently requested changes to ux for the spectral brush dialog i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1775,1779,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves resolves resolves resolves resolves resolves resolves most of the recently requested changes to ux for the spectral brush dialog i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1776,1779,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves resolves resolves resolves resolves resolves resolves most of the recently requested changes to ux for the spectral brush dialog i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1777,1779,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves resolves resolves resolves resolves resolves resolves most of the recently requested changes to ux for the spectral brush dialog i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1651,1793,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,resolves also fixes wrong name assigned to a clip when recording to a new track i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1459,1799,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,this change ensures that page size will be k even if system sqlite was used mostly relevant for linux resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1460,1802,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,resolves this pr introduces a different approach to estimating the sampleblock size on disk it does not account for the sqlite internal structures size so well but the difference is relatively negligible we use this estimation to decide if we need to compact the database on disk as we do not allow database vacuuming for performance reasons the performance of the heuristic can be further improved as used_blocks total_blocks should work just fine however this would require more changes to the code projectfileio gettotalusage and projectfileio getcurrentusage are also used in now disabled compaction dialog however using gettotalusage was probably not the idea anyway because it never accounted for the project and autosave tables getcurrentusage still gives a very good estimate of how much disk space is used i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1704,1808,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,resolves start looping play then adjust the bounds of the selection the looping play will respond to those changes i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1157,1816,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,resolves extract a library for the theme system i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1698,1832,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1825,1836,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,resolves change default settings for scale type to mel top of scale to hz window size to and zero padding to also cleaning up a lot of preference usage in spectrogram settings to avoid repetition of literals for paths and defaults i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1759,1840,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1813,1841,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,resolves the whats new section will be shown only if show_whats_new_section is passedthe update dialog is populated dynamically from the latestxml contents i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1803,1843,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,resolves make the shortcut key for multi tool again f as in and forever before that i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1820,1848,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,resolves resolves this would fix the failure of delete to work in right channel for the brush tool if that is enabled in the buildit also fixes the non functionality of delete and all other keystrokes for editing the title of a clip in a right channel of a stereo track with nonaligned clips i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1847,1848,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,resolves resolves this would fix the failure of delete to work in right channel for the brush tool if that is enabled in the buildit also fixes the non functionality of delete and all other keystrokes for editing the title of a clip in a right channel of a stereo track with nonaligned clips i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1838,1854,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,resolves that when a label track is the focus tab and shift tab only select a label rather than opening it for editing in a custom text box which is not accessible for screen readers its useful for the name of the label to be readstraightforward fixalso added i n hint in transportmenuscpp where there is the same message for screen readers i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1710,1857,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,resolves this does not resolve all as suggested in the issue description but may offer satisfactory workaroundsfor label track behavior the esc key already removes the insertion cursor if there is one but now if there no insertion cursor but there is a label navigated to by tab then esc clears the navigation state this allows esc and then return to change the selected state of the label trackfor wave track behavior the return or number pad enter key behavior will remain hard coded it is also hard coded for label track text editing about which there isnt a complaintnote that if a clip is not selected then pressing enter does nothing i assume thats just a bug in the implementation this is the return key will be intercepted for editing only in case the selection coincides with the extent of a clipwith this change you can change the selection such as with j or left arrow in default key bindings so it becomes a point then return toggles the selected state of the wave trackyou may be unsatisfied that restoring the time selection to what it was before requires further tab key presses maybe further improvement is possible and you davidbailes might suggest another commit to accomplish that i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1863,1864,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,resolves that there are clip names they should be added to messages sent to screen readersthis commit adds the clip names to the messages sent by various existing clip commands i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1833,1865,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,resolves also select all command is available when label is edited i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1870,1871,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves a user presses tab or shift tab to select the next previous clip a message is sent to any screen reader i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1858,1872,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,resolves exit clip name editing when a mouse click causes the trackpanel to lose focusnote that this implementation commits any unfinished text edit with a undo history item it doesnt cancel it as if by the escape key i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1835,1874,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,resolves resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1834,1874,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,resolves resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1814,1883,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1890,1894,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,resolves some lagginess has to be tolerated because there must be a queue of somelength between the trackbufferexchange thread and the portaudio thread buthow short can it bein case of playback looping that lag is now set to an arbitrary hard coded second in loopingplaybackpolicy suggestedbuffertimes which is less thanthe old default latency of seconds see playbackpolicy suggestedbuffertimes which perhaps was a value motivated by older generations of hardwareso if you adjust looping play bounds while the play head is within secondof the end of the loop thats second of real time not track time in caseyou also have a time warping time track then you might yet notice the playhead not doing quite what you want should we make that latency user tunable or more challengingly for usdetect hardware limitations and make it adaptive i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1842,1898,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,this inserts a menu item under editalso share code with the clip context menuresolves short description of the changes and the motivation to make the changes i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1752,1914,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,currently this is implemented for macos users onlywindows has not yet published the api linux requires gtk and we build against gtk currentlyresolves short description of the changes and the motivation to make the changes i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1739,1916,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1896,1930,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,resolves this is unlike the case of loss of focus when clicking outside of audacitywhich was the case at ec e i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1927,1936,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1884,1938,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1903,1940,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,this commit introduces a new mechanism to allow projects components to specify the audacity version they require to be loaded it is possible to set the version based on the features that are currently in use smart clips use this new approach to require at least audacity if there are trimmed clips in the projectresolves short description of the changes and the motivation to make the changes i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1934,1947,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves the keyboard to rename a clip in an audio track regardless of which clip is selected the same clip in the audio track is always renamedfix in wavetrackaffordancecontrols starteditnameofmatchingclip the call to starteditclipname edits the name of mfocusclip so set the value of mfocusclip not meditedclip i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
1260,1950,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,resolves resolves resolves this completes the user interface for playback looping with three click and drag actions in the timeline dragging a completely new play region arrow cursor resizing an existing region east west arrows moving an existing region hand please observe also the context menu item to make selection follow play region drags works yellow snap guidelines at edges of labels or clips and of the selection when it isnt following the play region escape key aborts all drags left click without drag still starts playback i signed cla the title of the pull request describes an issue it addresses if changes are extensive then there is a sequence of easily reviewable commits each commits message describes its purpose and effects there are no behavior changes unnecessary for the stated purpose of the prrecommended each commit compiles and runs on my machine without known undesirable changes of behavior
