prNumber,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,corpus
powertoys-2220,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    this pr fixes the keyboard manager interaction with shortcut guide when win key is swappedthe `keyboardmanager_injected_flag` which is used to distinguish key events generated by kbm was moved to a shared_constantsh header file in the powertoys common library so that it is accessible by all the projects in shortcut guide at the step where `sendinput win key` is done we add the flag so that those events are ignored by kbm and they dont get remapped      2219 *      (      tried remapping lctrl to lwin lwin to lctrl and swapping them also tried lwin to lctrl and lalt to lwin
powertoys-2250,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,    * this is happening because of the code in the shell pluginthe shell plugin has its own code to override the win+r key and because of the way they are creating and handling hooks once we press win+r the win key must be pressed again to release it so basically theyre trying to simulate the win key press however since simulating only the win key press would pop up the start menu they are simulating win+ctrl which is the same shortcut as that of wwto unblock us and mitigate this issue for now i used the backspace keystroke instead of control so we would be simulating a win+backspace keystroke note  wox uses [`nhotkeywpf`]( nuget package for handling hotkeys and we would like the code for modifying hotkeys to be the same across all of powertoys and as that involves major code refactoring it would be done for v1      2035 *      (      * manually validated that win+r no longer pops up windowwalker
powertoys-2250,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,    * this is happening because of the code in the shell pluginthe shell plugin has its own code to override the win+r key and because of the way they are creating and handling hooks once we press win+r the win key must be pressed again to release it so basically theyre trying to simulate the win key press however since simulating only the win key press would pop up the start menu they are simulating win+ctrl which is the same shortcut as that of wwto unblock us and mitigate this issue for now i used the backspace keystroke instead of control so we would be simulating a win+backspace keystroke note  wox uses [`nhotkeywpf`]( nuget package for handling hotkeys and we would like the code for modifying hotkeys to be the same across all of powertoys and as that involves major code refactoring it would be done for v1      2035 *      (      * manually validated that win+r no longer pops up windowwalker
powertoys-2250,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    * this is happening because of the code in the shell pluginthe shell plugin has its own code to override the win+r key and because of the way they are creating and handling hooks once we press win+r the win key must be pressed again to release it so basically theyre trying to simulate the win key press however since simulating only the win key press would pop up the start menu they are simulating win+ctrl which is the same shortcut as that of wwto unblock us and mitigate this issue for now i used the backspace keystroke instead of control so we would be simulating a win+backspace keystroke note  wox uses [`nhotkeywpf`]( nuget package for handling hotkeys and we would like the code for modifying hotkeys to be the same across all of powertoys and as that involves major code refactoring it would be done for v1      2035 *      (      * manually validated that win+r no longer pops up windowwalker
powertoys-2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    * the `systemcontrolhighlightaccentbrush` was being set to white (in light mode) which was causing the selection highlight to also be white therefore selecting the text was showing a white text box* using the `systemchromelow` theme instead and setting it to the default theme resource so that nothing else in the app gets affected     issue #2269 *      (  *        * light mode -  ( dark mode -![image](https://user-images entcom/28739210/79822667-8e812880-8346-11ea-8341-331d9f257451png)
powertoys-2272,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,    * the `systemcontrolhighlightaccentbrush` was being set to white (in light mode) which was causing the selection highlight to also be white therefore selecting the text was showing a white text box* using the `systemchromelow` theme instead and setting it to the default theme resource so that nothing else in the app gets affected     issue #2269 *      (  *        * light mode -  ( dark mode -![image](https://user-images entcom/28739210/79822667-8e812880-8346-11ea-8341-331d9f257451png)
powertoys-2272,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    * the `systemcontrolhighlightaccentbrush` was being set to white (in light mode) which was causing the selection highlight to also be white therefore selecting the text was showing a white text box* using the `systemchromelow` theme instead and setting it to the default theme resource so that nothing else in the app gets affected     issue #2269 *      (  *        * light mode -  ( dark mode -![image](https://user-images entcom/28739210/79822667-8e812880-8346-11ea-8341-331d9f257451png)
powertoys-2292,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,    removed folder plugin from launcher      2268 *      (  *        manually validated that folder plugin is not queried and other plugins are working as expected
powertoys-2292,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,    removed folder plugin from launcher      2268 *      (  *        manually validated that folder plugin is not queried and other plugins are working as expected
powertoys-2292,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    removed folder plugin from launcher      2268 *      (  *        manually validated that folder plugin is not queried and other plugins are working as expected
powertoys-2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,    this pr changes the approach of adding the controls on the edit keyboard and edit shortcut window from stack panels to a single grid with three columns rows are dynamically added on clicking the + key the header was also changed to a relative layout the pr also fixes an indexing bug where adding and deleting rows in the tables could result in errors on applying the settings      6 #2323 *      (      - edit keyboard and edit shortcut header changed to relative layout- 3 column grid used for all the key/shortcut controls- instead of using a fixed row index the row index is now calculated based on the index of the control in the grid in the ui since these indices are reliable and match what is shown on the ui the index will always match the buffer vector where the values are stored- moved drop down selection handlers out of the constructor to a separate function this was done since all the associated controls may not be initialized at the constructor stage (some stack panels in the parent class would be null)- changed the c++ window logic to account for resizing earlier only on the wm_paint message the xaml ui would be resized however that message is not sent if the window is resized smaller that has now been fixed   [keyboardmanagerdynamic](https://user-images entcom/32061677/79919609-93e08080-83e3-11ea-8da8-e73219a57841gif)
powertoys-2299,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,    this pr changes the approach of adding the controls on the edit keyboard and edit shortcut window from stack panels to a single grid with three columns rows are dynamically added on clicking the + key the header was also changed to a relative layout the pr also fixes an indexing bug where adding and deleting rows in the tables could result in errors on applying the settings      6 #2323 *      (      - edit keyboard and edit shortcut header changed to relative layout- 3 column grid used for all the key/shortcut controls- instead of using a fixed row index the row index is now calculated based on the index of the control in the grid in the ui since these indices are reliable and match what is shown on the ui the index will always match the buffer vector where the values are stored- moved drop down selection handlers out of the constructor to a separate function this was done since all the associated controls may not be initialized at the constructor stage (some stack panels in the parent class would be null)- changed the c++ window logic to account for resizing earlier only on the wm_paint message the xaml ui would be resized however that message is not sent if the window is resized smaller that has now been fixed   [keyboardmanagerdynamic](https://user-images entcom/32061677/79919609-93e08080-83e3-11ea-8da8-e73219a57841gif)
powertoys-2299,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    this pr changes the approach of adding the controls on the edit keyboard and edit shortcut window from stack panels to a single grid with three columns rows are dynamically added on clicking the + key the header was also changed to a relative layout the pr also fixes an indexing bug where adding and deleting rows in the tables could result in errors on applying the settings      6 #2323 *      (      - edit keyboard and edit shortcut header changed to relative layout- 3 column grid used for all the key/shortcut controls- instead of using a fixed row index the row index is now calculated based on the index of the control in the grid in the ui since these indices are reliable and match what is shown on the ui the index will always match the buffer vector where the values are stored- moved drop down selection handlers out of the constructor to a separate function this was done since all the associated controls may not be initialized at the constructor stage (some stack panels in the parent class would be null)- changed the c++ window logic to account for resizing earlier only on the wm_paint message the xaml ui would be resized however that message is not sent if the window is resized smaller that has now been fixed   [keyboardmanagerdynamic](https://user-images entcom/32061677/79919609-93e08080-83e3-11ea-8da8-e73219a57841gif)
powertoys-2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,    * single key and shortcut mappings are displayed in the keyboardmanager settings key* keyboard manager can be enabled and disabled from the settings page         889 and #2322 *      (          
powertoys-2314,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,    * single key and shortcut mappings are displayed in the keyboardmanager settings key* keyboard manager can be enabled and disabled from the settings page         889 and #2322 *      (          
powertoys-2314,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    * single key and shortcut mappings are displayed in the keyboardmanager settings key* keyboard manager can be enabled and disabled from the settings page         889 and #2322 *      (          
powertoys-2315,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    * this pr selects the text whenever visibility of launcher is set to visible after being hidden      2269 *      (      * text is selected every time the window is made visible    * manually validated it![text_selection](https://user-images entcom/28739210/79934851-66f29480-8408-11ea-83bb-606acd26dfa2gif)
powertoys-2315,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,    * this pr selects the text whenever visibility of launcher is set to visible after being hidden      2269 *      (      * text is selected every time the window is made visible    * manually validated it![text_selection](https://user-images entcom/28739210/79934851-66f29480-8408-11ea-83bb-606acd26dfa2gif)
powertoys-2315,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    * this pr selects the text whenever visibility of launcher is set to visible after being hidden      2269 *      (      * text is selected every time the window is made visible    * manually validated it![text_selection](https://user-images entcom/28739210/79934851-66f29480-8408-11ea-83bb-606acd26dfa2gif)
powertoys-2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,    - added image resizer settings- i will be adding tests during the course of the day         889 #2127*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where a discussion took place: #889 #2127
powertoys-2324,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,    - added image resizer settings- i will be adding tests during the course of the day         889 #2127*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where a discussion took place: #889 #2127
powertoys-2324,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    - added image resizer settings- i will be adding tests during the course of the day         889 #2127*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where a discussion took place: #889 #2127
powertoys-2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,    merge powerlauncher branch alt+space starts powerlauncher   #2332       2332*      (     known issues* clean solution and rebuild otherwise the compiler complains about woxexe * enabling powerlauncher on the settings page is not instantanous it takes 5-10 seconds to actually start up* some of the powerlauncher settings are not implemented yet they appear disabled in the settings page 
powertoys-2345,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,    merge powerlauncher branch alt+space starts powerlauncher   #2332       2332*      (     known issues* clean solution and rebuild otherwise the compiler complains about woxexe * enabling powerlauncher on the settings page is not instantanous it takes 5-10 seconds to actually start up* some of the powerlauncher settings are not implemented yet they appear disabled in the settings page 
powertoys-2345,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    merge powerlauncher branch alt+space starts powerlauncher   #2332       2332*      (     known issues* clean solution and rebuild otherwise the compiler complains about woxexe * enabling powerlauncher on the settings page is not instantanous it takes 5-10 seconds to actually start up* some of the powerlauncher settings are not implemented yet they appear disabled in the settings page 
powertoys-2370,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,    push program execution to a background thread      2338 #2367 *      (  *        whenever a search result was executed through enter/click `processstart` was freezing the ui thread till its completion this pr pushes this operation to a background thread and hides the launcher window     - validated that the launcher hides without waiting for process to start- manually validated working of all plugins
powertoys-2370,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,    push program execution to a background thread      2338 #2367 *      (  *        whenever a search result was executed through enter/click `processstart` was freezing the ui thread till its completion this pr pushes this operation to a background thread and hides the launcher window     - validated that the launcher hides without waiting for process to start- manually validated working of all plugins
powertoys-2370,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    push program execution to a background thread      2338 #2367 *      (  *        whenever a search result was executed through enter/click `processstart` was freezing the ui thread till its completion this pr pushes this operation to a background thread and hides the launcher window     - validated that the launcher hides without waiting for process to start- manually validated working of all plugins
powertoys-2370,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,    push program execution to a background thread      2338 #2367 *      (  *        whenever a search result was executed through enter/click `processstart` was freezing the ui thread till its completion this pr pushes this operation to a background thread and hides the launcher window     - validated that the launcher hides without waiting for process to start- manually validated working of all plugins
powertoys-2370,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,    push program execution to a background thread      2338 #2367 *      (  *        whenever a search result was executed through enter/click `processstart` was freezing the ui thread till its completion this pr pushes this operation to a background thread and hides the launcher window     - validated that the launcher hides without waiting for process to start- manually validated working of all plugins
powertoys-2370,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    push program execution to a background thread      2338 #2367 *      (  *        whenever a search result was executed through enter/click `processstart` was freezing the ui thread till its completion this pr pushes this operation to a background thread and hides the launcher window     - validated that the launcher hides without waiting for process to start- manually validated working of all plugins
powertoys-2380,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    this issue fixes the cursor jumping around  the root cause was that due to a delay there was a disconnect between the text that was in the textbox and what was being queried   as a result the cursor was being set to a position that didnt match what was being queriedpr checklist-    2378    - separating the ability to set the text from initiating a query- plugins have to explicitly request the query be updated- updating folder plugin to explicitly update the query on folder selection- removing unused changes from wox that dont compile- dont set delay on system updated query text    1 manually typed long queries and watched out for cursor changing position 2 validated that the folder plugin still behaves the same as before
powertoys-2380,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,    this issue fixes the cursor jumping around  the root cause was that due to a delay there was a disconnect between the text that was in the textbox and what was being queried   as a result the cursor was being set to a position that didnt match what was being queriedpr checklist-    2378    - separating the ability to set the text from initiating a query- plugins have to explicitly request the query be updated- updating folder plugin to explicitly update the query on folder selection- removing unused changes from wox that dont compile- dont set delay on system updated query text    1 manually typed long queries and watched out for cursor changing position 2 validated that the folder plugin still behaves the same as before
powertoys-2380,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,    this issue fixes the cursor jumping around  the root cause was that due to a delay there was a disconnect between the text that was in the textbox and what was being queried   as a result the cursor was being set to a position that didnt match what was being queriedpr checklist-    2378    - separating the ability to set the text from initiating a query- plugins have to explicitly request the query be updated- updating folder plugin to explicitly update the query on folder selection- removing unused changes from wox that dont compile- dont set delay on system updated query text    1 manually typed long queries and watched out for cursor changing position 2 validated that the folder plugin still behaves the same as before
powertoys-2381,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,             2379*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #         alt-space works winr no longer fires
powertoys-2381,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,             2379*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #         alt-space works winr no longer fires
powertoys-2381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,             2379*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #         alt-space works winr no longer fires
powertoys-2392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,    this change makes the directory navigation behave more like search and the runner - arrow keys or tab to select will update the query text to the path of the folder - enter on the folder will launch explorer         2383*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #      1  it became apparent when using the arrow keys to update the query text programatically that there were holes in the logic to prevent updating the query when we change the text  to fix this it was broken into to textchanged event handlers one to deal with programatic input and the other to deal with user text changes  because the property changed event and the text changed are on different dispatchers we cant check the boolean flag inside the event handler ![selectdirectory_pathcomplete]( describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well -->   manually tested - navigating to a folder from the folder plugin- navigating to a folder from the search indexer plugin- actioning on a folder from the folder plugin - actioning on a folder from the search indexer plugin- holding arrow keys to validate that a query doesnt get updated upon selecting a new item
powertoys-2392,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,    this change makes the directory navigation behave more like search and the runner - arrow keys or tab to select will update the query text to the path of the folder - enter on the folder will launch explorer         2383*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #      1  it became apparent when using the arrow keys to update the query text programatically that there were holes in the logic to prevent updating the query when we change the text  to fix this it was broken into to textchanged event handlers one to deal with programatic input and the other to deal with user text changes  because the property changed event and the text changed are on different dispatchers we cant check the boolean flag inside the event handler ![selectdirectory_pathcomplete]( describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well -->   manually tested - navigating to a folder from the folder plugin- navigating to a folder from the search indexer plugin- actioning on a folder from the folder plugin - actioning on a folder from the search indexer plugin- holding arrow keys to validate that a query doesnt get updated upon selecting a new item
powertoys-2392,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    this change makes the directory navigation behave more like search and the runner - arrow keys or tab to select will update the query text to the path of the folder - enter on the folder will launch explorer         2383*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #      1  it became apparent when using the arrow keys to update the query text programatically that there were holes in the logic to prevent updating the query when we change the text  to fix this it was broken into to textchanged event handlers one to deal with programatic input and the other to deal with user text changes  because the property changed event and the text changed are on different dispatchers we cant check the boolean flag inside the event handler ![selectdirectory_pathcomplete]( describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well -->   manually tested - navigating to a folder from the folder plugin- navigating to a folder from the search indexer plugin- actioning on a folder from the folder plugin - actioning on a folder from the search indexer plugin- holding arrow keys to validate that a query doesnt get updated upon selecting a new item
powertoys-2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,    - added a fix for start as admin- settings configs for powerprev changed on the master branch i applied related changes and added tests         2287*      (  *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     - added tests and run the application to verify
powertoys-2411,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,    - added a fix for start as admin- settings configs for powerprev changed on the master branch i applied related changes and added tests         2287*      (  *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     - added tests and run the application to verify
powertoys-2411,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    - added a fix for start as admin- settings configs for powerprev changed on the master branch i applied related changes and added tests         2287*      (  *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     - added tests and run the application to verify
powertoys-2446,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,    added code to position launcher in upper center of the screen and handle display in a multi monitor setting      2419 *      (  *        1 manually validated that launcher appears in the center when it is visible2 verified that position is updated when dpi is changed from system settings3 validated that launcher is correctly shown/hidden when monitor is changed
powertoys-2446,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,    added code to position launcher in upper center of the screen and handle display in a multi monitor setting      2419 *      (  *        1 manually validated that launcher appears in the center when it is visible2 verified that position is updated when dpi is changed from system settings3 validated that launcher is correctly shown/hidden when monitor is changed
powertoys-2446,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    added code to position launcher in upper center of the screen and handle display in a multi monitor setting      2419 *      (  *        1 manually validated that launcher appears in the center when it is visible2 verified that position is updated when dpi is changed from system settings3 validated that launcher is correctly shown/hidden when monitor is changed
powertoys-2601,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,    version number shown in general settings page is now in line with whats in the `installer/versionprops` file      2550*      (      * `powertoys_version` field gets updated if its version is newer than that of the file it is left untouched otherwise this check should be useful in case of any migrations necessary on the future    * navigate to the general settings page should display v0170* `settingsjson` powertoys_version is updated to v0170 if coming from a previous version
powertoys-2601,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,    version number shown in general settings page is now in line with whats in the `installer/versionprops` file      2550*      (      * `powertoys_version` field gets updated if its version is newer than that of the file it is left untouched otherwise this check should be useful in case of any migrations necessary on the future    * navigate to the general settings page should display v0170* `settingsjson` powertoys_version is updated to v0170 if coming from a previous version
powertoys-2601,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    version number shown in general settings page is now in line with whats in the `installer/versionprops` file      2550*      (      * `powertoys_version` field gets updated if its version is newer than that of the file it is left untouched otherwise this check should be useful in case of any migrations necessary on the future    * navigate to the general settings page should display v0170* `settingsjson` powertoys_version is updated to v0170 if coming from a previous version
powertoys-2607,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    - updated powerrename controls header text and tests to align with those of settings in v1 from 17 release      2599*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #2599
powertoys-2607,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,    - updated powerrename controls header text and tests to align with those of settings in v1 from 17 release      2599*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #2599
powertoys-2607,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    - updated powerrename controls header text and tests to align with those of settings in v1 from 17 release      2599*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #2599
powertoys-2664,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,    remove ww module from powertoys      2333 *      (  *        1 manually validated that runner works as expected2 manually validated that ww is not present in settings and msi
powertoys-2664,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,    remove ww module from powertoys      2333 *      (  *        1 manually validated that runner works as expected2 manually validated that ww is not present in settings and msi
powertoys-2664,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    remove ww module from powertoys      2333 *      (  *        1 manually validated that runner works as expected2 manually validated that ww is not present in settings and msi
powertoys-2673,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,    `c://` is not recognized as valid path by window explorer or start menu search but recognized by run run allows you to interchange between `/` and `\` and append any number of slashes this pr adds support to specify path similar to run it also fixes the issue of opening documents folder on typing `c://` rather than root of drive      2495 *      (  *        manually validated that folder plugin handles `/` and `\` scenario and behave like run
powertoys-2673,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,    `c://` is not recognized as valid path by window explorer or start menu search but recognized by run run allows you to interchange between `/` and `\` and append any number of slashes this pr adds support to specify path similar to run it also fixes the issue of opening documents folder on typing `c://` rather than root of drive      2495 *      (  *        manually validated that folder plugin handles `/` and `\` scenario and behave like run
powertoys-2673,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    `c://` is not recognized as valid path by window explorer or start menu search but recognized by run run allows you to interchange between `/` and `\` and append any number of slashes this pr adds support to specify path similar to run it also fixes the issue of opening documents folder on typing `c://` rather than root of drive      2495 *      (  *        manually validated that folder plugin handles `/` and `\` scenario and behave like run
powertoys-2700,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,   - removed underline of the hyperlink buttons so the styling is consistent with the w10 settings app (#2479)- consistent enable toggleswitch for image resizer (#2476)-   visual inconsistency for the image resizer sizes listview (#2478)- tweaked vertical spacing of the module toggle switch ( references#2479 #2479 #2478     2479 #2479 #2478*      (  
powertoys-2700,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,   - removed underline of the hyperlink buttons so the styling is consistent with the w10 settings app (#2479)- consistent enable toggleswitch for image resizer (#2476)-   visual inconsistency for the image resizer sizes listview (#2478)- tweaked vertical spacing of the module toggle switch ( references#2479 #2479 #2478     2479 #2479 #2478*      (  
powertoys-2700,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,   - removed underline of the hyperlink buttons so the styling is consistent with the w10 settings app (#2479)- consistent enable toggleswitch for image resizer (#2476)-   visual inconsistency for the image resizer sizes listview (#2478)- tweaked vertical spacing of the module toggle switch ( references#2479 #2479 #2478     2479 #2479 #2478*      (  
powertoys-2700,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,   - removed underline of the hyperlink buttons so the styling is consistent with the w10 settings app (#2479)- consistent enable toggleswitch for image resizer (#2476)-   visual inconsistency for the image resizer sizes listview (#2478)- tweaked vertical spacing of the module toggle switch ( references#2479 #2479 #2478     2479 #2479 #2478*      (  
powertoys-2700,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,   - removed underline of the hyperlink buttons so the styling is consistent with the w10 settings app (#2479)- consistent enable toggleswitch for image resizer (#2476)-   visual inconsistency for the image resizer sizes listview (#2478)- tweaked vertical spacing of the module toggle switch ( references#2479 #2479 #2478     2479 #2479 #2478*      (  
powertoys-2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,   - removed underline of the hyperlink buttons so the styling is consistent with the w10 settings app (#2479)- consistent enable toggleswitch for image resizer (#2476)-   visual inconsistency for the image resizer sizes listview (#2478)- tweaked vertical spacing of the module toggle switch ( references#2479 #2479 #2478     2479 #2479 #2478*      (  
powertoys-2700,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,   - removed underline of the hyperlink buttons so the styling is consistent with the w10 settings app (#2479)- consistent enable toggleswitch for image resizer (#2476)-   visual inconsistency for the image resizer sizes listview (#2478)- tweaked vertical spacing of the module toggle switch ( references#2479 #2479 #2478     2479 #2479 #2478*      (  
powertoys-2700,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,   - removed underline of the hyperlink buttons so the styling is consistent with the w10 settings app (#2479)- consistent enable toggleswitch for image resizer (#2476)-   visual inconsistency for the image resizer sizes listview (#2478)- tweaked vertical spacing of the module toggle switch ( references#2479 #2479 #2478     2479 #2479 #2478*      (  
powertoys-2702,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,    fix for indexer throwing error in results when symbols are given as input      2557 *      (  *        this pr  prevents querying database with strings that contain symbols and result in error it also removes adding error messages in indexer results    manually validated that index doesnt throw error when symbols are given as input
powertoys-2702,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    fix for indexer throwing error in results when symbols are given as input      2557 *      (  *        this pr  prevents querying database with strings that contain symbols and result in error it also removes adding error messages in indexer results    manually validated that index doesnt throw error when symbols are given as input
powertoys-2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,    bring fancyzones checkboxes up to date      2771 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : # 
powertoys-2785,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    bring fancyzones checkboxes up to date      2771 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : # 
powertoys-2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,    - updated shortcut guide settings default values- updated fancyzones settings default values- updated shortcut guide tests to check for default values- updated fancyzones tests to check for default values      2335 #2747*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #2335 #2747        - ran and updated tests
powertoys-2786,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    - updated shortcut guide settings default values- updated fancyzones settings default values- updated shortcut guide tests to check for default values- updated fancyzones tests to check for default values      2335 #2747*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #2335 #2747        - ran and updated tests
