Util,NLP,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,Multimedia,corpus
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,avoid conversion of single underscores 2664single underscores that are not followed by `{` are not converted to unicode during the latex to unicode conversion this is not actually correct according to the rules of latex but seems to be an important exception required by our usersthis is achieved by the following: 1 replace all single underscores with `jabrefunderscore` 2 do the unicode conversion 3 replace `jabrefunderscore` with an underscoretodo: we should find a better magic word instead of `jabrefunderscore` because every character will be processed by latex2unicode and that costs performance however it should still be long and unique enough so that we avoid accidental conversions suggestions anyone?-  change in changelogmd described-  -  manually tested changed features in running jabref || what about the unicode replacement char? || excellent idea @siedlerchr i have implemented this using the replacement char (and it still works) || as discussed in the devcall: this can be merged aber fixing checkstyle
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2806: date editor also accepts incomplete dates    -->should fix  and   change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2806: date editor also accepts incomplete dates    -->should fix  and   change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2806: date editor also accepts incomplete dates    -->should fix  and   change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,adjust tests: ads fetcher returns url dblp no longer works with negative operators #2890internal change only some adjusted tests  
1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,adjust tests: ads fetcher returns url dblp no longer works with negative operators #2890internal change only some adjusted tests  
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,adjust tests: ads fetcher returns url dblp no longer works with negative operators #2890internal change only some adjusted tests  
1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2854: readd context menu to linked files editor    -->this was the last feature missing from the old file list editor the old class could thus be deleted-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || codewise looks good but you do have an architectural violatin your model class depends on gui:` import orgjabrefguiexternalfiletypeexternalfiletype `and i tested it locally apart fromt he keybindings problem it works but i found one bugi can not delete a file entry which has no underlying file just add this line in your bibdatabase and try to delete the entry then:```file {:kitamura2009 - a supporting tool for requirements elicitation using a domain ontologypdf:pdf}```it gives you an error message file not found
1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2854: readd context menu to linked files editor    -->this was the last feature missing from the old file list editor the old class could thus be deleted-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || codewise looks good but you do have an architectural violatin your model class depends on gui:` import orgjabrefguiexternalfiletypeexternalfiletype `and i tested it locally apart fromt he keybindings problem it works but i found one bugi can not delete a file entry which has no underlying file just add this line in your bibdatabase and try to delete the entry then:```file {:kitamura2009 - a supporting tool for requirements elicitation using a domain ontologypdf:pdf}```it gives you an error message file not found
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2854: readd context menu to linked files editor    -->this was the last feature missing from the old file list editor the old class could thus be deleted-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || codewise looks good but you do have an architectural violatin your model class depends on gui:` import orgjabrefguiexternalfiletypeexternalfiletype `and i tested it locally apart fromt he keybindings problem it works but i found one bugi can not delete a file entry which has no underlying file just add this line in your bibdatabase and try to delete the entry then:```file {:kitamura2009 - a supporting tool for requirements elicitation using a domain ontologypdf:pdf}```it gives you an error message file not found
1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,add remove link context menu entry in file editor    -->fix for #2968 (  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,add remove link context menu entry in file editor    -->fix for #2968 (  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,add remove link context menu entry in file editor    -->fix for #2968 (  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,less backups addresses #2993the frequent events are due to the bidirectional binding which transfers every change directly into the bibentry if we want fewer events the only solution will probably be to break the binding which would be very disappointing for the javafx implementation in my point of view the problem is not on the side of event creation after all every change should trigger an event and javafx triggers many changes imho this should be fixed in how we react to eventsi also noticed the exception but do not get a dialog this seems to happen because of the save operation invoked by the backupa solution might be to do less backups by: 1 doing backups only every x events and not for every event 2 ignoring fieldchangeevents in the backup 3 adding the size of the field change in the fieldchangeevent class so that you can ignore it if only 1 character changedthis pr combines options 1 and 3 ie: the backup manager ignores events that are very minor and only does a backup if enough of them have happened (currently set to five)what do you think?-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,less backups addresses #2993the frequent events are due to the bidirectional binding which transfers every change directly into the bibentry if we want fewer events the only solution will probably be to break the binding which would be very disappointing for the javafx implementation in my point of view the problem is not on the side of event creation after all every change should trigger an event and javafx triggers many changes imho this should be fixed in how we react to eventsi also noticed the exception but do not get a dialog this seems to happen because of the save operation invoked by the backupa solution might be to do less backups by: 1 doing backups only every x events and not for every event 2 ignoring fieldchangeevents in the backup 3 adding the size of the field change in the fieldchangeevent class so that you can ignore it if only 1 character changedthis pr combines options 1 and 3 ie: the backup manager ignores events that are very minor and only does a backup if enough of them have happened (currently set to five)what do you think?-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,less backups addresses #2993the frequent events are due to the bidirectional binding which transfers every change directly into the bibentry if we want fewer events the only solution will probably be to break the binding which would be very disappointing for the javafx implementation in my point of view the problem is not on the side of event creation after all every change should trigger an event and javafx triggers many changes imho this should be fixed in how we react to eventsi also noticed the exception but do not get a dialog this seems to happen because of the save operation invoked by the backupa solution might be to do less backups by: 1 doing backups only every x events and not for every event 2 ignoring fieldchangeevents in the backup 3 adding the size of the field change in the fieldchangeevent class so that you can ignore it if only 1 character changedthis pr combines options 1 and 3 ie: the backup manager ignores events that are very minor and only does a backup if enough of them have happened (currently set to five)what do you think?-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,changes in the entry editor mark the database as dirty partial fix to  #2787 changes in the entry editor now mark the database as dirty this are somewhat proactive: even only opening the entry editor will mark the database as changed id say this isnt a problem id rather have it do the marking than forget oneessentially this adds another listener to the properties in the entry editor that propagates the change whenever the property changes i havent figured out how to do this for groups-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || id say this is a hack whereas it is better than missing a changed state for now we should only mark the db as dirty if we really changed something || im also not very happy with this solution from an architectural view: why should the gui handle the dirty/clean state and not the logic? i would propose to add listeners to the database/metadata in `databasecontext` which sets a corresponding flag the ui can then listen to changes of this new property and display the star in the tab accordingly || the databasechangedevent is already realized with the eventbus system so it just needs a couple of listeners if i understand it correctly and one event bus can have multiple listeners for the same event || ok i see so far it had been implemented only in the basepanel but i aggree that the cleanest solution is probably to track it in the database itself this wont be as quick as the current solution though :)the consensus seems to be that we are not going in this direction so ill close this pr
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,changes in the entry editor mark the database as dirty partial fix to  #2787 changes in the entry editor now mark the database as dirty this are somewhat proactive: even only opening the entry editor will mark the database as changed id say this isnt a problem id rather have it do the marking than forget oneessentially this adds another listener to the properties in the entry editor that propagates the change whenever the property changes i havent figured out how to do this for groups-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || id say this is a hack whereas it is better than missing a changed state for now we should only mark the db as dirty if we really changed something || im also not very happy with this solution from an architectural view: why should the gui handle the dirty/clean state and not the logic? i would propose to add listeners to the database/metadata in `databasecontext` which sets a corresponding flag the ui can then listen to changes of this new property and display the star in the tab accordingly || the databasechangedevent is already realized with the eventbus system so it just needs a couple of listeners if i understand it correctly and one event bus can have multiple listeners for the same event || ok i see so far it had been implemented only in the basepanel but i aggree that the cleanest solution is probably to track it in the database itself this wont be as quick as the current solution though :)the consensus seems to be that we are not going in this direction so ill close this pr
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,changes in the entry editor mark the database as dirty partial fix to  #2787 changes in the entry editor now mark the database as dirty this are somewhat proactive: even only opening the entry editor will mark the database as changed id say this isnt a problem id rather have it do the marking than forget oneessentially this adds another listener to the properties in the entry editor that propagates the change whenever the property changes i havent figured out how to do this for groups-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || id say this is a hack whereas it is better than missing a changed state for now we should only mark the db as dirty if we really changed something || im also not very happy with this solution from an architectural view: why should the gui handle the dirty/clean state and not the logic? i would propose to add listeners to the database/metadata in `databasecontext` which sets a corresponding flag the ui can then listen to changes of this new property and display the star in the tab accordingly || the databasechangedevent is already realized with the eventbus system so it just needs a couple of listeners if i understand it correctly and one event bus can have multiple listeners for the same event || ok i see so far it had been implemented only in the basepanel but i aggree that the cleanest solution is probably to track it in the database itself this wont be as quick as the current solution though :)the consensus seems to be that we are not going in this direction so ill close this pr
1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,add preference migration for keybdingings fix for #2980    -->-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,add preference migration for keybdingings fix for #2980    -->-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,add preference migration for keybdingings fix for #2980    -->-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?  
1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,fetcher timestamp 3074 || ok i tried to create a own preference class not sure if ive done that correctly (as intended at the moment) should i also replace calls to the preferences inside the general tab?
1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,fetcher timestamp 3074 || ok i tried to create a own preference class not sure if ive done that correctly (as intended at the moment) should i also replace calls to the preferences inside the general tab?
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,fetcher timestamp 3074 || ok i tried to create a own preference class not sure if ive done that correctly (as intended at the moment) should i also replace calls to the preferences inside the general tab?
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,when groups are removed also remove them from entries 3190-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || ok i managed to get this done and i think ive addressed everything as the reviewers desired it can be merged from my point of view so please have a look and merge if you think it is ok || one more try :) now only explicitgroups are removed from entries keyword-based groups are kept i hope this is the last missing puzzle piece || sorry for being pestic but with this implementation keyword groups that are children of the deleted explicit group are still handled wrongly i directly committed a fix if you are fine with it you have my ok for mergeby the way in order to convince you about the testability of javafx code you are invited to write a test covering the new behavior 😈   || thanks challenge accepted :) i did not only add one test but threei will merge when the build goes through
1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,when groups are removed also remove them from entries 3190-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || ok i managed to get this done and i think ive addressed everything as the reviewers desired it can be merged from my point of view so please have a look and merge if you think it is ok || one more try :) now only explicitgroups are removed from entries keyword-based groups are kept i hope this is the last missing puzzle piece || sorry for being pestic but with this implementation keyword groups that are children of the deleted explicit group are still handled wrongly i directly committed a fix if you are fine with it you have my ok for mergeby the way in order to convince you about the testability of javafx code you are invited to write a test covering the new behavior 😈   || thanks challenge accepted :) i did not only add one test but threei will merge when the build goes through
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,when groups are removed also remove them from entries 3190-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || ok i managed to get this done and i think ive addressed everything as the reviewers desired it can be merged from my point of view so please have a look and merge if you think it is ok || one more try :) now only explicitgroups are removed from entries keyword-based groups are kept i hope this is the last missing puzzle piece || sorry for being pestic but with this implementation keyword groups that are children of the deleted explicit group are still handled wrongly i directly committed a fix if you are fine with it you have my ok for mergeby the way in order to convince you about the testability of javafx code you are invited to write a test covering the new behavior 😈   || thanks challenge accepted :) i did not only add one test but threei will merge when the build goes through
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,added logic to check whether linked file already exists #3172 added a check in linkedfileviewmodelrename() to see if a file which isbeing renamed already exists in the target location if such a file isfound then an error popup displays informing the user of the conflictuser will be prompted to choose whether to overwrite or cancelalso see #3188 for additional details || this work fine and includes all the requested changes from the previous pull request with one caveat  if the file being overridden is related to a different entry and has different case such as entry 1  [abc] renamed to [def] entry 2  [def] then the 2nd entry file association will target a now non-existing file  its possible to get around this by searching the database for any entries that have the old filename [def] and changing the association to the new filename but i dont know if thats something desireable so i decided to push this as is for now || ok i changed to an optional and removed !filesexists(targetfilepath) as its redundant  im still getting the hang of git and egit so hopefully the merge didnt mess anything up || @andrew-lev  i stick to git and git gui from command line a lot easier than struggling with the eclipse git client  || thanks this looks really good now!
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,added logic to check whether linked file already exists #3172 added a check in linkedfileviewmodelrename() to see if a file which isbeing renamed already exists in the target location if such a file isfound then an error popup displays informing the user of the conflictuser will be prompted to choose whether to overwrite or cancelalso see #3188 for additional details || this work fine and includes all the requested changes from the previous pull request with one caveat  if the file being overridden is related to a different entry and has different case such as entry 1  [abc] renamed to [def] entry 2  [def] then the 2nd entry file association will target a now non-existing file  its possible to get around this by searching the database for any entries that have the old filename [def] and changing the association to the new filename but i dont know if thats something desireable so i decided to push this as is for now || ok i changed to an optional and removed !filesexists(targetfilepath) as its redundant  im still getting the hang of git and egit so hopefully the merge didnt mess anything up || @andrew-lev  i stick to git and git gui from command line a lot easier than struggling with the eclipse git client  || thanks this looks really good now!
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,added logic to check whether linked file already exists #3172 added a check in linkedfileviewmodelrename() to see if a file which isbeing renamed already exists in the target location if such a file isfound then an error popup displays informing the user of the conflictuser will be prompted to choose whether to overwrite or cancelalso see #3188 for additional details || this work fine and includes all the requested changes from the previous pull request with one caveat  if the file being overridden is related to a different entry and has different case such as entry 1  [abc] renamed to [def] entry 2  [def] then the 2nd entry file association will target a now non-existing file  its possible to get around this by searching the database for any entries that have the old filename [def] and changing the association to the new filename but i dont know if thats something desireable so i decided to push this as is for now || ok i changed to an optional and removed !filesexists(targetfilepath) as its redundant  im still getting the hang of git and egit so hopefully the merge didnt mess anything up || @andrew-lev  i stick to git and git gui from command line a lot easier than struggling with the eclipse git client  || thanks this looks really good now!
1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,fix for issue 2811: bibtexkey generator does not use crossref information see #2811 the bibtex key generator now uses crossreferenced entries if required fields are empty-  change in changelogmd described-  -  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) || @125m125 that is really an impressive amount of tests good job!there are two merge conflicts could you resolve those? once thats done this pr is ready to go into master || and once again thanks!
1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,fix for issue 2811: bibtexkey generator does not use crossref information see #2811 the bibtex key generator now uses crossreferenced entries if required fields are empty-  change in changelogmd described-  -  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) || @125m125 that is really an impressive amount of tests good job!there are two merge conflicts could you resolve those? once thats done this pr is ready to go into master || and once again thanks!
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,fix for issue 2811: bibtexkey generator does not use crossref information see #2811 the bibtex key generator now uses crossreferenced entries if required fields are empty-  change in changelogmd described-  -  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) || @125m125 that is really an impressive amount of tests good job!there are two merge conflicts could you resolve those? once thats done this pr is ready to go into master || and once again thanks!
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3292: annotations are now automatically refreshed    -->this pr aims to 3292 by removing the refresh button completely and monitoring the pdf files automatically for changes in the progress of the implementation a few refactorings were made:- extract the file monitoring functionality from `fileupdatemonitor` to a new class and convert the timestamp-based method to the new nio watcher interface- extract the conflict handling code by external bib file changes from the base panel to a new class `databasechangemonitor` where also some of the old code from `fileupdatemonitor` now finds a new home this class is still a bit ugly but in my opinion better than before i hope that the conflict handling still works as expected i tested it but might have missed some special cases/configurations------  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || the changes are a bit hard to review but i have tested it locally and the annotations are refreshed as desiredi have another point though one that might entail some work since you are already touching this code do you see a change of refactoring the complete `collab` package so that it fits better to our architecture? if we just take the current dependencies in the package then the whole thing would basically go into gui this already would be an improvement because the source code packages in root would already look a little more like where we want to gobut to be honest i do not get why file monitoring functionality should belong into the gui part at least part of that should be extractable into a non-gui part and should be movable into logic if i look at `changescanner` then basically everything from line 164 downwards is gui-independent code  i also dont see why `change` and its subclasses should be so heavily tied to ui code as far as i can see this is only because the code is tied so strongly to the undo framework couldnt we extract that part and move the `change` classes to a deeper layer? || ok ill merge this now and will have a look at the collab package later i second your concerns @lenhard much of the code their should actually reside in logic this would also help @siedlerchr in his endeavor towards sharelatex integration
1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,3292: annotations are now automatically refreshed    -->this pr aims to 3292 by removing the refresh button completely and monitoring the pdf files automatically for changes in the progress of the implementation a few refactorings were made:- extract the file monitoring functionality from `fileupdatemonitor` to a new class and convert the timestamp-based method to the new nio watcher interface- extract the conflict handling code by external bib file changes from the base panel to a new class `databasechangemonitor` where also some of the old code from `fileupdatemonitor` now finds a new home this class is still a bit ugly but in my opinion better than before i hope that the conflict handling still works as expected i tested it but might have missed some special cases/configurations------  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || the changes are a bit hard to review but i have tested it locally and the annotations are refreshed as desiredi have another point though one that might entail some work since you are already touching this code do you see a change of refactoring the complete `collab` package so that it fits better to our architecture? if we just take the current dependencies in the package then the whole thing would basically go into gui this already would be an improvement because the source code packages in root would already look a little more like where we want to gobut to be honest i do not get why file monitoring functionality should belong into the gui part at least part of that should be extractable into a non-gui part and should be movable into logic if i look at `changescanner` then basically everything from line 164 downwards is gui-independent code  i also dont see why `change` and its subclasses should be so heavily tied to ui code as far as i can see this is only because the code is tied so strongly to the undo framework couldnt we extract that part and move the `change` classes to a deeper layer? || ok ill merge this now and will have a look at the collab package later i second your concerns @lenhard much of the code their should actually reside in logic this would also help @siedlerchr in his endeavor towards sharelatex integration
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3292: annotations are now automatically refreshed    -->this pr aims to 3292 by removing the refresh button completely and monitoring the pdf files automatically for changes in the progress of the implementation a few refactorings were made:- extract the file monitoring functionality from `fileupdatemonitor` to a new class and convert the timestamp-based method to the new nio watcher interface- extract the conflict handling code by external bib file changes from the base panel to a new class `databasechangemonitor` where also some of the old code from `fileupdatemonitor` now finds a new home this class is still a bit ugly but in my opinion better than before i hope that the conflict handling still works as expected i tested it but might have missed some special cases/configurations------  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || the changes are a bit hard to review but i have tested it locally and the annotations are refreshed as desiredi have another point though one that might entail some work since you are already touching this code do you see a change of refactoring the complete `collab` package so that it fits better to our architecture? if we just take the current dependencies in the package then the whole thing would basically go into gui this already would be an improvement because the source code packages in root would already look a little more like where we want to gobut to be honest i do not get why file monitoring functionality should belong into the gui part at least part of that should be extractable into a non-gui part and should be movable into logic if i look at `changescanner` then basically everything from line 164 downwards is gui-independent code  i also dont see why `change` and its subclasses should be so heavily tied to ui code as far as i can see this is only because the code is tied so strongly to the undo framework couldnt we extract that part and move the `change` classes to a deeper layer? || ok ill merge this now and will have a look at the collab package later i second your concerns @lenhard much of the code their should actually reside in logic this would also help @siedlerchr in his endeavor towards sharelatex integration
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,added checking integrity dialog this change is related to #3358 jabref looked like it is hanging during long integrity checks i added a dialog with a progress bar to show that it is working![checkingintegrity](  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || thanks for fast response i fixed the problems || thanks for your contribution! i tested the changes locally and it works fine! feel free to look at other issues as well!
1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,added checking integrity dialog this change is related to #3358 jabref looked like it is hanging during long integrity checks i added a dialog with a progress bar to show that it is working![checkingintegrity](  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || thanks for fast response i fixed the problems || thanks for your contribution! i tested the changes locally and it works fine! feel free to look at other issues as well!
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,added checking integrity dialog this change is related to #3358 jabref looked like it is hanging during long integrity checks i added a dialog with a progress bar to show that it is working![checkingintegrity](  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || thanks for fast response i fixed the problems || thanks for your contribution! i tested the changes locally and it works fine! feel free to look at other issues as well!
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,update user agent and change acm to https fix acm fetcher3500    -->-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || hmmmm thats odd for me it worked will take a look at it || okay i tested things again and i cannnot reproduce your error works fine on my side || tested again still same error regardless of how i configure the fetcher in the uiit seems that someone else should be testing this as well || is this the right test setting? --> works here( || i get the same error on current master so this is probably unrelated to this pr seems what i get back from acm is chinese instead of a web page which probably means some encoding problem:![acm]( shouldnt block the current pr which i am merging now
1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,update user agent and change acm to https fix acm fetcher3500    -->-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || hmmmm thats odd for me it worked will take a look at it || okay i tested things again and i cannnot reproduce your error works fine on my side || tested again still same error regardless of how i configure the fetcher in the uiit seems that someone else should be testing this as well || is this the right test setting? --> works here( || i get the same error on current master so this is probably unrelated to this pr seems what i get back from acm is chinese instead of a web page which probably means some encoding problem:![acm]( shouldnt block the current pr which i am merging now
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,update user agent and change acm to https fix acm fetcher3500    -->-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || hmmmm thats odd for me it worked will take a look at it || okay i tested things again and i cannnot reproduce your error works fine on my side || tested again still same error regardless of how i configure the fetcher in the uiit seems that someone else should be testing this as well || is this the right test setting? --> works here( || i get the same error on current master so this is probably unrelated to this pr seems what i get back from acm is chinese instead of a web page which probably means some encoding problem:![acm]( shouldnt block the current pr which i am merging now
1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3359: automatically remove colon and apostrophe from key pattern    -->3359 colons and apostrophes are now removed from the generated key patterni also refactored the key generator mainly converting the static methods to instance methods-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || @lenhard i manually tested most use cases where the code changes (except openoffice since i dont use it) what are our current plans for the 41 release? when do we want to release? if there is still some time before the release i would prefer if this pr is merged before the release  || you may want to add the percent sign and the ampersand (&) which is problematic as it creates a problem with biber/biblatex  || should this still go into 41? || @tobiasdiez when you fix the checkstyle issues and conflicts then this pr can be merged
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3359: automatically remove colon and apostrophe from key pattern    -->3359 colons and apostrophes are now removed from the generated key patterni also refactored the key generator mainly converting the static methods to instance methods-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || @lenhard i manually tested most use cases where the code changes (except openoffice since i dont use it) what are our current plans for the 41 release? when do we want to release? if there is still some time before the release i would prefer if this pr is merged before the release  || you may want to add the percent sign and the ampersand (&) which is problematic as it creates a problem with biber/biblatex  || should this still go into 41? || @tobiasdiez when you fix the checkstyle issues and conflicts then this pr can be merged
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3359: automatically remove colon and apostrophe from key pattern    -->3359 colons and apostrophes are now removed from the generated key patterni also refactored the key generator mainly converting the static methods to instance methods-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? || @lenhard i manually tested most use cases where the code changes (except openoffice since i dont use it) what are our current plans for the 41 release? when do we want to release? if there is still some time before the release i would prefer if this pr is merged before the release  || you may want to add the percent sign and the ampersand (&) which is problematic as it creates a problem with biber/biblatex  || should this still go into 41? || @tobiasdiez when you fix the checkstyle issues and conflicts then this pr can be merged
