issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,BigData,App,GIS,corpus
640,646,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,warns user to upgrade if java version is to low warns user to upgrade if java version is to lowalso took the opportunity to log other platform details if mock class cannot be created before merging not that automatic release system will release a rc some test for platform would be nice especially too see if the version number extraction works with all known formats eg feature b maintai ce _ ea b update _ b _ ea b does it work for other jvms like jrockit j or excelsior jet ok thanks for feedback ill update the code accordingly beautiful we can push and generate new rc or use the magic incantation in the commit message to prevent release and stack this change to next rc if there is need for yet another rc christianschwarz we dont care about those as we dont have report on those only oracle openjdk although i dont know about their version scheme bea now oracle jrockit discontinued last version is java and oracle migrated features in oracle jdk ibm j excelsior jet azul zing azul zulu based on openjdk bric what i wanted to say was the update version mechanism should be aware of version schemes other than the expected the current implementation throws an indexoutofboundsexception if the jvm_version is eg b _u or an numberformatexception if the jvm_version is _ ea b christianschwarz fantastic review christianschwarz yes no problem that was a valuable input i didnt want these exceptions to be thrown i updated the test case and i did some research as well for future cases like this wow really nice tests this
653,654,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,renamed failuredetecter to failure detector also renamed misspelled issussessful to issuccessful fixes thanks oliver
707,711,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,adds throwable to arity answers also improved javadoc all in the title this should lgtm restarted the build that was failing on an unrelated test
727,746,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,add missing copyright headers add missing copyrights using license gradle plugin updated only source files test files were skipped existing copyright headers were not modified unfortunately the plug in is not compiled for java i really would like to avoid as much as possible maintaining x too long however i suppose we can change the jdk that gradle use if this is a separate task in traviswhy a separate task because if gradle runs the under the code under another jdk we may miss specific jdk runtime behavior per we can use version and make it work on jdk good point lets do that instead dmitriyzaitsev could you amend b af e e e a e b a f d f with the working version thanks in advance dmitriyzaitsev by id like to say you have done a proper pull request thats very nice
731,771,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,implements retry rule for flaky tests previous attempts at fixing the time related tests failed indeed the previous attempts are not bullet proof when the ci can run schedule some threads slower than _expected_a proper harness should be implemented but in the meantime i implemented the retry rule as proposed in to gain back stability on the build
801,803,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,adds a warning for ibm j vms if mock generation fails related to this pr simply adds a warning for ibm j vms if the mock maker fails
770,807,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,new opt in stubbing strictness implemented in junit rules new api for rationale see for code review history see java existing api rule public mockitorule mockito mockitojunitrule proposed improvements rule strictness strictnesslenient rule strictness strictnesswarn is the defaultrule strictness strictnessstrict_stubs mockito default what strict stubbing means improved debuggability the test fails early when code under test invokes stubbed method with different arguments cleaner tests without unnecessary stubbings the test fails when there are any unused stubs declared cleaner more dry tests dont repeat yourself if you use mockitoverifynomoreinteractions you no longer need to explicitly verify stubbed invocations they are automatically verifiedfor background and motivation check out szczepans article on linkedin https wwwlinkedincom pulse curious how get even cleaner tests new mockito features faber with interactive rebase you can squash commits away or use git reset soft head to reset the last commits
820,821,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,returnsargat to handle returning vararg as arrays attempt at fixing basically it makes the returnsargumentat answer a bit more smart about varargs but im not satisfied with the fix yet
818,823,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,only resolve instrumented method after validating that an instance is… this is both a performance improvement and a way of ensuring that no stack overflow error occurs upon looking up a method instance which requires using a hashmap which causes an infitite loop upon mocking the hash map type
820,826,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,introduce validable answers for early validation of stubbing overviewcustom answers are now more robust users can add add validation logic to the answer implementation it can validate the return type early during stubbing in test rather than fail late during execution of code under test mockito team uses this api behind the hood for all custom implementations of answer interface now advanced users can leverage this new api too javaclass mycustomanswer implements answer validableanswer { note extra validableanswer interface public object answer invocationonmock invocation { answer implementation } public void validatefor invocationonmock invocation { throw mockitoexception if answer cannot be applied to given invocation }} implementationwhile trying to i noticed that answersvalidator knew too much about other answers to fix the design issue i propose the following design introduce validableanswer in public api which is a single method interface that doesnt extends answer each answer that wants to be validated hence implement this interfacebenefit reduced visibility of some methods in these answers each new answer that want to be validated can just by implementing the new contractvalidating returned value of a mocks default answer had to be handled differently
822,830,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,improves exception message in case a matcher is used for a primitive parameter this should help for cases like npe can be raised by the jvm on the callsite of a matcher returning object like any the thing is that the jvm does several thing like to allows a type to match a signature like t any type inference with java cast and unboxing however any can only return null so the jvm raises an npe on the cast opcode of course the problem isnt new but more possible due to java flexibility thats why mockito had for a long time the primitivewhen mockito is used with the junit runner or the junit rule theres a invaliduseofmatchersexception raised after the npe with a message about misplaced matchers this exception is raised because the matchers were not consumed by the mock since the npe is raised first so this exception is correct and can help the neophyte to discover the primitive variant like anyint i love this change the description of the pr is really good i immediately was able to understand the use case mockito is great because we never stop improving the ux the exception messages and suchbig
825,831,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,test clean up according to discussions for rememberinglisteners according to issue we wanted to clean up the tests for rememberinglistenersthe tests should follow the same style and conventionsset up should not contain variables used by all the testswe previously had another pr for this in that build was failing for some reason not obvious and had merge commit that we wanted to remove in an attempt to rebase and reset the history github lost the connection to the remote fork instead of spending time investigating i just created a new pr bric timvdlippe sorry for this new pr with the same code previously we were discussing in an attempt to fix the pr github lost the link and i couldnt reconnect it this pr is building and has only one commit message and no merge looks good to me thanks for the improvement
838,839,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,adds a matches pattern following discussion in it is sensible to add a mockito matcher that can take a pattern as an argumentthe usage is the same as matches string javawhen mockonearg matches patterncompile a z \\d\\d thenreturn although it allows to build more complex regex especially with regular expression flags mockito core since the pr is fairly in scope amd fairly straightforward limited ill merge it right away mockito core since the pr is fairly in scope amd fairly straightforward limited ill merge it right awayabsolutelyupdating the public api needs review from other team mates but in this case its best to move fast its an overloaded method very natural complement to the existing one thanks bric yes exactly
840,843,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,junit rule strictness can be tweaked per test method see the design and rationale at please review tomorrow morning unless theres feedback thanks timvdlippe for review
860,861,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,backport release x changes to master fix for backport release x changes to master the fix for reported also for broken inlinebytebuddymockmakertest test with java its green anyone willing to approve provide further feedback lgtm
384,865,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,new strict stubbing api mockitosession see proposed design at the code is reviewable especially new public api please give feedback more work is pendingcurrent status address bric feedback getter javadoc review documentation for consistency mockitosession mockitosessionbuilder strictness mockitohint potentialstubbingproblem unnecessarystubbingexception x mockitojunitrunner and subclasses x mockitosession x mockitorule x add update mentions in the main mockito class x add validate mockito usage should be very easy x try making rules runner use the session they already reuse the code they just dont use the api directly created to track this work x address timvdlippe feedback x create concurrent test multiple sessions active in different threads x non code change not blocking merge github tickets linked from source code should be better documented alternatively create ticket for tracking
857,865,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,new strict stubbing api mockitosession see proposed design at the code is reviewable especially new public api please give feedback more work is pendingcurrent status address bric feedback getter javadoc review documentation for consistency mockitosession mockitosessionbuilder strictness mockitohint potentialstubbingproblem unnecessarystubbingexception x mockitojunitrunner and subclasses x mockitosession x mockitorule x add update mentions in the main mockito class x add validate mockito usage should be very easy x try making rules runner use the session they already reuse the code they just dont use the api directly created to track this work x address timvdlippe feedback x create concurrent test multiple sessions active in different threads x non code change not blocking merge github tickets linked from source code should be better documented alternatively create ticket for tracking
898,865,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,new strict stubbing api mockitosession see proposed design at the code is reviewable especially new public api please give feedback more work is pendingcurrent status address bric feedback getter javadoc review documentation for consistency mockitosession mockitosessionbuilder strictness mockitohint potentialstubbingproblem unnecessarystubbingexception x mockitojunitrunner and subclasses x mockitosession x mockitorule x add update mentions in the main mockito class x add validate mockito usage should be very easy x try making rules runner use the session they already reuse the code they just dont use the api directly created to track this work x address timvdlippe feedback x create concurrent test multiple sessions active in different threads x non code change not blocking merge github tickets linked from source code should be better documented alternatively create ticket for tracking
866,867,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,should not throw npe when custom exception fillinstacktrace returns null wuwen can you rebase this commit on the latest release x also thanks for the contribution the build is failingthe reason is please export gh_token env variable first expression javalangsystemenv it values it gh_token timvdlippe that sound familiar however i believe this was a couple of weeks ago
860,868,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,jacaco synthetic fields are not anymore final in this internal assumed jacoco fields will always be static final obviously not jacoco changed that the simple fix was to make the source field _accessible_ instead of skipping this fieldhence removing the test exclusion
879,880,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,argumentmatchers javadoc grammar improvement grammar issue in argumentmatchers this implementation is due static type safety imposed by java compilershould be this implementation is due to static type safety imposed by java compilerthis pr fixes issue
879,881,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,argumentmatchers grammar fix cherry pick pr to the x branchthis pr should on this branch too
878,885,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,spy annotation reports better error message if instance creation is impossible this simple piece of code prevents the spyannotationengine to try create a spy instance for a some inner private class with different set of modifierswhile preventing execution it reports slightly better error messages before some time the cause was null this should
874,891,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,update to byte buddy fixes bridge method resolution for generic types
895,896,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,clarify documentation for consecutive stubbing as of now the documentation does not clarify the difference of behaviour between chaining multiple thenreturn statements and using multiple when thenreturn statements when someone attempts to perform consecutive stubbingi added a warning clarification in the documentation with a corresponding example so that its more clear especially for new users of mockito
814,905,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,a elements were missing the name attribute meaningful links probably never worked as expectedthe a elements were missing the name attribute so the browser couldnt find the matching part of the documentfor reference navigating to a fragment identifier for html documents and the text html mime type the following processing model must be followed to determine what the indicated part of the document is parse the url and let fragid be the component of the url if fragid is the empty string then the indicated part of the document is the top of the document if there is an element in the dom that has an id exactly equal to fragid then the first such element in tree order is the indicated part of the document stop the algorithm here if there is an a element in the dom that has a name attribute whose value is exactly equal to fragid then the first such element in tree order is the indicated part of the document stop the algorithm here otherwise there is no indicated part of the document i am merging this one as this is very simple hm dont want a quick review i try to never self merge as it got me numerous times already the change is damn simple its just adding name attribute with a simple regexp
426,907,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,unified all number of invocations checker in numberofinvocationschecker this pr unifies the functionality of nongreedynumberofinvocationschecker numberofinvocationscheckerinorder and numberofinvocationschecker in static methods of the type numberofinvocationschecker this saves lines of code and increases readability on the call sides
426,908,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,simplified the creation of argumentsaredifferent exceptions relates to this pr simplifies the creation of argumentsaredifferent exceptions saving classes and lines of code no coverage uploaded for pull request base release x cbc f click here to learn what that means
426,914,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,refactored removefirstline to a static utility class relates to refactored removefirstline to a static utility classi would like to unifiy removefirstline decamelizer and stringjoiner to a new type stringutil they all manipulate strings and contain only a few methods that are not worth to live in a dedicated classes any thoughts
927,933,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,support for return type void in doesnothinganswer this pr allows to use donothing for methods with return type javalangvoid like void methods to solve this invocationinfoisvoid checks now the return type for the pseudo type of the keyword void or void no coverage uploaded for pull request base
685,935,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,new feature enable mocking using constructor arguments motivation and design see to quote the requirement see in depth design in we already support spying on abstract classes by allowingparameterless constructor however there is no support forconstructor parametersthis has been asked about long time ago mockito api is not robustenough if it supports mocking with constructor but not when one hasany constructor parametersthis patch enhances the mocksettingsuseconstrctor method as suggested in the alternative api comment in the issue and addsoptional ellipsis arguments that are passed to the constructorthe patch streamlines the creation of mocks via constructors to asingle flow where using a no arg constructor or an enclosing classare just private cases of this flow and dont require their ownspecial treatment wow thank you for swift contribution i will review once i have a bandwidth apologies the previous push had a couple of failing tests due to a missed file ive updated it and it should work now merging
680,942,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,allow spying on interfaces so that it is convenient to work with java default methods merging
688,972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,verifies acceptance test to prevent future regression added an acceptance test to verify this is going to fail until mockito updates to the next version of byte buddy that re that contains the following commit could you rebase on release x this test should pass now timvdlippe rebased on release x and tests are passing now thank you guys nice and clean change and makes mockito safer for our users
974,979,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,fix to get correct stubbing location with inline mocking fix stacktracefilter to support inline mocking add one test to stacktracefiltertest add stubbinglocationtest into inline subprojectthis pr merging
976,980,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,resolve ambiguous constructors with the current code introduced in mockito by commit a c calling mocksettingsuseconstructor with an argument list that would be applicable to more than one constructor would fail with an orgmockitointernalcreationinstanceinstantiationexception this behavior however is suboptimal as described in issue as it makes useconstructor less robust than the java compiler which is able to resolve such ambiguitieswith this patch mockito will attempt to match the constructor with the most specific parameter types a constructor x is considered more specific than a constructor y if they are both applicable to the given argument list constructor x has at least one parameter which is a further specialization of the corresponding parameter of constructor y ie paramxisassignablefrom paramy constructor y has no parameter which is a further specialization of the corresponding parameter of constructor x as defined aboveeg consider the following class public class someclass { someclass object o {} someclass string s {} }without this patch calling mock someclassclass withsettings useconstructor string would fail with this patch such a call would invoke the someclass string constructoras noted above this pr fixes issue merging
982,983,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,break cyclical compile time dependency on hiderecursivecall no coverage uploaded for pull request base release x a click here to learn what that means thanks for your quick reviews raphw
929,985,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,update javadoc about the mockito inline artifact this pr in the javadoc i write that the first version of mockito inline is this artifact was actually offered in version but or earlier it did not work due to the issue so i write like that
981,985,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,update javadoc about the mockito inline artifact this pr in the javadoc i write that the first version of mockito inline is this artifact was actually offered in version but or earlier it did not work due to the issue so i write like that
989,995,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,verifyzerointeractions guarantees zero interactions instead of just delegating to verifynomoreinteractions verifyzerointeractions no longer delegates to verifynomoreinteractions instead it fetches the number of invocations made to the mock and checks ifthey are zero failing otherwiseim not sure if the style of my code complies with mockito please let me know what to change and where to look to make it more mockitoish you can always check if you comply with the code by running gradlew build that runs the test and checks the code style merging
911,1018,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,enabled continuous delivery via robust mockito release tools project continuous delivery pipeline almost implemented removed tons of release logic complexity now all that is a part of general purpose mockito release tools project the new release automation should be much easier to test does this also implement the logic to only publish a release once every x weeks does this also implement the logic to only publish a release once every x weeksit will be simpler let me finish off the documentation so that everything is clear good question i will be merging soon readmemd contains information about the releases more documentation will be provided but it should not blocking this pr more documentation on spanking new wiki page plan to merge today really excited for this change thanks for the great work szczepiq just merged this puppy ill keep an eye on the release automation things might be bumpy for the next week or so until the dust after this change drops down and all fallout is cleaned up thank you guys for patience more documentation and improvements i will duly provide in the meantime shoot feedback szczepiq does this also close szczepiq does this also close i suggest we leave open for now so that its a place for discussion btw thank you for updating thread with the status
1071,1076,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,validation in returnargumentat int in case of type erasure on the parameter the parameter type inference takes now the type of the actual instanceinto account to avoid type erasure issues in case the parameter isgenericsee also https githubcom mockito mockito issues issuecomment merging
1065,1079,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,add information about donothing method to cannotstubvo…
1083,1090,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,interfaces only declare tostring implicitly and should t… …herefore override it explicitly from the inline mock maker
1088,1091,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,updating documentation of verify feature to correct a s… updating documentation of verify feature to correct a supposed typo that results in confusing behaviour when cut pasted and run verbatimthe documentation presents the following example of the verify exact number of invocations feature using mock mockedlistadd once mockedlistadd twice mockedlistadd twice mockedlistadd three times mockedlistadd three times mockedlistadd three times following two verifications work exactly the same times is used by default verify mockedlist add once verify mockedlist times add once exact number of invocations verification verify mockedlist times add twice verify mockedlist times add three times verification using never never is an alias to times verify mockedlist never add never happened verification using atleast atmost verify mockedlist atleastonce add three times verify mockedlist atleast add five times verify mockedlist atmost add three times the last but one line says verify mockedlist atleast add five times this could be confusing to someone using these examples as it would result in a toolittleactualinvocations failure being reported by mockito this is because in the example the add method is never called with the string five times in order to have this example make sense in the way i think it should ive replaced the string five times with three times as suggested by szczepiq cheerstim cooke merging
1117,1119,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,made it possible to delay the return of a mock or spy this is a useful aid in debugging race conditions and other synchronicity problems merging
1110,1121,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,improve and develop apis required for framework integrators mockito does not do static mocking at the moment powermockito does powermockito uses a lot of internal mockito apis exposing the community to issues and wasted productivity on version upgrades we want mockito apis to be easily extensible by framework integrators such us powermockito without compromising api simplicity and consistencyall proposed changes are backwards compatible in accordance to mockitos compatibility contract in short limited changes to orgmockito types freedom to change orgmockitointernal public api changesthe full discussion on the use cases implementation options and decisions is in ticket new public method for creating mock creation settings object javamockitowithsettings name “my mock” build fooclass framework integrators can now provide custom mockhandler via mockmakergetmockhandler previously it we didn’t offer this capability because we didn’t have convincing use cases that it was needed public api considerations framework integrators may not provide custom implementation of invocationcontainer at this stage this part of api is accessible via public mockmakergetmockhandler getinvocationcontainer method there are no convincing use cases that exposing this new public api is needed merging
1117,1122,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,made it possible to delay the return of a mock or spy a cherry picked version of for the x branch yup in master there are not checkstyle verification thats because the backport wasnt finished yet havent had time to dive into the failing tests there merging the change to x
1135,1136,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,properly resolve visibility bridges resolve the method hierarchy by byte buddys method graph compiler to properly handle bridge methods which require a full method hierarchy analysis to detect merging
86,1146,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,enable stubonly on mock annotation since issue withsettings has a api stubonly which speed up mocked stub a lotsin my case stubonly huge amount of test overhead stacktrace and avoid invocation footprint list grow too large and cause oomhowever the api is not available with mock annotationi had to move tens of mock annotation from mock foo foo into mockitomock fooclass withsetting stubonly mock stubonlytrue public foo lightweight suggest adding the above api for convenience check list read the contributing guide pr should be motivated ie what does it fix why and if relevant how if possible relevant include an example in the description that could help all readers including project members to get a better picture of the change avoid other runtime dependencies meaningful commit history intention is important please rebase your commit history so that each commit is meaningful and help the people that will explore a change in years the pull request follows coding style mention in the description _if relevant_ at least one commit should mention fixes _if relevant_ merging
1155,1162,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,fix for thenthrow class fix for mockitothenthrow class now fails when the given throwable type is not declared on the stubbed method the build fails for jdk seem like an ci problem execution failed for task fetchallcontributors the build fails for jdk seem like an ci problem execution failed for task fetchallcontributorsi will look into that thank you merging
1179,1181,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,fix performance regression caused by use of method graph compiler in order to properly discover visibility bridges we have to run a full analysis of the method graph the compilation of this method graph is rather expensive and we require to cache a computed graph the caching is however non trivial as it references classes which might be unloaded in order to avoid a leak we cache classes using non strong referencesthis requires some real world experience to discover if this caching mechanism suffices merging
1180,1186,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,compare method of graph to defined form of method compare against non generic method when deciding if a method should be stubbed merging
1191,1192,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,added new public api for spring boot use case not intended for merging yet submitted for visibility for design and rationale see for usage see verificationstartedlistenertest classthis is still experimental so refactorings error handling javadoc is missing merging
1198,1202,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,java ci build for mockito x summaryprovide java travis build to ensure java compatibility in at least tested use casessupport for java was improved in gradle x and that version is being used due to some issues with newer gradle versions some other configuration changes were required as well as jacoco version has been bump check list read the contributing guide pr should be motivated ie what does it fix why and if relevant how if possible relevant include an example in the description that could help all readers including project members to get a better picture of the change avoid other runtime dependencies meaningful commit history intention is important please rebase your commit history so that each commit is meaningful and help the people that will explore a change in years the pull request follows coding style mention in the description _if relevant_ at least one commit should mention fixes _if relevant_ merging
1191,1203,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,documentation issue added unit tests while working on new verification started listeners i found an instance of incorrect documentation i added unit tests and simplified the documentation currently contrary to what the javadoc said we do guarantee the order in which invocation listeners get notified some of our users might have started to depend on this behavior i added unit tests and the javadoc in general it is seems useful to guarantee the order this way the api is more predictable easier to use thank you for review
1211,1214,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,improve deprecated javadoc this pull request by improving the deprecated javadoc of mockitodebug mockitodebugger and mockitodebuggerprintinvocations object mocks by adding the additional information on how to retrieve an actual instance of the mockitodebugger interface
1206,1216,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,adresses allow opting out from annotation copying within mocks the mocksettings now include an option to disable copying of annotations to mock classes merging
1183,1217,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,make override check more forgiving to accomondate kotlin compile patterns the override check implies java compile patterns such that kotlin method resolutions could fail for void return types which do not fit into javas reference type only generic hierarchies this pr eases this restriction to fix this resolution for kotlini added the test case of the reported issue as a reference merging
117,1219,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,add regression test for issue regression that shows the issue of i am unable to reproduce this locally lets see what travis sayscloses thank you
445,1221,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,mockitoextension for junit discussion of all thanks to the junit team sbrannen for that great api the implementation was straight forward and the docu is top notch not comparable to a junitrule or runner implementation one can feel the hard work the here provided mockitoextension allows to mock spy validate like the well known mockito junitrule runner this is still work in progress feel free to commentusage java extendwith mockitoextensionclass class junit test { mock private dependency mock test void checkmockcreation { when mockfoo thenreturn hello junit mockfoo verify mock foo }} possibly we need an annotation on class or method level to provide control of the strictness eg extendwith mockitoextensionclass mockitostrictness warn class junit test { mockitostrictness strict_stubs void testwithlocaldefinedstrictness { }} merging release x coverage
1130,1228,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,add checkreturnvalue to stubbing verification methods introduce a new annotation checkreturnvalue and add this to methods like when and verify such that static analysis can verify the value is actually used this makes sure developers can get warnings on build time instead of run time with our internal validatestate merging
904,1247,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,remove several container classes and inline code remove several classes that were containers for code that is easier to be inlined they were only referenced once or never at all this makes it easier to reason about the code while also maintaining less code and classescloses merging
1254,1257,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,and improved check for self invocation better checks for recursive calls and guards internally used jdk types fixes merging
1256,1257,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,and improved check for self invocation better checks for recursive calls and guards internally used jdk types fixes merging
106,1258,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,prevent class loading race condition allow singleton locking in context with class loading races fully agree will do soon merging
1262,1268,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,update doc for answerscalls_real_methods update the documentation for the answerscalls_real_methods according to and also included a note with recommendation not to use when thenreturn for partial mock hey seriybg this is a nice change sorry we have not reviewed earlier it must have slipped our radar continually improving documentation is absolutely important thank you for contributing
1130,1270,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,cleaner code for mockito users by better integration with static code checkers more checkreturnvalue builds on note that almost all non void orgmockitomockito methods are now annotated checkreturnvalue you could consider going the other way by annotating the class as a whole checkreturnvalue and adding canignorereturnvalue to the non void methods that form the complement context for this change within a company internal pr i found an unused mock someclass statement and thought itd be nice if mockito supported checkreturnvalue then i found but noticed that the mock methods werent annotated in fixing that i decided to go over the whole class for each method annotated in this pr i traced its logic most are side effect free while the remainder throw an exception in case of misuse the only non void method in orgmockitomockito i did not annotate is ignorestubs because it returns its input the reason i did not include these methods in was because there were no side effects checking them would therefore not required as it would be perfectly okay from a mockito perspective that these methods are invoked and then discarded the methods i annotated do have side effects and thus are harmful if you discard the return valuetherefore i am hesitant to accept this pr as to my knowledge these methods are pure and are not harmful for mockito to be invoked a lot of times invoking these methods many times may not be harmful in a functional sense but imho checkreturnvalue is more about establishing correctness ignoring the return value of any of these methods indicates a human error leading to cluttered tests in the best case and a false sense of security in the worst caselooking at guava that seems to be the way how they use the annotation for example it is applied to the whole package comgooglecommoncollect with some methods within that package annotated canignorereturnvalue none of those are pure i do understand that point of view however in that case we would need to update every public api that is non void to have this annotation which seems counter intuitiveanyways these are my cents paging mockito core to give their opinion \ \ in that case we would need to update every public api that is non void to have this annotation \ \ well a single annotation in package infojava takes care of that example dbut indeed lets see how others feel about it interesting discussion heres how i would summarize the decision point a benefit a chance of making our customers code cleaner because they could identify and remove dead code b downside hard to apply this strategy consistently we would have to review all public api and always remember to use those annotations when adding new apigiven that we already started using the annotations the downside b already applies merging the pr does not make it any worse hence the downside can be discounted and we only have the benefit im in favor of merging the prthank you stephan for tracing the public api methods and coming up with the pr timvdlippe the current master s last commit is e a ac cf af f aa d e e but git grep i prone doesnt show an error prone integration cant find another applicable branch using git log s prone i all either am i looking cross eyed or ah my brain was derping i was working on and thought i merged it but i did not so we have to rebase after that pr is merged sorry for the confusion no worries i see also targets the release x branch so i wont need to switch the target branch for this pr and indeed that pr contains a bunch of suppresswarnings checkreturnvalue this pr will almost certainly force the addition of a bunch more of those ive subscribed to the other pr and will rebase again once its
