issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,i18n,DevOps,Logic,Test,IO,UI,Security,App,corpus
859.0,864,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,add dialog to show all preferences in their raw form plus some filtering relates to adds a dialog which shows all preferences in a table by their type key value and default value table can be sorted table can be filtered to show only the preferences which deviate from their default value this is the most helpful one and it revealed various bugs when having a closer look count is shown as well reachable through options preferences show preferences button is below import export preferences converts default values of null to empty string change in changelogmd described looks good to me just rebase on master and this can be merged looks good some minor comments which probably can be ignored fixed later
815.0,874,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,fixing openoffice citation with curly braces and manual connection browsing change in changelogmd described fixed clicking on browse for manual openoffice does now workfixed curly braces in oo lo citation no longer ignored code cleanup replaced actionlistener with lamdbasone point for discussion defaultformbuilder jgoodies is deprecated is there already a replacement for the creation i found this thread koppor regarding defaultformbuilder there is an alternative jgoodies approach however it has been decided to leave it as is as a javax conversion is planned any year now i havent looked at the code carefully but what happens with {} around eg capitals ah thanks for your hint yeah it seems like it needs more checking for special cases i will try to come up with a solution to this i noticed that the authors name arp{\\i}rez then appears as arp{i}rez et al i tried some variants eg adding the curly braces manually before and end if stringutilisincurlybrackets field { braces at the start and the end of the string sbinsert { sbappend } systemoutprintln in curly braces sb sb } return sbtostring replace &dollar $ replace &dollar with $ this works well for authors however the problem is that i have no control over the field type this creates then a problem when you have an entry with curly braces around the title field those curly braces would then be printed in the generated bibliographyany ideas appreciated i havent tried it but i think that oobibbasegetcitationmarkerfield is the place to try basically check if there are surrounding braces format using the old formatter that removes all braces if there were surrounding braces add them back before returning the formatted stringa potential problem is author lists which starts and ends with braces but are not enclosed say {\aa}sa stor{\aa} but there are methods for checking that in integritycheckbracketchecker so as long as the basic mechanism is working one can always improve step later thanks for your tip i think i found a working solution in fact i copied the method and added a check for curly braces code is based on the integrity checker like you proposedthe copied method is manual tests look promising i will add some unit tests found a solution by enhancing the stringutil method and by adding a check for curly brackets in getauthorcitationmarkerfield the only thing which bothers me is that it is kind of double code i thought about this but did not come up with a nice solution maybe one of you has an idea i think you can simply check if field is author or editor in the old method not correct but there are other methods using similar logic i guess ideally each field of the predefined entry types should have properties eg if it is a name field apart from that i think the pr looks good to go i believe that one probably can add a bit of code to handle escaped curly brackets for the rare cases that someone needs to put a single \{ in a field but hardly anything important
856.0,874,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,fixing openoffice citation with curly braces and manual connection browsing change in changelogmd described fixed clicking on browse for manual openoffice does now workfixed curly braces in oo lo citation no longer ignored code cleanup replaced actionlistener with lamdbasone point for discussion defaultformbuilder jgoodies is deprecated is there already a replacement for the creation i found this thread koppor regarding defaultformbuilder there is an alternative jgoodies approach however it has been decided to leave it as is as a javax conversion is planned any year now i havent looked at the code carefully but what happens with {} around eg capitals ah thanks for your hint yeah it seems like it needs more checking for special cases i will try to come up with a solution to this i noticed that the authors name arp{\\i}rez then appears as arp{i}rez et al i tried some variants eg adding the curly braces manually before and end if stringutilisincurlybrackets field { braces at the start and the end of the string sbinsert { sbappend } systemoutprintln in curly braces sb sb } return sbtostring replace &dollar $ replace &dollar with $ this works well for authors however the problem is that i have no control over the field type this creates then a problem when you have an entry with curly braces around the title field those curly braces would then be printed in the generated bibliographyany ideas appreciated i havent tried it but i think that oobibbasegetcitationmarkerfield is the place to try basically check if there are surrounding braces format using the old formatter that removes all braces if there were surrounding braces add them back before returning the formatted stringa potential problem is author lists which starts and ends with braces but are not enclosed say {\aa}sa stor{\aa} but there are methods for checking that in integritycheckbracketchecker so as long as the basic mechanism is working one can always improve step later thanks for your tip i think i found a working solution in fact i copied the method and added a check for curly braces code is based on the integrity checker like you proposedthe copied method is manual tests look promising i will add some unit tests found a solution by enhancing the stringutil method and by adding a check for curly brackets in getauthorcitationmarkerfield the only thing which bothers me is that it is kind of double code i thought about this but did not come up with a nice solution maybe one of you has an idea i think you can simply check if field is author or editor in the old method not correct but there are other methods using similar logic i guess ideally each field of the predefined entry types should have properties eg if it is a name field apart from that i think the pr looks good to go i believe that one probably can add a bit of code to handle escaped curly brackets for the rare cases that someone needs to put a single \{ in a field but hardly anything important
295.0,877,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,add ability to run arbitrary formatters as cleanup actions add ability to run arbitrary formatters as cleanup actions by reusing save actions thus some old cleanup entries could be removed this also implements moreover an erase formatter is added which just deletes the corresponding field untitled changes rename saveactions to fieldformattercleanups some smaller refactorings to reuse saveactions mainly to separate them from metadata change in changelogmd described i think it would look better if the check boxes were aligned vertically untitled are right when i compare both uis before after this pr we loose a lot of documentation and guidance for the user because how the user has to think which formatters would be well suited for which fields to be helpful making it harder to configure it correctly we need to find a way to fight this why not add a section about suggestions which can be checked unchecked and upon change change the table with the actions as well all the previous cleanup actions appear as the default value for the field formatters activeformattercleanupsadd new fieldformattercleanup date bibtexfieldformattersdate activeformattercleanupsadd new fieldformattercleanup month new monthformatter activeformattercleanupsadd new fieldformattercleanup title new casekeeper activeformattercleanupsadd new fieldformattercleanup title new unitformatter activeformattercleanupsadd new fieldformattercleanup title new latexformatter activeformattercleanupsadd new fieldformattercleanup title new htmltolatexformatter so opening the cleanup dialog for the first time shows essentially the same information as previously this is not apparent from the screenshots since i already removed some of the default values i could add a button which resets the field formatters to their default value or if you prefer adds the default formatters make paths of linked files relative if possible could also be a formatter and hence added to the save actions a button which resets to the defaults is a good idea we really need to think how the formatters can be better explained to the user would it make sense if each formatter itself has a short localized description how it works similar to the sentences used before which are shown in the table as well new update with reset button in cleanup dialog as well as in database properties dialog add descriptions of the formatters as tooltips in the list and in the combo box not ideal but better then nothing untitled the make paths relative cleanup as a save action should be covered with i dont want to implement this cleanup as a formatter formatters are just in out converters without any side effects keep name concept key is for serialization name is for display description is a long text improve keys and names of formatters separate issue with a table key and name eg unit as key eg name dateformatter normalizedatetoyyyymmdd add description text as box below the line of enter field name updated upon change of dropdown eg normalizes dates added now a description text box from my side this pr can be merged in the only missing thing is the naming of the formatters but i would prefer if this would be a separate pr not sure how much time i have the next days and since this is a blocker for untitled last point what happens when the description is longer than this line does it wrap automatically does it allow to use newlines for formatting since this is just an jlabel all the nice limitations and or features come along so no there are no automatic line breaks except if you put everything around tags and you also need to use for a new line hm this limits the description we can display there nevertheless i think it is best to merge it for now and then do the improvements in another pr just rebase and get this in i really like it and only have minor issues which i also can file as separate issue if it is too much effort to resolve nowis it possible to display a description with the given field in place of the field name if no field is given reason i find the empty description irritating and thought that the content of the white box was the descriptionabove at save sort order one can select a field i would have expected the same choice for the selection of the fields to apply the save action reason i am too lazy to input the field name manuallyi experience layout issues at the end the dialog height should be the size of all content including the white box shouldnt it grabbed_ i added your suggestion about adding the given field could you please open an issue for the other things thanksill now merge this in
466.0,879,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,rename pdf cleanup now also changes case of file name change in changelogmd described please remove the unused imports according to the codacy warnings otherwise i think it is fine
883.0,884,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fixed should solve change in changelogmd described no tests already passed this is a gui issue yes merging this as the changed visibility of the constructors prohibits a proper build at the moment if you pass null to the database then getresolvedfield is invoked with a null database thus the crossref functionality is not supported in the rename pattern i think this is not a big deal but easy to fix just pass the right db i think that at the moment null is always passed in the code which also means that it the two one and two argument constructors areonly used in tests they can be removed and nulls passed which of course isthe current behaviour but seems to make more sense to provide alternativeconstructors if they are used in actual code
890.0,903,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,fixed this should change in changelogmd described not relevant i think the method public string dolayout bibentry bibtex bibdatabase database { return dolayout bibtex database null } in layoutjava should be changed too and then there is test public void testhighlightinginvalidparameter { string content test word content textarea ta new textarea content should not matter at all tahighlightpattern null } which also sets the highlightpattern to nullthus i would expect ie add test for it that an npe is thrownotherwise i think that is the method i changed is there another method i searched but rather quickly yes the layout package could benefit from more testing no you are rightyou exactly changed the method i mentioned my bad smile what i meant in the second part is that setting the higlightpattern to null does not throw an exception since the test pass although i would have expected one so probably a objectsrequirenonnull is missing somewhere but there is a corresponding method in layoutentry which i think should be fixed as wellah ok ill have a look or maybe the highlighter is never invoked in the test case i fixed the other place as well but happened to change to more use of switching in the long term it would make sense to change the integers now used to an enumerationi also realized that all \n are stripped from the fields when doing a layout so even though eg htmlchars will convert the line breaks to something clever they are not there anymore once the formatter is invoked not sure where they go missing though
455.0,915,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,add button in preference dialog to reset preferences implements and or change in changelogmd described only ui change nice looks good but i would add a note that resetting the perferences requires a restart see change the language or the remote settings good point an info message is now shown looks good to me
707.0,925,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,add tests for metadata parsing this solves and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata in fact can be replaced by these new methods i think this is something for a new prone question to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters when is the equals required except for simplifying this test seems like one can add them later if requiredthe pr looks good no as far as i can see equals is never used for the formatters and also no getkey equals which could be replaced with an internal equals
649.0,926,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,key bindings are now working in preview panel until now the toolbar within the preview panel held the key bindings which werent active when the toolbar wasnt created now the preview panel itself carries the key bindings change in changelogmd described looks good to me looks good please extract the setting of the key bindings as a method otherwise looks good to me too for each action one has to register a string two times one at the input map and one in the action map eg print can you extract variables so that this is made more clear a local variable for each of the blocks should suffice making it a constant moves it away from the code in question hence just create a local one extracted the key bindings and the actionmapkeys
410.0,929,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,find unlinked files freezes when using for pdf fixed reason was an illegalargumentexception thrown by doi class when pasting the contents of the whole first pdf page to the constructor the doi class can only handle real dois and does not extract strings that might look like a doi from the text therefore the whole doi scraper was removed in the whole pdfimporter class is screwed and a monkeypatch it should be reimplemented from scratch the usage of dois was requested by a user if the pdf contains a doi string the data of the doi should be used and not the guessed content with old jabref code that code worked do you have a proposal to bring that functionality back the parsing results are better for springer and ieee papers than with other existing open source scrapers and mr dlib that fact has to be regarded too the doi finding should work again now but the doi class has quite some redundant code now as i need to exclude spaces from the findintext regex i dont know if there are any dois out there that include spaces but theoretically it seems to be allowed for me src test resources encryptedpdf is not raising any exception also importentries is not throwing any ioexception which is propagated to other methods later on the functionality is really flawed spaces should be encoded as in a doi so i do not think it will be a problem see seem to recall that we changed the encoding of dois at some stage maybe this should be revisited so you mean we can replace the exact_doi pattern with the doi_pattern
936.0,937,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,preview panel is now updated when an entry is cut deleted when an entry is cut deleted the preview panel will be hidden due to the fact that no entry is selected anymore change in changelogmd described looks good does the panel show up again when selecting another entry after deleting one if so yes it does we really should consider to implement an event system for the event system maybe use the stuff that comes with google guava
941.0,944,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,removed fetch in title from database fetchers removed translation of fetcher names because that are proper nouns lgtm this doesnt it side comment the entires in menu_ properties had to be removed too see cff further changes in the language files at still missing medline oai acm are still in the language files siedlerchr do you want to take over first this fix was for but i did not remove the gvk long description is still useful about the rest i can document this on the websiteoh i just saw that i only checked the normal language property files will continue removing and will propose a pr for documentation on the website
796.0,947,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fix for undoing deletion cutting multiple entries workaround for when an undo with multiple entries is undone each entry is undone one at a time the problem herein lies that when the first entry is undone the insertion in the database triggers the creation and insertion of an namedcompund into the undomanager which kills the main undo the one with the multiple entries which result in just one entry being undonewith this workaround each entry has its own namedcompund which solves the problem but the user has to call the undoaction several times ctrl z for each entry change in changelogmd described im unsure whether this is the correct behavior if i delete multiple entries at once all of them should be restored i thought that the undo redo concept of jabref is that always undo and redo actions are packaged as a wholeis it a valid workaround to globally flag whether an redo undo action is in progress and thus no new undo thing is put on the undo stack i would also prefer that the undo stuff is fixed so restoring several bibentries works but good that you found out the reason for the failing multiple entries ok ill look further into it and search for a better solution bartsch dev can you point me to the code where the insertion adds a new change in the undomanager as far as i see the revert action just calls databaseinsert which does not call the undo manager thanks when an entry is about to being restored undoableremoveentryundo is calledthe entry is inserted back into the database which fires a databasechangeevent and calls specialfielddatabasechangelistenerdatabasechanged databasechangeevent e and adds another edit into the undomanager if we follow that trail we see that the undomanager trims the edits line which calls die line and kills the namedcompound which contains the other entries we havent undone yet i wonder whether it is a solution to add a second paramter to insertentry indicating whether the action should be a silent change or not or add a second method insertentrysilently thank you bartsch dev for you helpful explanation i think the cleanest way is to remove the specialfielddatabasechangelistener and let the calling code handle the undo management ie if i call databaseinsert then i also have to create the undo event there otherwise we have problems everywhere with handling multiple changes undo an import i think this strategy is also applied everywhere else at least the group interface handles the undo thing itselfbut maybe you come up with another solution when removing the specialfielddatabasechangelistener it should be taken care that the special fields still work currently the fields are stored in the keyword field and are put into normal fields to enable rendering in the table if the specialfielddatabasechangelistener is removed this rendering imho wont take place any morewhen we rewrite the special fields this might change another working solution i found was to create a new undoableedit which manages multiple entries with a list when undoing the removal it uses the new addentries method inside bibdatabase which adds all the entries and after that finally fires the databasechanges koppor tobiasdiez wdyt as i explored deeper into the code i noticed that the undo which the specialfielddatabasechangelistener adds doesnt do anything basically its an empty namedcompund which gets discarded by the undomanager can that confirm anyone currently without code here but double check that the stars in the columnrating are displayed in all undo cases deleting adding an entry is ok butwhat about undo redo of adding keyword rank in the keyword field myfeeling is that undo redo if that wont work when the updatelistener ischangedalso if an entry with keyword rank is added is the column rankingupdated to show one star the specialfielddatabasechangelistener only reacts on the insertion of entrieson another note when changing the rank of an entry you have to click into the entry list to repaint it but i think there was opened an issue on that a short time ago i deleted the specialfielddatabasechangelistener and adjusted l nas far as i can tell everything works just fine tested it with deleting undoing entries with rank marked color marked tschechlovdev maybe you can do some additional testing i removed the id generation in undoableremoveentry since its not necessaryi have no idea why circleci fails and how to fix it compilejava home travis build jabref jabref src main java net sf jabref gui basepaneljava error cannot find symbol databaseadddatabasechangelistener specialfielddatabasechangelistenergetinstance ^ symbol variable specialfielddatabasechangelistener location class basepanel should be quite obvious what is wrong and not be that hard to fix woops i slipped there i extracted some code for another bugfix which will get its own pr and extracted too muchnow all checks pass but before that the build on circleci exceeded the memory of g no typing error but i think circleci meant gb and failed lgtm its nice that a bug can be fixed by removing code special fields functionality is disturbed by this patch steps to reproduce open special fieldsbib double click on second entry key entry with rank go to bibtex source copy the complete string into notepad close the entry editor change rank to rank in both the key and the keywords field mark everything copy into the clipboard focus jabref ensure that the entry editor is really closed click into the white area paste the entry using ctrl v expected four stars shown at ranking column as is no stars shown at ranking column grabbed_ intermediate solution open the editor go to the general tab change rank to rank save change rank to rank general remarksi know that the keyword based synchronization is a code which is not that straight forward as other code in jabref i personally like the functionality to have columns shown which are based on keywords i made the reason might be that i sometimes edit my bibtex files manually which also nearly half of the survey participants do thanks for that detailed explanationimo the addition of the undo object in specialfielddatabasechangelistener is not usefulmostly because its added before the more important undo object the undo of the entry paste and when you undo the paste this undo object is irrelevant bartsch dev could you add an integrationtest meaning a test for the ui demonstrating the undo redo behavior then we dont have to rely on the above manual steps for testing bruehldev and braunch should be the experts in ui testing ill do it it the next sprint which starts today current coverage is merging into master will decrease coverage by diff master diff files lines methods messages branches hits misses partials files not in diff in net sf jabref event were deleted more files not in diff in n java net sf jabref were deleted more files not in diff in va net sf jabref sql were modified more misses files not in diff in jabref specialfields were modified more files not in diff in f jabref model entry were modified more misses partials hits files not in diff in abref model database were modified more misses partials hits files not in diff in sf jabref logic util were modified more misses partials hits files not in diff in f jabref logic msbib were modified more misses partials hits files not in diff in jabref logic cleanup were modified more misses hits files not in diff in net sf jabref logic were modified more misses hits powered by codecov last updated by fe d d d lgtmplease rebase to allow it to be marged please resolve the conflicts i rebased and resolved the conflicts tests fail in master can you have a look otherwise i will revert this merge hm thats very strange the tests in this pr passed i will look into it after a quick study i noticed that assertj is simply to fast for jabref meaning that the entry table after opening the database is simply not loaded and thus cannot be found by increasing the delay between events from assertj robot settings delaybetweenevents it can be averted but i dont like it that way as it depends on the power of the executing machinei will look further into it tomorrowyou can revert the merge if you like that way we can have a clean commit without a mess in between the test seems to fail randomly making it stable enough is fine for me
941.0,948,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,introduce search and error while fetching from instead of having separate strings for each fetcher the placeholder is used nowrefs
920.0,974,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,always trim fields on save and remove trimformatter the consensus in was that fields should always be written without leading or trailing whitespace this is done in this pr and the trimformatter is removed by the way empty fields are never written as one of the added tests shows change in changelogmd described lgtm
978.0,979,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,refactored singlebibtexfield based on the initial ideas in the class singlebibtexfield is extracted and two enumsets are used for implementing the existing functionality very good points too much copy paste as usual will sort it out tomorrow looks good other improvements can be made in separate prs
623.0,988,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,when clicking on a tab the first field now has the focus change in changelogmd described this is referes to i just had to add the activatevisible method to the changelistener to ensure the focus is set what happens if i am scrolling through the list of entries in the table via the keys does the focus can jump away to the field editor if it is open from what i recall we had the issue i mentioned before and had to remove the functionality to automatically focus the first field please test this exhaustively with different entry editors for different entry types open and then scrolling via keys i am going to figure that out after our exam this week so your comment is recognized i had a chat with koppor today bruehldev and i will write an automated test for this in our upcoming sprint starting on monday th april when this is done we should have verified if the focus is lost on scrolling or not what is the current status here i have run the integration tests on it and tried it manually the entry tables focus is not lost when going through the entries only when opening the entry editor as intended i wonder why the travis jobs are not executed because you violate the correct imports order and this cannot be merged without the build failing at the moment i will fix the order soon probably on friday maybe pushing on the branch will then trigger the jobs again lgtm just fix the import order and improve the changelog then this can be merged in from my point of view can this be merged why did the gradlew scripts change otherwise lgtm gradle scripts are back to normal ok
958.0,992,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,better layout of databasepropertiesdialog does not fully solve but at least betteri do not fully understand why the formatter part doesnt scale horizontally uh isnt siedlerchr currently working on this dialog see and öhm you didnt need to do that as i am already working at this see assigned label i know however since ive struggled with jgoodies earlier i thought youcould use some input regarding your question in that issue use it asinspiration yeah it was the scaling of the icons to the buttons i will try later i think the solution is to putt the icon button and the other buttons in a button bar i think i solved that part only tested on linux where it looked ok tostart with though the key thing i did was to use fill siedlerchr shall we merge this in and you work with oscargus improvements as a basis or do you prefer to create another pr beginning from scratch i will manually try to apply the fixes because i changed some more in thelayout removed textfields etc gmt matthias geiger notifications githubcom siedlerchr shall we merge this in and you work with oscargus improvements as a basis or do you prefer to create another pr beginning from scratch — you are receiving this because you were mentioned reply to this email directly or view it on github https githubcom jabref jabref pull issuecomment
991.0,996,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,fix entry deletion from database a bug introduced in b aee bae b aa ef f b d bd while moving from map to list as the data structure for the stored bibentries is has been forgotten to adjust the removeentry method change in changelogmd described is it really impossible to add a test case enhanced the tests a little bit and added a null check while inserting an object into the database lgtm thanks for fixing the bug i had introduced the changes look goodplease try to adhere to the convention for tests outlined in the wiki especially the naming of the tests and only one test per test method comments test methods shouldnt be necessary but the test name should contain all the information after some minor naming improvements this can be merged in in my opinion good job
957.0,999,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,db properties layout and save order config changed change in changelogmd described and fix height of the dialog and add spacing between ok cancel button and borderchanged jcomboxbox to editable and removed the unnecessary textfieldsadded jcombobox for selecting the fields to apply the selected formatter tochanged position of delete buttonremoved indexoutofbound exception when no item is selectededit i just see this pr is is it possible to write a simple ui test for it innocent refs ui test i will try to write one added gui test und fixed checkbox label not displaying correclty the code looks good so i give my for merging if you add a nice looking screenshot smiley tobiasdiez here you are dbproperties oscargus i tried to fix this but i could not get the damn jlist resized horizontally or vertically i tried around a lot the code for this is located in fieldformatterscleanuppanel from this one it sounded very simple this is how it scales after my fix dbpropertiesresized my code did everything except horizontal sizing and i also tried alot so check there for possible hints i think that when spanningmultiple columns using a fourth alignment argument to xyw is one thing siedlerchr i think it is good to go so please rebase and it can be merged i reserve the right to fix change the scaling at some stage oscargus okay otherwise i would have looked at the gui resizing in more detail the next days siedlerchr up to you i just wasnt sure what the status of the pr was and was thinking of merging it if it was possible feel free to look at the resizing oscargus as i just rebased it on the master i would suggest merging it for once now so that the biggest changes eg the comboxes are into itthe resizing are only some minor things i will try to experiment with them in the next days and release it then as a new pr
958.0,999,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,db properties layout and save order config changed change in changelogmd described and fix height of the dialog and add spacing between ok cancel button and borderchanged jcomboxbox to editable and removed the unnecessary textfieldsadded jcombobox for selecting the fields to apply the selected formatter tochanged position of delete buttonremoved indexoutofbound exception when no item is selectededit i just see this pr is is it possible to write a simple ui test for it innocent refs ui test i will try to write one added gui test und fixed checkbox label not displaying correclty the code looks good so i give my for merging if you add a nice looking screenshot smiley tobiasdiez here you are dbproperties oscargus i tried to fix this but i could not get the damn jlist resized horizontally or vertically i tried around a lot the code for this is located in fieldformatterscleanuppanel from this one it sounded very simple this is how it scales after my fix dbpropertiesresized my code did everything except horizontal sizing and i also tried alot so check there for possible hints i think that when spanningmultiple columns using a fourth alignment argument to xyw is one thing siedlerchr i think it is good to go so please rebase and it can be merged i reserve the right to fix change the scaling at some stage oscargus okay otherwise i would have looked at the gui resizing in more detail the next days siedlerchr up to you i just wasnt sure what the status of the pr was and was thinking of merging it if it was possible feel free to look at the resizing oscargus as i just rebased it on the master i would suggest merging it for once now so that the biggest changes eg the comboxes are into itthe resizing are only some minor things i will try to experiment with them in the next days and release it then as a new pr
1001.0,1010,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,added initial tests for exportformat really trivial and early test but could maybe avoid bugs like to happen and form a foundation to extend on mhhi am missing an assertion in these tests ie reading the exported file and checking that it is empty i have changed the code based on all comments major implications now all exporters returns an empty file for an empty set of entries and are tested for this earlier some heading information was generated all exporters are now tested that they throw an npe with a null database or null entries list the change that is in practice reverted and solved such that the exportformat calls add all entries instead of null for all entries the test disabled in is active again i had to break the new guideline in to be able to test all exporters for npes in a simple way if theres a better way please let me know this shows that adding a quite crappy initial test can lead to good things as the export is now not performed for empty databases entries lists as a side effect the coverage is more accurate now as well earlier it increased quite a bit but no actual testing was done well apart from that the code executed without any errors this looks way better then the initial pr good job not obvious that parameterized is executed before beforeclass but once i figured that out lgtm i think this is probably as far as we get right now and that the code is quite ok since it is rather general and only tests what is actually tested or how to formulate it
1012.0,1014,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,improved exception handling in tests cases never catch an exceptionremoved unnecessary exceptionsthrow specific exceptions never only exceptionref good work siedlerchr btw you should assign your commit email with your github account see oscargus fixed stefan kolb i just added my git mail address to my github account as secondary mail address was done by eclipse will change this back
103.0,1037,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,implemented added a button that can be used to determine if the search results should be updated on every pressed key or on enter only based on the suggestion in two issues select a good icon the current one is quite intuitive if it wasnt for the fact that the symbol is rarely used for selecting a state when using autocompleting and search on enter enter needs to be pressed twice once to select the completing once to search searchontype will be available at in minutes or so change in changelogmd described i dont like the boolean parameter to much i would prefer if the performsearch method is not changed but a second method performlivesearch including the check is introduced otherwise good job i do not know why i so rarely use overloading which this is a sort of i changed now performsearch and performsearchiflive changed to the sync icon not sure why eclipse formats the icontheme file as it does but i cannot get around it newsearch found auto renew so changed to that basically a mirrored version of sync so clockwise arrows hm idea what about issuing the search request only after ms of nothing happened in the text field this would require less icons and less buttons the user has to interact and understand and could provide similar results what do you think oscargus i see your point regarding the number of buttons but then it seems like one either has a small enough database and then it is probably just annoying or you have a big database in which case it might still not solve the issueit seems like this setting and filter float are user preferences rather than search preferences in the sense that you wont change this depending on your current search as opposed to regex and case maybe one should tuck the user preferences away as they are more rarely changed i mean you would like to have live search by default but be able to disable it if required i can also imagine that some people want to get rid of autocompletion sometimes with that said i havent checked if one can configure it an advanced settings button with pop up menu i am somewhat unsure where we should be heading here i think we should try to reduce the number of preferences the user can input as jabref has so many options it can make it very hard to use if we detect whether the database is small medium or large in size we could adjust the search automatically somehow so it will not update immediatly if there are more than k entries or use a formula which computes the amount to wait between after a search the issue is not the search itself which is done in a separate thread but the update of the ui after the search is done so basically we could try to keep track of the search queries that are currently active through an atomic counter and only update the ui when the counter has reached the value i agree on the preference thing in general still i think this is a rather straightforward setting and more importantly it doesnt really break anything if set the wrong waysomehow these automatic things will always turn out bad for some users and then they cannot change it apart from that i agree that it should be possible to come up with a scheme that is reasonable for most users however im not convinced it is worth the effort compared to the simple and fully waterproof switch to me it can even be hidden in the preferences under a performance tab where that and eg the new cell formatting can be switches off if required all bells and whistles on but can be disabled if performance is sufferingi have some thoughts related to preferences in general and will open an issue any day now hm ok maybe the quickest thing is to add a settings dropdown menu using some kind of wrench or so symbol in the search bar there we can also move the float thing as well oscargus nevertheless i think we should ensure this overlapping of searches does not happen this could maybe help enough already reducing the pain of having a large database without loosing the live feature im with simon here and think a button is not necessary why not just perform a search every time directly after the input changed if the user types quicker then the search is performed then the old search is just aborted and a new one started so for small databases you see a direct consequences for larger ones you get a delayed response the only thing required for this approach is to make sure that an ongoing search does not block inputs in the search fieldgoogle also somehow manages to show live results without a toggle instant search button and i believe their database is bigger than the average bib file smile so the user response in is irrelevantden mar skrev tobias diez notifications githubcom im with simon here and think a button is not necessary why not just perform a search every time directly after the input changed if the user types quicker then the search is performed then the old search is just aborted and a new one started so for small databases you see a direct consequences for larger ones you get a delayed response the only thing required for this approach is to make sure that an ongoing search does not block inputs in the search field google also somehow manages to show live results without an instant search button and i believe their database is bigger than the average bib file image smile — you are receiving this because you were mentioned reply to this email directly or view it on github no of course not but i find the part blocking further typing into the search box the most critical and annoying if the input in the search field is not blocked the user will not notice that we actually search in the background ah ok now i understand your comment sure that would be another way to solve it probably better from many perspectives i tried to implement a settings button and while it works im not really fond of the results ive tried having both one menu item for filter float which is quite unclear and having radio buttons for both options which is better as one can have the full sentence but i think that the additional icon is still the best the whole search bar is quite compact now so i do not think that the previous width problem is relevant also if when live search is removed eg if non overlapping search is implemented and works for entries it will be easier to just remove the button rather than remove the menu etc do you think this is still necessary or this can be closed in favor having a faster overall search no if the search speed has improved as much as it seems i do not think this one is required if it turns out to be it is easy to recover
