issueNumber,prNumber,Util,Network,i18n,Test,IO,corpus
3652.0,3655,1.0,0.0,0.0,1.0,1.0,add singleonerrorresumenext single part of will submit a pr for onerrorresumenext func later akarnokd changed to implements singleonsubscribe ptal zsxwing ptal
3660.0,3661,1.0,0.0,0.0,0.0,1.0,combinelatest now supports any number of sources this pr is a backport of the x combinelatest with null support and lets the programmer combine more than sources at once note that x supports manual sizing of the prefetch buffer and allows delaying the exceptions to the last moment i kept these in case such features are required by x some daythe original had this limit due to using a single and non parametric rxringbuffer to store values from sources in addition the original algorithm divided downstream requests among the sources with some strange logic in order to keep them running and not overflow the bufferthis pr uses an unbounded linked spsc queue which can now hold as many elements as there are sources times the default ring buffer size this is not preallocated and grows shrinks as necessary the algorithm stores the current latest array and the source subscriber in the queue in pairs so when that particular row is emitted to downstream that source subscriber gets the request replenishment call that generated the rowin addition ive added an iterator overload from as well
3685.0,3689,1.0,0.0,0.0,0.0,1.0,unified onerrorx and onexceptionresumenext and backpressure the operators didnt honor backpressure when they switched over to the other observablethis pr also includes the there was a test failure in backpressureteststestmergeasync run before any of the changes of this pr and shouldnt have any effect overloaded servers
3700.0,3701,1.0,0.0,0.0,1.0,1.0,add completabledooncompleted and deprecate completabledooncomplete closes wait what i thought you wanted to add completabledooncompleted i see no reason to change the established naming of observabledooncompleted in fact for consistency id rather prefer adding completabledooncompleted that makes sense the only reason i did it this way is because on the x branch both observable and completable use dooncomplete yes those follow the reactive streams convention and completable started out as a x addition in the meantime ill fix that test failure changed completable instead updated tests to match zach klippenstein thanks just updated the title
3710.0,3714,1.0,0.0,0.0,0.0,1.0,add maxconcurrent parameter to concatmapeager relevant issue will you update this pr yes on it i submitted a commit with your proposed changes sorry for the delay feel free to give me more comments changes also i can squash if needed dont squash this time github has now a new feature for the merge button where it offers squashing id like to test if it really squashes everything and the main just gets commit nothing critical akarnokd squashing on github works and it works especially great when author of the pr just commits on top of previous commits because github now remembers what code youve checked and what not and you can continue reviewing from previous point doesnt work for me when pr is always squashed i have updated the pr do pr commits trigger github notifications should i comment after i do an update unfortunately no notification
3711.0,3722,1.0,0.0,0.0,0.0,1.0,add maxconcurrent parameter to flatmapiterable refs should these new overloaded functions be annotated with beta the failing test testnomorerequestsafterunsubscribe seems unrelated all tests pass locally if you could add one unit test for each method that verifies maxconcurrent is honored that would be great while writing the test i figured you might have been right when commenting on issue if i am not mistaken all the observables created with operatormappairconvertselector use the same scheduler there is no way to subscribe them to different schedulers and thus are run sequentially and until completion would adding a scheduler parameter make sense there is no scheduler involved here so no as it is now
372.0,3733,1.0,0.0,0.0,1.0,1.0,avoid swallowing errors in completable instead deliver them up to the threads uncaught exception handlerfixes reactivex rxjava what happened to completabletest akarnokd sorry ij formatted it will clean up and push again just a nit about timeout in tests otherwise removed timeouts
3740.0,3741,1.0,0.0,0.0,1.0,1.0,add doonsubscribe for single ref i didnt write much unit tests for doonsubscribe because it internally uses operatordoonsubscribe which is well covered thanks aaronhe
3732.0,3752,1.0,0.0,0.0,1.0,1.0,singleusing this pr adds the factory method using overload to single as requested in for convenience ive also added singlesubscribe observer lgtm
3440.0,3766,1.0,0.0,0.0,1.0,1.0,add singleonerrorresumenext func closes closes closes whoa issues at a time akarnokd your comments btw should i add experimental to these operators yes and copy over the experimental and since tags into the javadoc there is this new like option but do you get a notification for them noon mon mar pm david karnok notifications githubcom wrote image there is this new like option but do you get a notification for them â€” you are receiving this because you are subscribed to this thread reply to this email directly or view it on github
3731.0,3766,1.0,0.0,0.0,1.0,1.0,add singleonerrorresumenext func closes closes closes whoa issues at a time akarnokd your comments btw should i add experimental to these operators yes and copy over the experimental and since tags into the javadoc there is this new like option but do you get a notification for them noon mon mar pm david karnok notifications githubcom wrote image there is this new like option but do you get a notification for them â€” you are receiving this because you are subscribed to this thread reply to this email directly or view it on github
3938.0,3942,1.0,0.0,1.0,0.0,1.0,add completablesafesubscribe option rxjavaplugins hook support add option to safely subscribe a completablesubscriber regular subscriber and handle onxxx failuressee also naming and whether or not the safe wrapping should be the default is open to discussion in my opinion safe wrapping should be the default as its the default in observable and single at least the should behave the same way when using them one should expect them to have a difference in their essential semantics and not in these kind of things should the tests about error handling plugin in be here or we leave it in that pr bryant your pr has a test failure rxpluginsrxjavapluginstest testonerrorwhenusingcompletable failed javalangassertionerror expected but was at orgjunitassertfail assertjava at orgjunitassertfailnotequals assertjava at orgjunitassertassertequals assertjava at orgjunitassertassertequals assertjava at rxpluginsrxjavapluginstesttestonerrorwhenusingcompletable rxjavapluginstestjava typo renamed methods akarnokd they fail on purpose because i made the test but didnt fix the problem completable is not calling the error handling plugin the methods should be the other way around following single and observable there should be a single unsafesubscribe method which accepts a parameter of type completablesubscriber and subscribe should be present in the following ways subscribe subscribe action subscribe action action subscribe subscriber and subscribe completablesubscriber the subscribe methods wrap with safecomletablesubscriber similar to how observablesubscribe wraps with safesubscriber subscribe subscriber is there to allow conversion and cross type apis to bypass the safety overhead updated with plugin support can you cherry pick the commit that adds tests for the error handling plugn in completable and single from sure done the comment todo plugin wrapping onsubscribe in completablecreate can be deleted as the constructor is already calling the hook now removed comment changed to reuse methods added onstart call please add the missing experimental otherwise added missing annotations
3947.0,3948,1.0,0.0,0.0,1.0,1.0,add completableandthen completable deprecate endwith see please update unit tests that use these deprecated methods done ðÿ‘ but id either duplicate tests or make universal test functions and test both endwith and andthen to make sure that we dont break old behavior of public api the question is also since completable is still experimental we could if this is wanted go the hard way and remove the deprecated methods and make everyone force to use the standard new methods since there are already quite a few deprecated duplicated methods ðÿ‘ but id either duplicate tests or make universal test functions and test both endwith and andthen to make sure that we dont break old behavior of public api artem zinnatullin im not against it but this is really minor as andthen just calls endwith im going to merge this feel free to add tests in a separate pr if you wish
3779.0,3966,1.0,0.0,0.0,0.0,1.0,add multi other withlatestfrom operators add withlatestfrom operator version that can take to n other sources and combine them with the main sourcerelated
3576.0,3974,1.0,0.0,0.0,0.0,1.0,add terminal clarification to switchmap operators see
3721.0,4024,1.0,0.0,0.0,0.0,1.0,update dooneach observer javadoc fixes the documentation problem reported in nice improvement
3007.0,4026,1.0,0.0,0.0,0.0,1.0,expand and explain cache in more detail this pr rephrases the cache documentation a bit and adds workaround for stopping and forgetting the cached valuesrelated ðÿ‘ this obviously isnt related to that but testreplaysubjectconcurrentsubscriptions failed in ci thanks will look into it before merging this could be a bug due a pattern they share nothing obvious so far the test passes for me locally when run times will investigate it further through
4001.0,4034,1.0,0.0,0.0,0.0,1.0,distinctuntilchanged with direct value comparator alternative alternative implementation to lgtm thanks jake for the review
4035.0,4036,1.0,0.0,0.0,0.0,1.0,added zip function with observable array as discussed in with akarnokd thanks almost forgot please also add a unit test that verifies this overload works with or a couple of sources you can add a unit test that for example loops from to generates an array with that many simple sources and checks if all source values actually zipped into the final value akarnokd sorry for the delay i just added tests for and multiple array sizes let me know if thats ok
4028.0,4051,1.0,0.0,1.0,1.0,1.0,fix replaysubject anomaly around caughtup by removing that optimization adding the backpressure support to replaysubject exposed a race condition around the caughtup optimizationthe problem occurs when the source thread has caught up after drain returned true but at the same time a concurrent drain starts running due to a subscribe process finishing or requesting on top of the previous longmax_value this concurrent drain may think the replay hasnt started yet by finding rpnode null or seeing that the buffer has more elements that may get double emitted the current solution is to remove this optimization until we come up with a correct optimizationrelated
3959.0,4063,1.0,0.0,0.0,0.0,1.0,scan & reduce give javadoc about unsharing the initialvalue replacement for this to not get in conflict with other prs targeting observable
4057.0,4070,1.0,0.0,0.0,1.0,1.0,merge serialdisposable and multipleassignmentdisposable closes although doesnt address the name of the class excellent although doesnt address the name of the classno problem
4109.0,4139,1.0,0.0,1.0,1.0,1.0,fix flaky tests this pr should fix some test timing out otherwise sensitive to thread hiccups
4138.0,4139,1.0,0.0,1.0,1.0,1.0,fix flaky tests this pr should fix some test timing out otherwise sensitive to thread hiccups
4137.0,4140,1.0,0.0,0.0,1.0,1.0,change completablesubscribe onerror oncomplete to oncomplete onerror closes closes actually i can deprecate old one and add new one as overload it will have less impact on user code because only calls like subscribe actionsempty actionsempty will be ambiguous to the compilerthoughts dynamic languages have trouble with the two methods lets only have method
4216.0,4226,1.0,0.0,0.0,1.0,1.0,singleflatmapcompletable addresses happy to receive feedback on the implementation also should i take the documentation from flatmapobservable and adjust it also should i take the documentation from flatmapobservable and adjust ityes updated the documentation i hope the wording is okay now also im pointing to which does not exist yet but davidmgross already tracked it at i hope thats okaythanks for the completableflatmapsingletocompletable i knew something was missing i also created two more tests that cover some of the previously missing behaviour would it be possible to get this one into if zsxwing or anyone from netflix approves it in time
4152.0,4261,1.0,0.0,0.0,0.0,1.0,concatdelayerror multiple arguments this pr adds multiple arguments to concatdelayerror operatorrelated to cc artem zinnatullin stevegury zsxwing
4260.0,4262,1.0,0.0,0.0,0.0,1.0,dooneach reduce allocations report to rxjavahooks as discussed in call rxjavahooksonerror for secondary errors reduced allocations actionsubscriber actionobserver operator onsubscribe added unit tests actionsubscriber usage and removed empty test ta
4280.0,4288,1.0,0.0,1.0,1.0,1.0,move exceptions to public area exceptionhelper related the exceptionspropagate and exceptionsthrowiffatal are too useful to be hidden in an internal package so this pr moves them into the public ioreactivexexceptions package the terminal atomics related to throwable containers lives in the exceptionhelper enum lgtm
4306.0,4309,1.0,0.0,0.0,1.0,1.0,remove unused exceptions in public api as wanted in cc jakewharton if the test changes are acceptable for your setup
4329.0,4330,1.0,0.0,0.0,1.0,1.0,added observableconcat iterable see i also adjusted the test as it was testing the wrong thing before
4082.0,4337,1.0,0.0,0.0,0.0,1.0,move disposableobserver to public area add some javadocs move disposableobserver to ioreactivexobservers some documentationrelated having these in the public api make it seem like asyncobserver becomes obsolete in the case where its not managing any additional resources should we rename it to resourceobserver or something and have it always manage resources sure will you do it yep
4366.0,4371,1.0,0.0,1.0,1.0,1.0,move blocking operators into the base classes this pr removes the blockingflowable and blockingobservable classes and moves the blocking operators into the respective reactive classes and names pre with blocking in addition many of the mentions of flowable has been replaced with observable in observable related lgtm
4199.0,4442,1.0,0.0,1.0,1.0,1.0,cleanup javadoc completablefromemitter add javadoc to asyncemitterbackpressuremode deprecate observablefromasync add observablefromemitter instead add completablefromemitter add missing placeholder since tags fix some generics error rxjavahooks add race helper to testutil fix javadoc warnings
4255.0,4442,1.0,0.0,1.0,1.0,1.0,cleanup javadoc completablefromemitter add javadoc to asyncemitterbackpressuremode deprecate observablefromasync add observablefromemitter instead add completablefromemitter add missing placeholder since tags fix some generics error rxjavahooks add race helper to testutil fix javadoc warnings
4456.0,4458,1.0,0.0,0.0,0.0,1.0,rename observable and single dooncancel to doondispose completable already used doondispose however i renamed the arguments to match observable and single the diff for observable doesnt show but the offline comparison only lists lines changes did you run some whitespace cleanup akarnokd whoops youre right sorry auto formatter seems to have changed some whitespaces ill revert that this update is missing in release notes on github please remember to mention such changes in the future
4462.0,4466,1.0,0.0,0.0,0.0,1.0,deprecate notificationcreateoncompleted it might just as well shine some light into which method should be used and explain why there are
4481.0,4488,1.0,0.0,0.0,0.0,1.0,add new methods to maybe observable and single from this pr adds just the new methods from to allow a much cleaner change of return types later on updated with corrections
4389.0,4503,1.0,0.0,0.0,0.0,1.0,add system properties to adjust thread priorities of schedulers this pr adds the ability to specify the default thread priorities of computation io newthread and single schedulers via system properties ive added the property names to the schedulers javadocrelated thanks
4501.0,4504,1.0,0.0,0.0,0.0,1.0,add disposable observer for maybe completable & single also any reason the dispoable is called s is it still from the subscription time seems unrelated ioreactivexinternaloperatorsobservableobservablerefcounttest testrepeat failed javalangassertionerror error s present javalangillegalstateexception onsubscribe not called in proper order latch values errors completions at ioreactivexobserverstestobserverfail testobserverjava at ioreactivexobserverstestobserverassertnoerrors testobserverjava at ioreactivexinternaloperatorsobservableobservablerefcounttesttestrepeat observablerefcounttestjava caused by ioreactivexexceptionscompositeexception at ioreactivexobserverstestobserverfail testobserverjava more caused by ioreactivexexceptionscompositeexception$compositeexceptioncausalchain chain of causes for compositeexception in order received caused by javalangillegalstateexception onsubscribe not called in proper order yep ill fix that next started to become annoying to me too
4524.0,4525,1.0,0.0,0.0,0.0,1.0,fix generics t in zip & combinelatest test for combinelatest fill follow
4577.0,4580,1.0,0.0,0.0,0.0,1.0,rename asyncemitter to emitter as per discussion in renaming asyncemitter to emitter via deprecationthere is a catch though completableemitter is correctly named now and depends on asyncemitter via the method java void setcancellation asyncemittercancellable c when can we break the api of that class thanks for review akarnokd i take it we have to wait for to break the api of experimental completableemitter deleting experimental apis has to wait one patch version so will have both and can remove the asyncemitter ok ill patch again once is outon thu sep david karnok notifications githubcom wrote deleting experimental apis has to wait one patch version so will have both and can remove the asyncemitter â€” you are receiving this because you authored the thread reply to this email directly view it on github or mute the thread cc jakewharton artem zinnatullin make the cancelable interfaces extend each other as wellon thu sep pm dave moten notifications githubcom wrote _ davidmoten_ commented on this pull request in src main java rx asyncemitterjava experimental deprecated public interface asyncemitter extends observer { cannot extend emitter because of two versions of cancellable would break existing asyncemitter use â€” you are receiving this because you were mentioned reply to this email directly view it on github or mute the thread make the cancelable interfaces extend each other as wellgood idea um i dont think its worth it juggling with inheritance of these interfaces straight after next release im just going to delete the deprecated stuff ive added a deprecated annotation to completableemitter let me know if you guys still want the interface inheritance business forgot to move cancellable to rxfunctions thats done now thanks for working this out
4498.0,4586,1.0,0.0,0.0,1.0,1.0,add error assertion with predicate to testsubscriber and testobserver added support for error assertions with to testsubscriber requested in to support custom error evaluation removes the need to implement equals and hashcode in exceptions could you do it for testobserver as well sure i will update the pr
4628.0,4629,1.0,0.0,0.0,1.0,1.0,add completablefromrunnable addresses theres maybefromrunnable but completable is missing this method thanks
4634.0,4636,1.0,1.0,1.0,1.0,1.0,update mockito to rc equivalent of but now for the x branch the test ioreactivexmaybemaybetest onterminatedetach seems to be failing claiming there is a memory leak i sadly have no experience with this test to fix it that test is a bit flaky maybe the new mockito increased the base memory usage ill fix that test and rerun this one thanks a lot and enjoy fyi mockito has been released which is equivalent to rc once again thanks a lot for using mockito
4332.0,4641,0.0,0.0,0.0,0.0,1.0,safesubscriber not to call rxjavahooks before delivering the original error before the introduction of rxjavahooks the safesubscriber_onerror called the original error handler with the exception it received which was by default an empty handler the default rxjavahooksonerror behavior however is to signal errors to the uncaught exception handler of the caller thread which leads to unnecessary logging or app crashes even though the error itself is to be handled properlythis pr restores the safesubscriber_onerror to skip the rxjavahooks and call the original handler directy so old tracking code should still get all safe error while newer hooking doesnt get calledrelated cc dlew lgtm thanks for doing this
464.0,4645,1.0,0.0,1.0,1.0,1.0,signal npe observableamb flowableamb this pr addresses
4633.0,4647,1.0,0.0,1.0,1.0,1.0,merge ambarray and ambiterable into amb for single maybe and completable types this pr addresses merge singleambarray and singleambiterable operators into singleamb merge maybeambarray and maybeambiterable operators into maybeamb merge completableambarray and completableambiterable operators into completableamb
4650.0,4651,1.0,0.0,1.0,1.0,1.0,switch maybe and single to use their transformers in compose whoops forgot to update the tests will update in a sec intellij user i presume indeed does i presume ðÿ˜‰ eclipse do something to protect against this eclipse has an error view which doesnt obscure the project structure plus when one shows the breadcrumbs they get error icons indicating theres still something wrong also the project tree gets error icons so it is much harder to miss these kinds of errors interesting ill have to check that out
4653.0,4654,1.0,0.0,0.0,0.0,1.0,upcast concurrenthashmap to map to avoid compatibility issue resovles see http stackoverflowcom a
4680.0,4681,1.0,0.0,0.0,1.0,1.0,fix flowable single elementat and elementatorerror operators on empty sources this will elementatorerror on an empty source just leaves the new single hanging without signalling onerror elementat on an empty source just leaves the maybe hanging without signalling oncomplete i also noticed that elementat with a default value on an empty source did not work either you may have to check the build and restart it a few times if it fails with jacocotestreport
4683.0,4687,1.0,0.0,0.0,1.0,1.0,add observablerangelong & flowablerangelong will adds observablerangelong adds flowablerangelong both implementations are copied same for the unit testswhat should we do about the range overflow check we could use bigdecimal to check that
4688.0,4690,1.0,0.0,0.0,1.0,1.0,basetestconsumer add assertvalueat index predicate adds assertvalueat index predicate to basetestconsumer
4709.0,4710,1.0,0.0,1.0,1.0,1.0,remove checked exceptions from transformer interfaces these functions are for transforming the stream shape not doing work any operation that would throw a checked exception should happen inside the stream not when shaping itcloses
4727.0,4729,1.0,0.0,0.0,1.0,1.0,merge flowableemitterbackpressuremode into backpressurestrategy this is the implementation of i have implemented the changes from the code commentsill keep in mind to rely on code coverage in the futureshould i reply to the review comments directly no need in this case
4620.0,4751,1.0,1.0,1.0,1.0,1.0,fix flowableconcatmapeager hang due to bad request management flowableconcatmapeager s drain loop when encountering a finished inner jumped back to the beginning of the loop but disregarded the potentially changed request amount and just stopped emitting the fix is to use the typical request management approach of reading the current request at the beginning of the loop and then committing the emission amount before trying to leave the looprelated in addition testhelperasserterror has been changed to attach the whole unexpected exception to the assertionerror
4702.0,4757,1.0,0.0,0.0,0.0,1.0,add cache to single uses the same test as the observable one sorry im late to the party here this seems to be rxjava x only is this going to reach x its in uupps right thanks
4809.0,4810,1.0,0.0,0.0,0.0,1.0,subtle change in completables documentation for retrywhen small change as discussed in
482.0,4828,1.0,0.0,0.0,0.0,1.0,changing inner classes to package private to in
482.0,4830,1.0,0.0,0.0,1.0,1.0,completabledoafterterminate to run after onerror as well doafterterminate was intended to call the callback after either oncompleted or onerror but somehow missed that behavior in xrelated
485.0,4858,1.0,0.0,0.0,1.0,1.0,add maybeflatmapsingleelement returning maybe this pr adds the maybeflatmapsingleelement operator that returns a maybe and completes if the source completes unlike flatmapsingle where the returned single signals nosuchelementexception related
4872.0,4873,1.0,0.0,0.0,1.0,1.0,testobserver shouldnt clear the upstream disposable on terminated testobserver replaced the upstreams disposable with the disposed sentinel when it got a terminal event unlike testsubscriber and there seems to be a need for triggering dispose in some upstream even after that this pr changes this behavior and also updates unit tests that expect isdisposed true without actually calling dispose related
488.0,4884,1.0,0.0,0.0,1.0,1.0,enable testscheduler with osecond periodic scheduling the default periodic scheduling code accessed the current worker time as milliseconds which prevents running microsecond and osecond scale unit tests with testscheduler as its internal osecond resolution time is always converted losing precisionthis pr introduces the internal scheduleperiodichelper class moves the default scheduling code into a static method and defines a now osupplier interface that is now implemented by testschedulerworker to return the current o time the default workerscheduleperiodically delegates to this static method and given a null no osupplier the workernow is converted to oseconds as usualrelated
490.0,4911,1.0,0.0,0.0,1.0,1.0,fix & update observablerepeatwhen and retrywhen again this pr fixes the observablerepeatwhen not completing properly if the handler completes in addition the observableredo has been split to observableretrywhen and observablerepeatwhen just like their flowable counterpart and are now they use a less convoluted algorithmrelated i dont know why the travis ci push still shows up
4920.0,4921,1.0,0.0,0.0,0.0,1.0,fix testsubscriber observer message texts fix the wrong messages in testsubscriber and testobserver related
4923.0,4924,1.0,0.0,0.0,0.0,1.0,change completable to completablesource changing completable to completablesource also found one other wrong spot that i within this pr
4926.0,4927,1.0,0.0,0.0,1.0,1.0,fix timer ise due to bad resource mgmt both observabletimer and flowabletimer could report illegalstateexception because if the delayed task completed before the tasks disposable was set the setonce found a non null non terminal reference already setrelated
493.0,4932,1.0,0.0,0.0,1.0,1.0,add safeguards to generate flowablegenerate and observablegenerate lacked the safeguards that were present in x this adds those and adds extra state cleanuprelated
4902.0,4943,1.0,0.0,0.0,1.0,1.0,fix publish function not replenishing its queue i was working on converting the monte carlo pi benchmark to rxjava and it turned out i forgot to replenish the internal queue of publish function in case the upstream was not sync fuseablethis pr fixes the replenishment problem for non fused and async fused sources by requesting after consumptionin addition if an inner subscriber cancelled while it was at request the other inner subscribers might not have resumed drainingive also two unit tests with wrong timeout unit of measure that randomly failed the tests on a slow machine or travis
4961.0,4962,1.0,0.0,0.0,1.0,1.0,fix singletakeuntil other triggering twice this pr fixes the double termination of singletakeuntil publisher when the other fires an item and then completes while ignoring the cancellation in between trying to signal a cancellationexception again which is routed to the rxjavapluginsonerror and crashing on androidin addition the maybetakeuntil received a unit test verifying this doesnt also happen to itrelated
4993.0,5002,1.0,0.0,1.0,1.0,1.0,add scheduler creation factories this is a pretty vanilla copy from rxjava s implementation note that i had to tune newthread scheduler to not be a singleton to support thiswe had talked about borrowing from project reactors apis for different overloads let me know if you think we should add more fine grained controls through these one other thing im worried about is schedulers the best place for this rxjava had them in its rxjavahooks class my concern is that having these alongside the normal io computation etc factories will make them look overly inviting for use and accidental abuse one other thing im worried about is schedulers the best place for this rxjava had them in its rxjavahooks class my concern is that having these alongside the normal io computation etc factories will make them look overly inviting for use and accidental abuseanother problem is that people will try to override the scheduler init with these method calls for rxjavaplugins but referencing schedulers will init the default schedulers regardlessindeed rxjavaplugins sounds like a better place for the methods but keep only the threadfactory variants heading to bed right now but will update the pr in the morning with requested changes also let me know if theres anywhere i should put tests as i wasnt sure what the right place would be indeed rxjavaplugins sounds like a better place for the methods but keep only the threadfactory variantssounds good to me will do that in my updates tomorrow yes tests that verify the custom thread factory actually worked by checking a custom thread name for each case indeed rxjavaplugins sounds like a better place for the methods b d but keep only the threadfactory variants also tweaked the naming a bit newnewthread was a little weird went with create and added scheduler suffix since were not in the schedulers class anymore yes tests that verify the custom thread factory actually worked by checking a custom thread name for each casei tried setting this up matching some of the cdl based approaches in the plugin tests but want able to get it working just hangs pushed what i had in a b any insight heading on vacation for a couple weeks but let me know what you think of getting the tests to work i should have some time here and there to update the pr ive already told you use the runnable in the factory method on the thread constructor use the runnable in the factory method on the thread constructorarent i just testing the test threadfactory implementations then and not that the schedulers are hooked up properly to power the scheduler whats the problem with the tests they seem to be verifying that the supplied factory was used oh you didnt pass the supplied runnable when calling new thread inside the factory oh you didnt pass the supplied runnable when calling new thread inside the factoryah this is what i was missing thanks for pointing that out ive updated tests which should now all be passing and also made them a bit more robust full integration with schedulers to simulate a more real world use case failing test looks like a flake wait no its not reprod locally will fix i think i added manual shutdowns of schedulers after theyre done only io had this lifecycle issue over tests but i did the shutdown in all to be safe ok this time it seems actually flaky as the same commit passed in a different travis job against my fork
5004.0,5005,1.0,0.0,1.0,1.0,1.0,executorschedulerscheduledirect to report isdisposed on complete this pr makes the disposable returned by the executorschedulerscheduledirect report isdisposed true if the task has actually finished which should now be consistent with the worker behavior of other schedulersreported in
5024.0,5027,1.0,0.0,1.0,1.0,1.0,dedicated singlezip implementation no dispose on all success this adds a dedicated implementation for zipping single s adapted from maybezipx routing the original zip through flowable added the usually unwanted behavior of cancelling the sources if one of them reports a completion after a row has been consumed from all when converted to flowable singleobserveronsuccess becomes subscriberonnext oncomplete since there is only onsuccess and onerror in single there is no need to dispose the sources once all signalled their only onsuccess related
5045.0,5049,1.0,0.0,1.0,1.0,1.0,use bounded wildcards for errorhandler adding bound wildcards for error handler merging
5053.0,5054,1.0,0.0,0.0,1.0,1.0,add nullable annotation to simple queue as explained in simplequeue might return nullto document this behavior a nullable annotation has been added merging
5045.0,5058,1.0,0.0,1.0,1.0,1.0,feature more generics in rxjavaplugins i widened the bounds for the functions looks good for merelated to looks like this needs rebasing im sorrry im trying to merge your prs in proper order but multiple recent prs change the same file s yeah no problem rebasing isnt too difficult import and rebased looks like there is a compilation error with the changes uups fixed it at least i hope merging
5060.0,5064,1.0,0.0,1.0,1.0,1.0,fix replay cancel dispose npe this pr fixes both flowablereplay and observablereplay throwing a nullpointerexception if the connection is disconnect before the upstream calls onsubscribe on the connection being established in practice this requires an async cancellation to happen through refcount unsubscribeon for example the validation tests simulate this by not calling onsubscribe until the synchronous connect disconnect happensreported in
4253.0,5086,1.0,0.0,0.0,1.0,1.0,deprecate create add alternatives looks like create wont go away unless we get the ide mark it someway such as being deprecatedthis pr deprecates create and adds unsafecreate for internal use and deprecate renames fromemitter to create action backpressuremode there was an earlier attempt at deprecating create but it was not followed up this pr executes what i suggested in one of the comments https githubcom reactivex rxjava pull issuecomment merging
5089.0,5090,1.0,0.0,0.0,1.0,1.0,fix scan seed f to emit accumulated values asap for performance reasons the scan delayed the emission of accumulated items by one which worked well with sources that pushed new items frequently unfortunately if the source stopped emitting without completion the very last accumulated item was stuck and no way to get it out of scan i considered this type of use being rare but apparently i was wrongthe pr changes scan to emit accumulated items including the initial seed as soon as there is request for it the operator now uses a stable prefetch queue drain found throughout other operators such as observeon remark sadly request trickery such as capturing the first request call emitting the seed and then requesting n doesnt work because if the request call itself happens from another thread and the source is empty the onnext and oncomplete could run concurrentlyreported in
4735.0,5091,1.0,0.0,0.0,0.0,1.0,create subscribeon avoid same pool deadlock this pr allows to fix the same pool deadlock that may happen with create formerly fromemitter and subscribeon as subscribeon by default schedules the requests behind a running emitter and thus the internal request amount may not get updated leading to unnecessary datalosssee in the update if subscribeon detects its upstream is onsubscribecreate it no longer reschedules requests for it for other non immediate cases a new overload allows specifying the requeston parameter that should be false if there is a create action backpressurestrategy in the sequence upstream
5111.0,5114,1.0,0.0,1.0,1.0,1.0,fix observablecombinelatest to dispose eagerly this pr fixes observablecombinelatest to dispose the sources outside the serialization loop just like flowablecombinelatest does this allows cancellation even if the serialization loop is busy blocking inside an onnext emissionin addition a unit test was added to flowablecombinelatest as wellreported in merging
5108.0,5117,1.0,0.0,1.0,1.0,1.0,add parallelflowablesequentialdelayerror this pr adds the sequentialdelayerror operator to parallelflowable that allows awaiting all rails in a parallel flow to terminate normally or with the composite exception of the failed rail s to enable this the flowableparallel operators behavior regarding rail cancellation had to be changed in v if any of the rails cancelled maybe due to a failure maybe due to an end consumer cancelling the entire parallel flow the input flowable was cancelled this pr alters this by requiring all rails to cancel before cancelling the input flowable the change permits one or multiple rails to fail and let others progress in case the new sequentialdelayerror is applied as a terminal operator the original sequential operator still cancels all rails if one of them fails triggering the cancellation of the input flowable note that this change may still drop and never process elements in the internal queues of the operators in the parallel flow because the parallel processing is not implemented with work stealing that could pick up elements from a dead queue in order to get as many elements processed as possible it is recommended to reduce the default prefetch on the runon operator to a reasonable tradeoff value between throughput and fault tolerance edit updated the pr to make sure parallel ignores cancelled rails when it dispatches itemsrelated merging
5111.0,5121,1.0,0.0,0.0,1.0,1.0,fix observablezip to dispose eagerly this pr fixes observablezip to dispose the sources outside the serialization loop just like flowablezip does this allows cancellation even if the serialization loop is busy blocking inside an onnext emissionin addition a unit test was added to observablezip as wellreported in merging
5132.0,5133,1.0,0.0,0.0,1.0,1.0,fix flatmap not cancelling the upstream eagerly this pr fixes the lack of eager cancellation when flatmapping sources and not stopping the upstream if the inner source failsunit tests were added to verify single in case it receives a dedicated implementation one day as currently it delegates to flowable flowable and observable reported in merging
5135.0,5136,1.0,0.0,0.0,0.0,1.0,fix repeatwhen and retrywhen signatures adjust the repeatwhen and retrywhen signatures to accept publisher on single and completable matching flowable s signaturereported in no coverage uploaded for pull request base x a b e click here to learn what that means n a x coverage complexity files hits misses partials impacted files coverage î´ complexity î´ src main java io reactivex flowablejava ã¸ src main java io reactivex singlejava ã¸ src main java io reactivex completablejava ã¸ continue to review full report at codecov legend click here to learn more î´ absolute impact ã¸ not affected missing data last update a b ed bd read the comment docs
5138.0,5146,1.0,0.0,0.0,1.0,1.0,add unsubscribeon to single type add unsubscribeon to single type merging
4853.0,5161,1.0,0.0,0.0,1.0,1.0,add observableswitchmapsingle and switchmapsingledelayerror this is a new operator discussed in the issue refers to a goodly number of new operators which ill do bit by bit as my time allows and to ensure review is not too daunting updated with suggested changes unrelated ci failure ioreactivexparallelparallelflowabletest parallelismandprefetchasync failed javalangassertionerror value counts differ expected actual latch values errors completions timeout disposed at ioreactivexobserversbasetestconsumerfail basetestconsumerjava at ioreactivexobserversbasetestconsumerassertvaluecount basetestconsumerjava at ioreactivexparallelparallelflowabletestparallelismandprefetchasync parallelflowabletestjava unrelated ci failuretracking via could be due to low timeout settings and travis overload just rerun the build next time i did it just now merging
