prNumber,APM,Interpreter,Logging,Data.Structure,i18n,Setup,Logic,Microservices,Test,Search,UI,Parser,App,corpus
2093,1,0,0,1,0,1,0,0,0,1,1,0,1,window walker migrate to launcher summary of the pull requestmove window walker into the launcher as a plugin searching and switching to windows works though a bit shakily aero peek doesnt work yet since we need to figure out how to keep the launcher window from being hidden it is composed of at least window handles which means the old aero peek api cant handle not hiding it pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place validation steps performedsearching for windows works however i do see some intermittent non results which indicates there is some sort of race condition going on in there somewhere its a super obvious bug so will investigate later for now ensuring that window walker is converted into a plugin is good since the launcher code and api are being actively being worked on for known issues let’s create bugs and for mission critical ones log against bug created to track known issue of intermittent results ww_diff_results https user imagesgithubusercontentcom d bff da ea bce ba c e gif i noticed that there are some inconsistencies when compared to the original ww wherein i am seeing extra results sometimes which are not related to the search keyword it does not happen all the time but it does happen quite a few times in the gif searching for teams shows up notepad and powershell which are not shown in the original ww ww_diff_results https user imagesgithubusercontentcom d bff da ea bce ba c e gif i noticed that there are some inconsistencies when compared to the original ww wherein i am seeing extra results sometimes which are not related to the search keyword it does not happen all the time but it does happen quite a few times in the gif searching for teams shows up notepad and powershell which are not shown in the original wwthat is indeed odd will investigate and update this threadedit forgot to tag you alekhyareddy d betsegaw this looks great beta as a feature request i would love a way of filtering the results to window walker specifically maybe by prefixing a filter keyword somethiing like ww task manager here are the numbers im seeing in debug debugpluginmanagerqueryforplugin querytask macost for window walker debugpluginmanagerqueryforplugin querytask macost for program found windows that match the search text debugpluginmanagerqueryforplugin querytask macost for windows indexer plugin debugpluginmanagerqueryforplugin querytacost for calculator debugpluginmanagerqueryforplugin querytacost for folder syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytacost for window walker debugpluginmanagerqueryforplugin querytacost for windows indexer plugin found windows that match the search text debugpluginmanagerqueryforplugin querytacost for program debugpluginmanagerqueryforplugin querytcost for calculator debugpluginmanagerqueryforplugin querytcost for folder syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytcost for window walker found windows that match the search text debugpluginmanagerqueryforplugin querytcost for program debugpluginmanagerqueryforplugin querytcost for windows indexer plugin debugpluginmanagerqueryforplugin querytacost for calculator debugpluginmanagerqueryforplugin querytacost for folder syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytacost for window walker debugpluginmanagerqueryforplugin querytacost for program found windows that match the search text debugpluginmanagerqueryforplugin querytacost for windows indexer plugin debugpluginmanagerqueryforplugin querytaskcost for calculator debugpluginmanagerqueryforplugin querytaskcost for folder debugpluginmanagerqueryforplugin querytaskcost for program syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytaskcost for window walker found windows that match the search text debugpluginmanagerqueryforplugin querytaskcost for windows indexer plugin debugpluginmanagerqueryforplugin querytask macost for calculator debugpluginmanagerqueryforplugin querytask macost for folder syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytask macost for window walker debugpluginmanagerqueryforplugin querytask macost for program found windows that match the search text debugpluginmanagerqueryforplugin querytask macost for windows indexer plugin debugpluginmanagerqueryforplugin querytask managercost for calculator debugpluginmanagerqueryforplugin querytask managercost for folder syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytask managercost for program debugpluginmanagerqueryforplugin querytask managercost for window walker found windows that match the search text debugpluginmanagerqueryforplugin querytask managercost for windows indexer plugin debugpluginmanagerqueryforplugin querytask managecost for calculator debugpluginmanagerqueryforplugin querytask managecost for folder debugpluginmanagerqueryforplugin querytask managecost for program syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytask managecost for window walker found windows that match the search text debugpluginmanagerqueryforplugin querytask managecost for windows indexer plugin debugpluginmanagerqueryforplugin querytask managcost for calculator debugpluginmanagerqueryforplugin querytask managcost for folder debugpluginmanagerqueryforplugin querytask managcost for program syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytask managcost for window walker found windows that match the search text debugpluginmanagerqueryforplugin querytask managcost for windows indexer plugin debugpluginmanagerqueryforplugin querytask manacost for calculator debugpluginmanagerqueryforplugin querytask manacost for folder syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytask manacost for program debugpluginmanagerqueryforplugin querytask manacost for window walker found windows that match the search text debugpluginmanagerqueryforplugin querytask manacost for windows indexer plugin debugpluginmanagerqueryforplugin querytask mancost for calculator debugpluginmanagerqueryforplugin querytask mancost for folder syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytask mancost for window walker debugpluginmanagerqueryforplugin querytask mancost for windows indexer plugin found windows that match the search text debugpluginmanagerqueryforplugin querytask mancost for program debugpluginmanagerqueryforplugin querytask macost for calculator debugpluginmanagerqueryforplugin querytask macost for folder syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytask macost for window walker debugpluginmanagerqueryforplugin querytask macost for windows indexer plugin found windows that match the search text debugpluginmanagerqueryforplugin querytask macost for program debugpluginmanagerqueryforplugin querytask mcost for calculator debugpluginmanagerqueryforplugin querytask mcost for folder syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytask mcost for window walker debugpluginmanagerqueryforplugin querytask mcost for program found windows that match the search text debugpluginmanagerqueryforplugin querytaskcost for folder debugpluginmanagerqueryforplugin querytaskcost for calculator debugpluginmanagerqueryforplugin querytaskcost for program syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytaskcost for window walker found windows that match the search text debugpluginmanagerqueryforplugin querytask mcost for windows indexer plugin exception thrown systemoperationcanceledexception in systemthreadingtasksparalleldll debugpluginmanagerqueryforplugin querytaskcost for windows indexer plugin debugpluginmanagerqueryforplugin querytaskcost for calculator debugpluginmanagerqueryforplugin querytaskcost for folder debugpluginmanagerqueryforplugin querytaskcost for program syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytaskcost for window walker found windows that match the search text debugpluginmanagerqueryforplugin querytaskcost for windows indexer plugin debugpluginmanagerqueryforplugin querytacost for calculator syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytacost for program debugpluginmanagerqueryforplugin querytacost for folder debugpluginmanagerqueryforplugin querytacost for window walker found windows that match the search text debugpluginmanagerqueryforplugin querytacost for windows indexer plugin debugpluginmanagerqueryforplugin querytcost for calculator debugpluginmanagerqueryforplugin querytcost for folder syncing windowsearch result with openwindows model debugpluginmanagerqueryforplugin querytcost for program debugpluginmanagerqueryforplugin querytcost for window walker found windows that match the search text debugpluginmanagerqueryforplugin querytcost for windows indexer plugin totally agree about the signal words however i think it should be a common approach at the launcher level to filter to specific plugins also i believe alekhyareddy is doing work to change up the logic for scoring the results which should also alleviate the noise issue from window walker for signal words issue https githubcom microsoft powertoys issues it is a p against v looked through the intermittent issue with alekhyareddy and apparently this is happening at launcher level since logging the results at the plugin interfaces shows ww returning the right results doing some clean up and then merging this
2099,0,0,0,0,0,0,0,0,0,0,1,0,0,move markdown parsing logic outside control thread summary of the pull requestmove the majority of the markdown preview handler processing logic outside of the ui thread to avoid hangs when processing larger markdown files pr checklist x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x tests added passed n a no change in functionality ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan detailed description of the pull request additional commentsoriginal implementation of the markdown preview pane handler did all the loading and processing of the markdown document on the ui thread with a larger document or some potential issue that caused a delay this could cause hangs by temporarily blocking the ui thread this move any code that doesnt require direct access to the ui thread out in general the logic of the rendering function has not been changed i wanted to take a look at the power toys code and understand how the previewers were implemented and deployed i noticed an opportunity for an optimization to the markdown handler and wanted to try out deploying and debugging a custom build of a preview pane handler i took this as chance to do that validation steps performedadded delays tasksleep inside the ui thread portion and outside the ui thread and anecdotally verified that the ui seemed snappier when the delays were outside the ui thread updated the registry entries for the handler to point to my updated binaries and reloaded the prevhostexe process and validated the previews loaded as expectedudit created an issue to track the work veleek the build is failing with your new commit probably because of a spacing error can you resolve that make sure to build it locally otherwise changes looks good to me i have also created an issue to track the work and assigned it youthanksudit veleek remove the whitespace on line and it should work veleek did you create an issue for this thanks for merging udit created issue for this i dont think i can close the issue myself
2099,1,0,0,0,0,1,0,1,0,1,1,0,1,move markdown parsing logic outside control thread summary of the pull requestmove the majority of the markdown preview handler processing logic outside of the ui thread to avoid hangs when processing larger markdown files pr checklist x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x tests added passed n a no change in functionality ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan detailed description of the pull request additional commentsoriginal implementation of the markdown preview pane handler did all the loading and processing of the markdown document on the ui thread with a larger document or some potential issue that caused a delay this could cause hangs by temporarily blocking the ui thread this move any code that doesnt require direct access to the ui thread out in general the logic of the rendering function has not been changed i wanted to take a look at the power toys code and understand how the previewers were implemented and deployed i noticed an opportunity for an optimization to the markdown handler and wanted to try out deploying and debugging a custom build of a preview pane handler i took this as chance to do that validation steps performedadded delays tasksleep inside the ui thread portion and outside the ui thread and anecdotally verified that the ui seemed snappier when the delays were outside the ui thread updated the registry entries for the handler to point to my updated binaries and reloaded the prevhostexe process and validated the previews loaded as expectedudit created an issue to track the work veleek the build is failing with your new commit probably because of a spacing error can you resolve that make sure to build it locally otherwise changes looks good to me i have also created an issue to track the work and assigned it youthanksudit veleek remove the whitespace on line and it should work veleek did you create an issue for this thanks for merging udit created issue for this i dont think i can close the issue myself
2133,1,0,0,0,0,1,0,1,0,1,1,0,1,removing everything references summary of the pull request references pr checklist applies to cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla tests added passed requires documentation to be updated ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place xxx detailed description of the pull request additional comments validation steps performed
2133,1,0,0,0,0,1,0,1,0,1,1,1,1,removing everything references summary of the pull request references pr checklist applies to cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla tests added passed requires documentation to be updated ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place xxx detailed description of the pull request additional comments validation steps performed
2144,0,0,0,0,0,1,0,1,0,1,1,0,1,set mainwindow visibility to hidden on startup summary of the pull request set the mainwindow visibility to hidden on startup pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla validation steps performed manually verified that the powerlauncher application is running in the task manager but doesnt pop up pressing alt space triggers it lgtm
2144,0,0,0,0,0,0,0,0,0,1,1,0,1,set mainwindow visibility to hidden on startup summary of the pull request set the mainwindow visibility to hidden on startup pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla validation steps performed manually verified that the powerlauncher application is running in the task manager but doesnt pop up pressing alt space triggers it lgtm
2153,0,0,0,0,0,0,0,0,0,1,0,0,1,take subset of pr for issues summary of the pull requestwe noticed some performance impact the the search indexer changes to query like instead of contains i want to commit a subset of alekhyareddy s changes in to fix the issues listed below and separately evaluate the tradeoff between the new results returned by like queries and the extra time the indexer is taking references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla tests added passed requires documentation to be updated ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place xxx detailed description of the pull request additional commentshere are the logs of the indexer in vs just the subset of changes debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin exception thrown systemoperationcanceledexception in systemthreadingtasksparalleldlldebugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin this pr debugpluginmanagerqueryforplugincost for shell debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin validation steps performedtested locally
2153,0,0,0,0,0,0,0,0,0,0,0,0,1,take subset of pr for issues summary of the pull requestwe noticed some performance impact the the search indexer changes to query like instead of contains i want to commit a subset of alekhyareddy s changes in to fix the issues listed below and separately evaluate the tradeoff between the new results returned by like queries and the extra time the indexer is taking references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla tests added passed requires documentation to be updated ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place xxx detailed description of the pull request additional commentshere are the logs of the indexer in vs just the subset of changes debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin exception thrown systemoperationcanceledexception in systemthreadingtasksparalleldlldebugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin this pr debugpluginmanagerqueryforplugincost for shell debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin validation steps performedtested locally
2153,0,0,0,0,0,0,0,0,0,1,0,0,1,take subset of pr for issues summary of the pull requestwe noticed some performance impact the the search indexer changes to query like instead of contains i want to commit a subset of alekhyareddy s changes in to fix the issues listed below and separately evaluate the tradeoff between the new results returned by like queries and the extra time the indexer is taking references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla tests added passed requires documentation to be updated ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place xxx detailed description of the pull request additional commentshere are the logs of the indexer in vs just the subset of changes debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin exception thrown systemoperationcanceledexception in systemthreadingtasksparalleldlldebugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin this pr debugpluginmanagerqueryforplugincost for shell debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin validation steps performedtested locally
2153,1,0,0,1,0,1,0,0,0,1,1,0,1,take subset of pr for issues summary of the pull requestwe noticed some performance impact the the search indexer changes to query like instead of contains i want to commit a subset of alekhyareddy s changes in to fix the issues listed below and separately evaluate the tradeoff between the new results returned by like queries and the extra time the indexer is taking references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla tests added passed requires documentation to be updated ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place xxx detailed description of the pull request additional commentshere are the logs of the indexer in vs just the subset of changes debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin exception thrown systemoperationcanceledexception in systemthreadingtasksparalleldlldebugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin this pr debugpluginmanagerqueryforplugincost for shell debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin validation steps performedtested locally
2153,0,0,0,0,0,0,0,0,0,1,0,0,1,take subset of pr for issues summary of the pull requestwe noticed some performance impact the the search indexer changes to query like instead of contains i want to commit a subset of alekhyareddy s changes in to fix the issues listed below and separately evaluate the tradeoff between the new results returned by like queries and the extra time the indexer is taking references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla tests added passed requires documentation to be updated ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place xxx detailed description of the pull request additional commentshere are the logs of the indexer in vs just the subset of changes debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin exception thrown systemoperationcanceledexception in systemthreadingtasksparalleldlldebugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin this pr debugpluginmanagerqueryforplugincost for shell debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin validation steps performedtested locally
2153,0,0,0,0,0,0,0,0,0,0,0,0,1,take subset of pr for issues summary of the pull requestwe noticed some performance impact the the search indexer changes to query like instead of contains i want to commit a subset of alekhyareddy s changes in to fix the issues listed below and separately evaluate the tradeoff between the new results returned by like queries and the extra time the indexer is taking references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla tests added passed requires documentation to be updated ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place xxx detailed description of the pull request additional commentshere are the logs of the indexer in vs just the subset of changes debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin exception thrown systemoperationcanceledexception in systemthreadingtasksparalleldlldebugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin this pr debugpluginmanagerqueryforplugincost for shell debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for windows indexer plugin debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for calculator debugpluginmanagerqueryforplugincost for folder debugpluginmanagerqueryforplugincost for program debugpluginmanagerqueryforplugincost for windows indexer plugin validation steps performedtested locally
2158,0,0,0,0,0,1,0,0,0,0,0,0,0,fz editor splitted zones positioning summary of the pull requestfancyzones editor fixed splitted zones positioning in grid layouts references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x tests added passed requires documentation to be updated ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place xxx detailed description of the pull request additional commentsin grid layouts zone size is represented in percentage of useful screen area without splitters and borders when we split zone useful area is reduced since it is expected that zone size shouldnt be changed all zones percents have to be recalculated validation steps performed manually tested with different layouts and different display scaling added winappdriver tests im getting a warning about inconsistent line endings in grideditorxamlcs lines after creating and applying a grid layout its not exactly the same as displayed in the editor let me know if you need more details to reproduce this after creating and applying a grid layout its not exactly the same as displayed in the editor let me know if you need more details to reproduce thisyes please provide details it was ok when i checked https user imagesgithubusercontentcom ff ea f d eabc png https user imagesgithubusercontentcom ff ea c d fde ea png i must have mistaken a zone border for something else its good actually sorry for wasting your time hijust wondering if there is any plan to have enhanced fancyzones with the option to have zone overlapping and layer over each otheri try to explain with the image i attached of course all zones with the edge to edge with each other each zone is with different box color in the imagein this case we have in total of zoneszone & of the screen each vertical splitzone of the screen vertical splitzone of the screen vertical splitzone & of the screen on each horizontal split of zone zone & of the screen on each vertical split of zone i was able to create those zones in version v however i only able to use zone as those are on the top layer and cover the whole screen fanzyzones https user imagesgithubusercontentcom e ea a d a fdbajpg keuwan this is a pull request please open an issue for your questionthanks
2158,0,0,0,0,0,0,0,0,0,0,0,0,1,fz editor splitted zones positioning summary of the pull requestfancyzones editor fixed splitted zones positioning in grid layouts references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x tests added passed requires documentation to be updated ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place xxx detailed description of the pull request additional commentsin grid layouts zone size is represented in percentage of useful screen area without splitters and borders when we split zone useful area is reduced since it is expected that zone size shouldnt be changed all zones percents have to be recalculated validation steps performed manually tested with different layouts and different display scaling added winappdriver tests im getting a warning about inconsistent line endings in grideditorxamlcs lines after creating and applying a grid layout its not exactly the same as displayed in the editor let me know if you need more details to reproduce this after creating and applying a grid layout its not exactly the same as displayed in the editor let me know if you need more details to reproduce thisyes please provide details it was ok when i checked https user imagesgithubusercontentcom ff ea f d eabc png https user imagesgithubusercontentcom ff ea c d fde ea png i must have mistaken a zone border for something else its good actually sorry for wasting your time hijust wondering if there is any plan to have enhanced fancyzones with the option to have zone overlapping and layer over each otheri try to explain with the image i attached of course all zones with the edge to edge with each other each zone is with different box color in the imagein this case we have in total of zoneszone & of the screen each vertical splitzone of the screen vertical splitzone of the screen vertical splitzone & of the screen on each horizontal split of zone zone & of the screen on each vertical split of zone i was able to create those zones in version v however i only able to use zone as those are on the top layer and cover the whole screen fanzyzones https user imagesgithubusercontentcom e ea a d a fdbajpg keuwan this is a pull request please open an issue for your questionthanks
2161,0,0,0,0,0,0,0,0,0,0,1,0,0,added fancy zones settings summary of the pull request added viewmodel implementation of the fancyzones settings move text in xaml to a localized string resource added flag to disable ui controls when the powertoy is disableddemo https githubcom microsoft powertoys blob user laius temp doc images fz_settings_v _demo_gifgif references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x requires documentation to be updated x ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place detailed description of the pull request additional comments validation steps performed verified changes in the json settings file and the ui itself
2161,1,0,0,0,0,1,1,1,0,1,1,0,1,added fancy zones settings summary of the pull request added viewmodel implementation of the fancyzones settings move text in xaml to a localized string resource added flag to disable ui controls when the powertoy is disableddemo https githubcom microsoft powertoys blob user laius temp doc images fz_settings_v _demo_gifgif references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x requires documentation to be updated x ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place detailed description of the pull request additional comments validation steps performed verified changes in the json settings file and the ui itself
2161,0,0,0,0,0,0,0,0,0,0,1,0,0,added fancy zones settings summary of the pull request added viewmodel implementation of the fancyzones settings move text in xaml to a localized string resource added flag to disable ui controls when the powertoy is disableddemo https githubcom microsoft powertoys blob user laius temp doc images fz_settings_v _demo_gifgif references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x requires documentation to be updated x ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place detailed description of the pull request additional comments validation steps performed verified changes in the json settings file and the ui itself
2161,0,0,0,0,0,0,0,0,0,0,0,0,0,added fancy zones settings summary of the pull request added viewmodel implementation of the fancyzones settings move text in xaml to a localized string resource added flag to disable ui controls when the powertoy is disableddemo https githubcom microsoft powertoys blob user laius temp doc images fz_settings_v _demo_gifgif references pr checklist x applies to x cla signed if not go over here https claopensourcemicrosoftcom microsoft powertoys and sign the cla x requires documentation to be updated x ive discussed this with core contributors already if not checked im ready to accept this work might be rejected in favor of a different grand plan issue number where discussion took place detailed description of the pull request additional comments validation steps performed verified changes in the json settings file and the ui itself
2179,0,0,0,0,0,0,0,0,0,0,1,1,1,keyboard manager ui tweaks dev build features summary of the pull requestthis pr tweaks the ui to fix the issues linked below for the change is only on the settings window and not the c side image https user imagesgithubusercontentcom fb b ff ea e ec bbf bffdpng image https user imagesgithubusercontentcom ff ea ab f b png for the banded rows the solution using listviewextensions as suggested by niels here https githubcom microsoft powertoys issues issuecomment was implemented pr checklist x applies to
2179,1,0,0,0,0,1,1,1,0,1,1,0,1,keyboard manager ui tweaks dev build features summary of the pull requestthis pr tweaks the ui to fix the issues linked below for the change is only on the settings window and not the c side image https user imagesgithubusercontentcom fb b ff ea e ec bbf bffdpng image https user imagesgithubusercontentcom ff ea ab f b png for the banded rows the solution using listviewextensions as suggested by niels here https githubcom microsoft powertoys issues issuecomment was implemented pr checklist x applies to
2179,0,0,0,0,0,0,0,0,0,0,1,1,1,keyboard manager ui tweaks dev build features summary of the pull requestthis pr tweaks the ui to fix the issues linked below for the change is only on the settings window and not the c side image https user imagesgithubusercontentcom fb b ff ea e ec bbf bffdpng image https user imagesgithubusercontentcom ff ea ab f b png for the banded rows the solution using listviewextensions as suggested by niels here https githubcom microsoft powertoys issues issuecomment was implemented pr checklist x applies to
2179,0,0,0,0,0,1,0,0,0,0,0,0,0,keyboard manager ui tweaks dev build features summary of the pull requestthis pr tweaks the ui to fix the issues linked below for the change is only on the settings window and not the c side image https user imagesgithubusercontentcom fb b ff ea e ec bbf bffdpng image https user imagesgithubusercontentcom ff ea ab f b png for the banded rows the solution using listviewextensions as suggested by niels here https githubcom microsoft powertoys issues issuecomment was implemented pr checklist x applies to
2179,0,0,0,0,0,0,0,0,0,0,1,1,1,keyboard manager ui tweaks dev build features summary of the pull requestthis pr tweaks the ui to fix the issues linked below for the change is only on the settings window and not the c side image https user imagesgithubusercontentcom fb b ff ea e ec bbf bffdpng image https user imagesgithubusercontentcom ff ea ab f b png for the banded rows the solution using listviewextensions as suggested by niels here https githubcom microsoft powertoys issues issuecomment was implemented pr checklist x applies to
