pr;Util;NLP;APM;Network;DB;Interpreter;Error Handling;Logging;Lang;Data Structure;DevOps;i18n;Setup;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;Event Handling;App;GIS;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
473;1;0;0;1;1;1;1;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;fix another deadlock in httpremotetask;;;0;fix another deadlock in httpremotetask;;;;;;1;1;fix another deadlock in httpremotetask;
474;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;tolerate connection errors in client;;;0;tolerate connection errors in client;;;;;;1;1;tolerate connection errors in client;
475;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;1;0;1;1;0;0;1;1;0;1;1;fix console --execute;;;0;fix console --execute;;;;;;1;1;fix console --execute;
476;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;1;1;0;1;1;0;1;1;minor statement api cleanups;;;0;minor statement api cleanups;;;;;;1;1;minor statement api cleanups;
478;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;id improvements;;;0;id improvements;;;;;;1;1;add improved query id generator;
479;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;fix cancel;;;0;fix cancel;;;;;;1;1;support canceling a task before the create occurs;
"480;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;add event logging for split completion;the nectar payload in scribe will look like this:  {    completed_positions_rate_ten_sec : 437     completed_data_size_count_one_min : 1026901     event_type :  splitcompletion      task_id :  2.1.0      completed_data_size_total : 1026901     time_to_last_byte_ms : 24719     event_uuid :  fffb559f-7db3-40bb-aad4-56e001f1dbc8      completed_positions_count_ten_sec : 4370     time_to_first_byte_ms : 24716     completed_data_size_rate_thirty_sec : 34230.033333333     query_id :  2      execution_start_time :  2013-04-09t22:40:23.309z      wall_time_ms : 24720     completed_positions_rate_one_min : 72.833333333333     completed_data_size_count_ten_sec : 1026901     completed_positions_count_thirty_sec : 4370     completed_positions_count_one_min : 4370     cpu_time_ms : 210     split_info_json :  [{\ path\ :\ hdfs:\/\/dfs1.data.facebook.com:9000\/user\/facebook\/warehouse\/ad_account_bass_ad_obj_map\/ds=2013-04-06\/000000_0\  \ start\ :0 \ length\ :49792606 \ hosts\ :[\ hadoop2913.snc5.facebook.com.\/10.38.208.27\  \ hadoop417.snc5.facebook.com.\/10.38.27.21\  \ hadoop1829.snc5.facebook.com.\/10.38.106.27\ ]}]      completed_positions_total : 4370     completed_data_size_count_thirty_sec : 1026901     user_time_ms : 199     event_time :  2013-04-09t22:40:48.033z      completed_data_size_rate_ten_sec : 102690.1     completed_positions_rate_thirty_sec : 145.66666666667     completed_data_size_rate_one_min : 17115.016666667     event_host :  ehwang-mbp.local      stage_id :  2.1  };;0;add event logging for split completion;""the nectar payload in scribe will look like this:{  """"completed_positions_rate_ten_sec"""": 437  """"completed_data_size_count_one_min"""": 1026901  """"event_type"""": """"splitcompletion""""  """"task_id"""": """"210""""  """"completed_data_size_total"""": 1026901  """"time_to_last_byte_ms"""": 24719  """"event_uuid"""": """"fffb559f-7db3-40bb-aad4-56e001f1dbc8""""  """"completed_positions_count_ten_sec"""": 4370  """"time_to_first_byte_ms"""": 24716  """"completed_data_size_rate_thirty_sec"""": 34230033333333  """"query_id"""": """"2""""  """"execution_start_time"""": """"2013-04-09t22 23309z""""  """"wall_time_ms"""": 24720  """"completed_positions_rate_one_min"""": 72833333333333  """"completed_data_size_count_ten_sec"""": 1026901  """"completed_positions_count_thirty_sec"""": 4370  """"completed_positions_count_one_min"""": 4370  """"cpu_time_ms"""": 210  """"split_info_json"""": """"[{\""""path\"""":\""""hdfs:\/\/dfs1datafacebookcom:9000\/user\/facebook\/warehouse\/ad_account_bass_ad_obj_map\/ds2013-04-06\/000000_0\""""\""""start\"""":0\""""length\"""":49792606\""""hosts\"""":[\""""hadoop2913snc5facebookcom\/103820827\""""\""""hadoop417snc5facebookcom\/10382721\""""\""""hadoop1829snc5facebookcom\/103810627\""""]}]""""  """"completed_positions_total"""": 4370  """"completed_data_size_count_thirty_sec"""": 1026901  """"user_time_ms"""": 199  """"event_time"""": """"2013-04-09t22 48033z""""  """"completed_data_size_rate_ten_sec"""": 1026901  """"completed_positions_rate_thirty_sec"""": 14566666666667  """"completed_data_size_rate_one_min"""": 17115016666667  """"event_host"""": """"ehwang-mbplocal""""  """"stage_id"""": """"21""""}"";;;;;1;1;add event logging for presto split completion;"
481;1;0;0;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;move all jaxrs code to server module and remove dependency;;;0;move all jaxrs code to server module and remove dependency;;;;;;1;1;move all jaxrs code to server module and remove dependency;
483;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;move event class to presto-facebook;;;0;move event class to presto-facebook;;did you forget to add the new file to the commit? || its in the other repo || ;;;;1;1;move event class to presto-facebook;
484;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;enable jmx stats for dfsclient;this took way too long;;0;enable jmx stats for dfsclient;this took way too long;;;;;1;1;enable jmx stats for dfsclient;
486;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;fix bug in statementresource purger;;;0;fix bug in statementresource purger;;;;;;1;1;fix bug in statementresource purger;
488;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;improve error message for backquoted identifiers;;;0;improve error message for backquoted identifiers;;;;;;1;1;improve error message for backquoted identifiers;
490;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix setting timeouts for hive metastore client;;;0;fix setting timeouts for hive metastore client;;;;;;1;1;rename simplehivecluster to testinghivecluster;
"492;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;fix client hang for simple queries with no output stage;this makes e.g.  drop table  not hang in the cli.;;0;fix client hang for simple queries with no output stage;""this makes eg """"drop table"""" not hang in the cli"";;;;;1;1;""fix client hang for simple queries with no output stagethis makes eg """"drop table"""" not hang in the cli"";"
494;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;only return data if query was successful;;;0;only return data if query was successful;;;;;;1;1;only return data if query was successful;
499;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;create alias;do not work on this pull request until  was applied!;;0;create alias;;good to go ||;;;;1;1;revert logicalexecutionplanner changesthe sub planner is required because it gets a different symbol/type map which is needed for the execution;
500;1;0;0;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;add simple query dashboard;;;0;add simple query dashboard;;;;;;1;1;add simple query dashboard;
501;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix bug in tupleinfo.setnull/setnotnull;;;0;fix bug in tupleinfosetnull/setnotnull;;;;;;1;1;fix bug in tupleinfosetnull/setnotnull;
502;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;0;1;1;0;1;1;flush buffered console results during slow queries;;;0;flush buffered console results during slow queries;;nice! ||;;;;1;1;flush buffered console results during slow queries;
506;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;upgrade dfsclient and add slow node switching;;;0;upgrade dfsclient and add slow node switching;;;;;;1;1;expose slowdatanodeswitcher stats through jmx;
508;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;remove import client;;;0;remove import client;;;;;;1;1;do not fail when a split worker is gced;
510;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;fix parsing of identifiers that start with a digit;;;0;fix parsing of identifiers that start with a digit;;;;;;1;1;fix parsing of identifiers that start with a digit;
512;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;0;1;0;minor (hacky) refactoring to fix missing stats from completion event;;;0;minor (hacky) refactoring to fix missing stats from completion event;;looks good ;;;;1;1;minor (hacky) refactoring to fix missing stats from completion event;
513;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;record failures for any error during task scheduling;;;0;record failures for any error during task scheduling;;;;;;1;1;record failures for any error during task scheduling;
514;1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;1;0;1;1;1;0;0;1;0;1;1;expressionformatter fixes;;;0;expressionformatter fixes;;;;;;1;1;rename expressionformattertostring() to formatexpression()to make it easier to import statically;
515;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;fix bug when ordering by window function;;;0;fix bug when ordering by window function;;;;;;1;1;fix bug when ordering by window function;
516;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;fix sql formatter and add tests;;;0;fix sql formatter and add tests;;;;;;1;1;fix sql formatter and add tests;
518;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0; when following symlinks across hdfs instances;;;0; when following symlinks across hdfs instances;;;;;;1;1;get filesystem for target path when following symlinks;
519;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;ask for partition info in exponentially increasing batch sizes;this should help speed up trivial queries (e.g.  limit) when the number of candidate partitions is large and the partition information hasn t been cached yet.;;0;ask for partition info in exponentially increasing batch sizes;this should help speed up trivial queries (eg limit) when the number of candidate partitions is large and the partition information hasnt been cached yet;;;;;1;1;ask for partition info in exponentially increasing batch sizesthis should help speed up trivial queries (eg limit) when the number of candidate partitions is large and the partition information hasnt been cached yet;
520;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fast trivial queries;;;0;fast trivial queries;;;;;;1;1;minor fixes and documentation;
521;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;show error for show columns if table does not exist;;;0;show error for show columns if table does not exist;;;;;;1;1;show error for show columns if table does not exist;
"522;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;show whether columns are partition keys in describe;;;0;show whether columns are partition keys in describe;;""looks good  we need a sql test for """"describe table"""" || "";;;;1;1;show whether columns are partition keys in describe;"
523;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix benchmarks;;;0;fix benchmarks;;;;;;1;1;fix broken show table test;
524;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;add benchmark for like;;;0;add benchmark for like;;;;;;1;1;add benchmark for like;
525;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;fix starvation (task should run if the query is not done);;;0;fix starvation (task should run if the query is not done);;;;;;1;1;fix starvation (task should run if the query is not done);
526;1;0;1;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;1;0;add retry code back into hive client;remove other unnecessary uses of retrydriver move retrydriver to hive module;;0;add retry code back into hive client;remove other unnecessary uses of retrydrivermove retrydriver to hive module;;;;;1;1;add retry code back into hive clientremove other unnecessary uses of retrydrivermove retrydriver to hive module;
527;1;0;0;1;1;1;0;0;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;0;1;0;fix show partitions bug;supply a default value to bindings optional;;0;fix show partitions bug;supply a default value to bindings optional;;;;;1;1;fix show partitions bugsupply a default value to bindings optional;
528;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;fix calls to optional.get() without optional.ispresent();;;0;fix calls to optionalget() without optionalispresent();;;;;;1;1;fix calls to optionalget() without optionalispresent();
529;1;0;0;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;return multiple pages from statement resource;;;0;return multiple pages from statement resource;;;;;;1;1;return multiple pages from statement resource;
530;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;use unix timestamps in seconds for time functions;;;0;use unix timestamps in seconds for time functions;;;;;;1;1;use unix timestamps in seconds for time functions;
531;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;skip split address hints that do not resolve;;;0;skip split address hints that do not resolve;;;;;;1;1;skip split address hints that do not resolve;
532;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix symbol to qualifiedname conversion;;;0;fix symbol to qualifiedname conversion;;;;;;1;1;fix symbol to qualifiedname conversion;
534;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;minor fixes;;;0;minor fixes;;;;;;1;1;ignore add output buffer calls when query is finished;
536;1;0;1;0;1;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;improve metadata system;replace internal schema with connector metadata add sys.query and sys.task tables add jmx connector move local tests and benchmarks to use standard execution apis;;0;improve metadata system;replace internal schema with connector metadataadd sysquery and systask tablesadd jmx connectormove local tests and benchmarks to use standard execution apis;;;;;1;1;add benchmark smoke test to run in build;
541;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;hive connector fixes;;;0;hive connector fixes;;;;;;1;1;fix bugs with selecting and describing dual in hive connector;
542;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;add more data to sys.query and sys.task;rename heartbeat to heartbeat;;0;add more data to sysquery and systask;rename heartbeat to heartbeat;;;;;1;1;add more data to sysquery and systaskrename heartbeat to heartbeat;
543;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;expose hive flush cache via jmx;;;0;expose hive flush cache via jmx;;;;;;1;1;expose hive flush cache via jmx;
544;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;stop exchange operator immediately when task output is done;;;0;stop exchange operator immediately when task output is done;;;;;;1;1;stop exchange operator immediately when task output is done;
545;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;cache regexps for like and switch to joni;;;0;cache regexps for like and switch to joni;;;;;;1;1;use joni for matching like patterns;
548;1;0;1;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;limit the amount of memory for topn operator;;;0;limit the amount of memory for topn operator;;otherwise it ;;;;1;1;limit the amount of memory for topn operator;
549;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;optimize like expressions;- if pattern does not have % or _  replace with comparison expression - return new like expression with optimized operands;;0;optimize like expressions;- if pattern does not have % or _ replace with comparison expression- return new like expression with optimized operands;;;;;1;1;optimize like expressions- if pattern does not have % or _ replace with comparison expression- return new like expression with optimized operands;
550;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix null handling in like expressions;;;0;fix null handling in like expressions;;assuming a null escape should produce a null  yeah i checked the sql spec to be clear ||;;;;1;1;fix null handling in like expressions;
551;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;add support for hive binary type;;;0;add support for hive binary type;;;;;;1;1;add support for hive binary type;
552;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;benchmark for in with constant list;;;0;benchmark for in with constant list;;nice :)  ship it! ||;;;;1;1;benchmark for in with constant list;
554;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;enable in benchmark;i forgot to add it to the benchmark suite;;0;enable in benchmark;i forgot to add it to the benchmark suite;;;;;1;1;add in benchmark to suite;
555;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;do not assume metastore.get_partitions_by_names returns partitions in the same order as requested;;;0;do not assume metastoreget_partitions_by_names returns partitions in the same order as requested;;;;;;1;1;do not assume metastoreget_partitions_by_names returns partitions in the same order as requested;
557;1;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;add more information to events;add source  remote user address and user agent to session add partition id to hive split info;;0;add more information to events;add source remote user address and user agent to sessionadd partition id to hive split info;;;;;1;1;add partitionid to hivesplit info object;
558;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;add function type to show functions command;;;0;add function type to show functions command;;;;;;1;1;add function type to show functions command;
559;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add max split size to hive client;;;0;add max split size to hive client;;;;;;1;1;add max split size to hive client;
561;1;0;0;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;1;1;0;1;1;1;0;1;1;alter queries to support a querybody structure;;;0;alter queries to support a querybody structure;;;;;;1;1;alter queries to support a querybody structure;
562;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;support multiple wildcards in select list;;;0;support multiple wildcards in select list;;;;;;1;1;support multiple wildcards in select list;
563;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;expose some query/task manager stats via jmx;;;0;expose some query/task manager stats via jmx;;;;;;1;1;expose querymanager stats via jmx;
564;1;0;0;1;1;1;0;0;1;1;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;add table name to hive split info;;;0;add table name to hive split info;;;;;;1;1;add table name to hive split info;
565;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;unpartitioned hive tables have no partition keys not no partitions;;;0;unpartitioned hive tables have no partition keys not no partitions;;;;;;1;1;unpartitioned hive tables have no partition keys not no partitions;
566;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;upgrade to hive-presto-shaded 0.5;;;0;upgrade to hive-presto-shaded 05;;;;;;1;1;upgrade to hive-presto-shaded 05;
567;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;add max page size limit;;;0;add max page size limit;;other than the comments this ;;;;1;1;add max page size limit;
569;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;better constrain buffer memory usage;add soft limit to exchange client buffer add soft limit to output sink buffer (sharedbuffer) size buffers in pagebuilder based on the size of previous page produced add more testing to exchange client;;0;better constrain buffer memory usage;add soft limit to exchange client bufferadd soft limit to output sink buffer (sharedbuffer)size buffers in pagebuilder based on the size of previous page producedadd more testing to exchange client;;;;;1;1;add sequence id to page buffer protocol to support failed/duplicate requests;
570;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;add missing @jsonproperty annotation to session source field;;;0;add missing @jsonproperty annotation to session source field;;;;;;1;1;add missing @jsonproperty annotation to session source field;
571;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;add com.fasterxml.jackson to parent-first packages;;;0;add comfasterxmljackson to parent-first packages;;;;;;1;1;add comfasterxmljackson to parent-first packages;
574;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;add union [all] support;;;0;add union [all] support;;i also threw in some unit test fixes and support for explicit table query syntax in the last few commits || great stuff! ship it! ||;;;;1;1;fix comments for pull #574;
578;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;limit size of response based on bytes not pages;;;0;limit size of response based on bytes not pages;;;;;;1;1;limit size of response based on bytes not pages;
580;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;use new shaded hadoop and hive artifacts;;;0;use new shaded hadoop and hive artifacts;;;;;;1;1;use new shaded hadoop and hive artifacts;
581;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;make query id actually unique;;;0;make query id actually unique;;;;;;1;1;make query id actually unique;
583;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;task manager fixes;;;0;task manager fixes;;;;;;1;1;fix sqltaskmanagerremoveoldtasks();
585;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;some extra commits for the union stuff;;;0;some extra commits for the union stuff;;;;;;1;1;move unsupported set operations to analyzer + some join rewriter fixes;
586;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;assure task info end time is set when task is done;;;0;assure task info end time is set when task is done;;;;;;1;1;assure task info end time is set when task is done;
587;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;provides a quick fix for the union ordering issue;;;0;provides a quick fix for the union ordering issue;;;;;;1;1;short term fix for union ordering expectation;
588;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;collapse project on filter;;;0;collapse project on filter;;;;;;1;1;collapse projection on filter into a single operator;
591;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;clear operator in worker after work is completed;;;0;clear operator in worker after work is completed;;;;;;1;1;clear operator in worker after work is completed;
592;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;add tpch query 6 to benchmark;;;0;add tpch query 6 to benchmark;;;;;;1;1;add tpch query 6 to benchmark;
593;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;fix planning issue when grouping by repeated fields;;;0;fix planning issue when grouping by repeated fields;;;;;;1;1;fix planning issue when grouping by repeated fields;
594;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;avoid exponential backtracking when parsing nested expressions;;;0;avoid exponential backtracking when parsing nested expressions;;ship it ||;;;;1;1;avoid exponential backtracking when parsing nested expressions;
595;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;0;1;0;add queryid/stageid/taskid to worker thread names;;;0;add queryid/stageid/taskid to worker thread names;;;;;;1;1;add queryid/stageid/taskid to worker thread names;
597;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;1;0;1;0;1;1;really  when grouping by repeated fields;the previous fix was in the wrong place;;0;really  when grouping by repeated fields;the previous fix was in the wrong place;sure ||;;;;1;1;really  when grouping by repeated fieldsthe previous fix was in the wrong place;
598;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;normalize union input if the underlying projection differs from expected;;;0;normalize union input if the underlying projection differs from expected;;;;;;1;1;normalize union input if the underlying projection differs from expected;
600;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add basic regexp functions;;;0;add basic regexp functions;;add a benchmark too || ;;;;1;1;add basic regexp functions;
601;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;add limit push down optimizer;;;0;add limit push down optimizer;;;;;;1;1;add limit push down optimizer;
605;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix hang in like operator for invalid utf-8;;;0;fix hang in like operator for invalid utf-8;;;;;;1;1;fix hang in like operator for invalid utf-8;
606;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add support for is distinct from;;;0;add support for is distinct from;;;;;;1;1;add support for is distinct from;
609;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;some minor optimizations;;;0;some minor optimizations;;;;;;1;1;consider any matching host address node-local when hint doesnt have a port;
610;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;compiler;;;0;compiler;;looks good ship it! ||;;;;1;1;fallback to interpreter when compilation failed;
612;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;add the split_part string function;;;0;add the split_part string function;;;;;;1;1;add the split_part string function;
613;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;add url_extract and url_extract_param;;;0;add url_extract and url_extract_param;;;;;;1;1;add url_extract and url_extract_param;
615;1;0;0;0;1;1;0;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;codegen filter to record set;;;0;codegen filter to record set;;other than those minor comments it ;;;;1;1;rename byte code block methods for better consistency;
"616;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;make error message say  column  instead of  attribute;;;0;""make error message say """"column"""" instead of """"attribute"""""";;;;;;1;1;""make error message say """"column"""" instead of """"attribute"""""";"
618;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;excape single quotes when outputing string literal;;;0;excape single quotes when outputing string literal;;;;;;1;1;excape single quotes when outputing string literal;
619;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;refresh hive cached values in background;;;0;refresh hive cached values in background;;;;;;1;1;refresh hive cached values in background;
620;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;throw specific message for identifiers containing a colon;;;0;throw specific message for identifiers containing a colon;;;;;;1;1;throw specific message for identifiers containing a colon;
622;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;improve error messages;;;0;improve error messages;;;;;;1;1;improve error messages from function calls;
623;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;add environment to event objects;;;0;add environment to event objects;;;;;;1;1;add environment to event objects;
624;1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;add json_array_length and json_array_contains;;;0;add json_array_length and json_array_contains;;other than the minor comments ;;;;1;1;add json_array_length and json_array_contains;
625;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;change sum(boolean) to count_if(boolean) with same null handeling as count;;;0;change sum(boolean) to count_if(boolean) with same null handeling as count;;;;;;1;1;change sum(boolean) to count_if(boolean) with same null handeling as count;
