issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Error Handling,Logging,Lang,Data Structure,DevOps,i18n,Setup,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,Big Data,Event Handling,App,GIS,Multimedia,CG,corpus
1152,1587,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,extract lib screen geometry resolves    depends on pr  extract a toolkit neutral library for mapping of screen x coordinates to times and y coordinates to amplitudes or frequencies   i signed  cla  i made sure the code compiles on my machine  i made sure there are no unnecessary changes in the code  i made sure the title of the pr reflects the core meaning of the issue you are solving  i made sure the commit message s contain a description and answer the question why do those changes fix that particular issue or why are those changes really necessary as improvements
1143,1588,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,extract lib project rate resolves    depends on   a library holding the global preferences for project rate and sample format and defining the per project holding sample rate it depend on lib audio devices to decide the default ratewhen wave tracks are separated into a library that will depend on this for construction of tracks but will avoid dependency on all of audioio   i signed  cla  i made sure the code compiles on my machine  i made sure there are no unnecessary changes in the code  i made sure the title of the pr reflects the core meaning of the issue you are solving  i made sure the commit message s contain a description and answer the question why do those changes fix that particular issue or why are those changes really necessary as improvements
1580,1594,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,some audio io refactoring resolves   some refactoring tasks in audioio before disentangling the midi playback parts   i signed  cla  i made sure the code compiles on my machine  i made sure there are no unnecessary changes in the code  i made sure the title of the pr reflects the core meaning of the issue you are solving  i made sure the commit message s contain a description and answer the question why do those changes fix that particular issue or why are those changes really necessary as improvements
1590,1602,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,audacitymessagebox button presses can now be replayed in journal the dialog wont actually reappear but the same value will be returned tothe programthese message boxes are special native ones that dont use the wxwidgets eventframework therefore the system for journalling of mouse button presses doesnot work with them treat them speciallya generalized facility added to namespace journal in case this pattern needs tobe repeated for other actionsresolves    short description of the changes and the motivation to make the changes     i signed  cla  i made sure the code compiles on my machine  i made sure there are no unnecessary changes in the code  i made sure the title of the pr reflects the core meaning of the issue you are solving  i made sure the commit message s contain a description and answer the question why do those changes fix that particular issue or why are those changes really necessary as improvements
1258,1614,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,wave clip rename resolves      short description of the changes and the motivation to make the changes     i signed  cla  i made sure the code compiles on my machine  i made sure there are no unnecessary changes in the code  i made sure the title of the pr reflects the core meaning of the issue you are solving  i made sure the commit message s contain a description and answer the question why do those changes fix that particular issue or why are those changes really necessary as improvements this round of review is now complete the overall approach is sound but i flagged many details that need attention none of these is difficult by itself
1444,1616,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,label track  shift drag resolves        short description of the changes and the motivation to make the changes     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior i just tested the label drag bars with  vsverchinskys latest branch build  audacity win alpha e e b bit i confirm that the icon now properly changes to the drag hand when cursor is over the labels drag bar a open hand while hovering over b closed drag hand when clicking and draggingnote that this is good much better   but it now makes the old way of moving resizing labels with the chevron and dot inconsistent as they still use the arrow icon approved please rebase and force pushc
1544,1616,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,label track  shift drag resolves        short description of the changes and the motivation to make the changes     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior i just tested the label drag bars with  vsverchinskys latest branch build  audacity win alpha e e b bit i confirm that the icon now properly changes to the drag hand when cursor is over the labels drag bar a open hand while hovering over b closed drag hand when clicking and draggingnote that this is good much better   but it now makes the old way of moving resizing labels with the chevron and dot inconsistent as they still use the arrow icon approved please rebase and force pushc
398,1623,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,ffmpeg update  resolves   resolves   resolves  resolves   resolves  resolves  supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library provided functionsthis pr  allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented  provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in  inl  files which are later included in c  files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version dependent code   fixes few incompatibilities between ffmpeg versions  sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat  and avformat  are supported i dont see much reason to support   and   when   will be released and current dev branches are   it will be added to the list this should be a trivial taskbuilds were tested against      and   surprisingly   support was different and the most difficult from   while the major version stayed the same ffmpeg   was downloaded from the official page  the system library on manjaro     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior one more push of commits and some in line comments and questions and this completes my reviewact on my suggestions as you wish force push once more and i will make one quick check of what you did and likely approve this and move on i missed the infinite loops with getnextcodec and getnextoutputformat i see how you corrected them was it testing that discovered it i re approve the latest force pushonly small suggestions  initcodecs should be a private member function to prove the safety of the new pointer dereference in it just from examining the class in isolationthe copy and move assignments of avdictionary now have assertions at the top   which ought to be stated at least informally in the header files of the class as preconditionsand thats all
1034,1623,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,ffmpeg update  resolves   resolves   resolves  resolves   resolves  resolves  supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library provided functionsthis pr  allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented  provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in  inl  files which are later included in c  files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version dependent code   fixes few incompatibilities between ffmpeg versions  sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat  and avformat  are supported i dont see much reason to support   and   when   will be released and current dev branches are   it will be added to the list this should be a trivial taskbuilds were tested against      and   surprisingly   support was different and the most difficult from   while the major version stayed the same ffmpeg   was downloaded from the official page  the system library on manjaro     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior one more push of commits and some in line comments and questions and this completes my reviewact on my suggestions as you wish force push once more and i will make one quick check of what you did and likely approve this and move on i missed the infinite loops with getnextcodec and getnextoutputformat i see how you corrected them was it testing that discovered it i re approve the latest force pushonly small suggestions  initcodecs should be a private member function to prove the safety of the new pointer dereference in it just from examining the class in isolationthe copy and move assignments of avdictionary now have assertions at the top   which ought to be stated at least informally in the header files of the class as preconditionsand thats all
1170,1623,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,ffmpeg update  resolves   resolves   resolves  resolves   resolves  resolves  supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library provided functionsthis pr  allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented  provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in  inl  files which are later included in c  files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version dependent code   fixes few incompatibilities between ffmpeg versions  sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat  and avformat  are supported i dont see much reason to support   and   when   will be released and current dev branches are   it will be added to the list this should be a trivial taskbuilds were tested against      and   surprisingly   support was different and the most difficult from   while the major version stayed the same ffmpeg   was downloaded from the official page  the system library on manjaro     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior one more push of commits and some in line comments and questions and this completes my reviewact on my suggestions as you wish force push once more and i will make one quick check of what you did and likely approve this and move on i missed the infinite loops with getnextcodec and getnextoutputformat i see how you corrected them was it testing that discovered it i re approve the latest force pushonly small suggestions  initcodecs should be a private member function to prove the safety of the new pointer dereference in it just from examining the class in isolationthe copy and move assignments of avdictionary now have assertions at the top   which ought to be stated at least informally in the header files of the class as preconditionsand thats all
1201,1623,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,ffmpeg update  resolves   resolves   resolves  resolves   resolves  resolves  supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library provided functionsthis pr  allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented  provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in  inl  files which are later included in c  files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version dependent code   fixes few incompatibilities between ffmpeg versions  sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat  and avformat  are supported i dont see much reason to support   and   when   will be released and current dev branches are   it will be added to the list this should be a trivial taskbuilds were tested against      and   surprisingly   support was different and the most difficult from   while the major version stayed the same ffmpeg   was downloaded from the official page  the system library on manjaro     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior one more push of commits and some in line comments and questions and this completes my reviewact on my suggestions as you wish force push once more and i will make one quick check of what you did and likely approve this and move on i missed the infinite loops with getnextcodec and getnextoutputformat i see how you corrected them was it testing that discovered it i re approve the latest force pushonly small suggestions  initcodecs should be a private member function to prove the safety of the new pointer dereference in it just from examining the class in isolationthe copy and move assignments of avdictionary now have assertions at the top   which ought to be stated at least informally in the header files of the class as preconditionsand thats all
1331,1623,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,ffmpeg update  resolves   resolves   resolves  resolves   resolves  resolves  supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library provided functionsthis pr  allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented  provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in  inl  files which are later included in c  files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version dependent code   fixes few incompatibilities between ffmpeg versions  sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat  and avformat  are supported i dont see much reason to support   and   when   will be released and current dev branches are   it will be added to the list this should be a trivial taskbuilds were tested against      and   surprisingly   support was different and the most difficult from   while the major version stayed the same ffmpeg   was downloaded from the official page  the system library on manjaro     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior one more push of commits and some in line comments and questions and this completes my reviewact on my suggestions as you wish force push once more and i will make one quick check of what you did and likely approve this and move on i missed the infinite loops with getnextcodec and getnextoutputformat i see how you corrected them was it testing that discovered it i re approve the latest force pushonly small suggestions  initcodecs should be a private member function to prove the safety of the new pointer dereference in it just from examining the class in isolationthe copy and move assignments of avdictionary now have assertions at the top   which ought to be stated at least informally in the header files of the class as preconditionsand thats all
1433,1623,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,ffmpeg update  resolves   resolves   resolves  resolves   resolves  resolves  supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library provided functionsthis pr  allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented  provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in  inl  files which are later included in c  files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version dependent code   fixes few incompatibilities between ffmpeg versions  sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat  and avformat  are supported i dont see much reason to support   and   when   will be released and current dev branches are   it will be added to the list this should be a trivial taskbuilds were tested against      and   surprisingly   support was different and the most difficult from   while the major version stayed the same ffmpeg   was downloaded from the official page  the system library on manjaro     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior one more push of commits and some in line comments and questions and this completes my reviewact on my suggestions as you wish force push once more and i will make one quick check of what you did and likely approve this and move on i missed the infinite loops with getnextcodec and getnextoutputformat i see how you corrected them was it testing that discovered it i re approve the latest force pushonly small suggestions  initcodecs should be a private member function to prove the safety of the new pointer dereference in it just from examining the class in isolationthe copy and move assignments of avdictionary now have assertions at the top   which ought to be stated at least informally in the header files of the class as preconditionsand thats all
1466,1623,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,ffmpeg update  resolves   resolves   resolves  resolves   resolves  resolves  supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library provided functionsthis pr  allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented  provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in  inl  files which are later included in c  files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version dependent code   fixes few incompatibilities between ffmpeg versions  sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat  and avformat  are supported i dont see much reason to support   and   when   will be released and current dev branches are   it will be added to the list this should be a trivial taskbuilds were tested against      and   surprisingly   support was different and the most difficult from   while the major version stayed the same ffmpeg   was downloaded from the official page  the system library on manjaro     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior one more push of commits and some in line comments and questions and this completes my reviewact on my suggestions as you wish force push once more and i will make one quick check of what you did and likely approve this and move on i missed the infinite loops with getnextcodec and getnextoutputformat i see how you corrected them was it testing that discovered it i re approve the latest force pushonly small suggestions  initcodecs should be a private member function to prove the safety of the new pointer dereference in it just from examining the class in isolationthe copy and move assignments of avdictionary now have assertions at the top   which ought to be stated at least informally in the header files of the class as preconditionsand thats all
1333,1630,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,not move clip on insertion by default changing editing a clip can move other clips option default value to falseresolves   changing editing a clip can move other clips option default value to false   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1581,1637,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,disentangle midi play from audio io resolves   next refactoring steps for audioioall of the logic specific to midi playback is removed from audioiocpp and invoked instead through an abstract base class audioioext a new separate file midiplaycpp registers its extension policy with audioiothese steps shrink the big file audioiocpp from   to   lines and are also preparations for putting note track into its own optional extension modulethe unnecessary separate thread for midi playback is removed for simplicity and some callbacks happen directly in the portaudio thread that means some memory allocations may happen on that thread when midi plays see preparemidiiterator but future refactorings will correct thatthe dependency of lib audio devices on portmidi is severeda few other changes remove some dependencies on notetrack and use settings objects from prefscpp to eliminate some duplicated literals and direct use of gprefs in midiplaycpp   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior now rebased with build fixes and also removing use of deprecated std iterator
1582,1638,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,generalize play head position updates resolves   the play head position is drawn on screen by the main thread which is told the track time corresponding to the last played samples by the portaudio threadthat thread in turn sometimes got this value from information in a queue from the third worker thread which reads from the tracks in larger batches of samples as when scrubbing but other times did its own calculations taking into account whether pay is straight or looping assuming loop bounds and whether it uses a time track as wellthis pull request changes that so that the portaudio thread never calculates but always takes the value from the queuethis is a preparation so that the producer of that queue can vary the correspondence of samples in transit with points on the time ruler in yet other ways   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1631,1639,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,fix journal of return key invoking default dialog button on mac and some other caseswherever audacity simulates button press events set the event object to be thebutton so that windoweventserialization in journaleventscpp can determinea pathname for the window associated with the eventthe change in keyboardcapture is enough for the default buttons of dialogs theother changes are necessary but not sufficient for fixing journalling of some ofaudacitys custom widgets on any operating systemresolves    short description of the changes and the motivation to make the changes     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1658,1664,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,playback policy classes   resolves    depends on    more refactoring of audioiocpp and playbackschedulecpp so that there is less of the logic for special playback cases like looping and scrubbing in those files   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1382,1675,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,restore missing localizations for linux appimage resolves    ensure install prefix is set correctly   the cmake variable install prefix is now correctly passed into the program  make audacity portable   audacity now checks for resources at a location relative to the executable instead of a location each time works fine with appimage
1644,1677,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,the setclip command can set the clip name resolves    the set clip macro command now can change a clip name toothe command is also accessible in menus under extra   scriptables i you must first enable the extra menus in the interface preferences  lwinterberg see this manual page needing update use x to fill the checkboxes below like   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1660,1678,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,clip renaming context menu item resolves   this makes   and   more completeadd an item to the wave clip context menu for renaming   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior i have changed the function name and also check other channelsi still do not understand why event notifications should be used here you used them so that changed of track selection state could be detected by textedithelper and that was proper for avoidance of dependency cycles tracklist should not depend on the code that reacts to the event i dont see a problem with cycles in this commit that needs this technique to break them the problem of pushing the undo history stack isnt solved so i mark this as a draft until i do that i dont recall why i thought undo history was sometimes not pushed   maybe i was confusedbut it can be unnecessarily pushed   if you just hit enter with no changes to the text i changed that case it should affect behavior of clicking on the name as well as the new context menu itemesc key works as you would expect discarding any changes you may have made without hitting enter
998,1678,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,clip renaming context menu item resolves   this makes   and   more completeadd an item to the wave clip context menu for renaming   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior i have changed the function name and also check other channelsi still do not understand why event notifications should be used here you used them so that changed of track selection state could be detected by textedithelper and that was proper for avoidance of dependency cycles tracklist should not depend on the code that reacts to the event i dont see a problem with cycles in this commit that needs this technique to break them the problem of pushing the undo history stack isnt solved so i mark this as a draft until i do that i dont recall why i thought undo history was sometimes not pushed   maybe i was confusedbut it can be unnecessarily pushed   if you just hit enter with no changes to the text i changed that case it should affect behavior of clicking on the name as well as the new context menu itemesc key works as you would expect discarding any changes you may have made without hitting enter
1400,1679,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,smart clips resolves   resolves   work in progress   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior i see this is rebased onto more recent master nowi like the more detailed explanation in commit commentsin commit comments if you write more than one line then always make the second line blank and after it use line breaks at about   columns at last i consider this review complete
1401,1679,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,smart clips resolves   resolves   work in progress   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior i see this is rebased onto more recent master nowi like the more detailed explanation in commit commentsin commit comments if you write more than one line then always make the second line blank and after it use line breaks at about   columns at last i consider this review complete
1613,1711,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,wave time shift tool hit testing fix resolves      i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior when was the bug introduced  davidbailes said after   likely in work i did in the commit range c bf c b d fa e c e b f eea d ae dcc b f a c e e f fc  where i did a lot of work to make a polymorphic track shifter abstraction so that timeshifthandle would not be build dependent on subclasses of trackbut where more exactly in there commit  d f cd a f d b  is where the old and more correct selection logic was deleted see function  findclipattime  which used  waveclip getclipatsample  which does not have the off by  error but it may not be the first commit where the bug happened the function became unused and was replaced with a different call at an earlier place in this complicated sequence of commits transforming the time shifting code   commit  d  is where the old and more correct selection logic was deleted see function  findclipattime  which used  waveclip getclipatsample  which does not have the off by  error but it may not be the first commit where the bug happened the function became unused and was replaced with a different call at an earlier place in this complicated sequence of commits transforming the time shifting codei think that bug was introduced here
1427,1717,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,makes selection tool available at affordance area resolves    i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior i approve the changes if you are not going to make more fixes i wasnt sure from your comment then you may rebase and merge this pr
1689,1736,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,fix clip frame drawing resolves   also fixes clipping usage  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1755,1756,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,loop play button resolves    add a new toggle button to the control toolbar   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1751,1758,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,fix for ffmpeg loading on macos resolves    on macos   the dynamic library loader behaves differentlyall dyld  environment variables are read only during the application startup this premulates the behavior of other os by manually trying to load every library from every directory listed   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
