prNumber,APM,Logi,UI,Network,Lang,Multi Thread,Multimedia,Interpreter,Error Handling,IO,Logging,Data Structure,CG,Setup,Logic,Util,Untility,GIS,App,i18n,Parser,DB,Event Handling,prTitle,prBody,prIssue,issueNumber,issueTitle,issueBody,prComments,issueTitleLink,issueBodyLink,issue_Comments,isPR,isTrain,commitMessage,prCodeReviewComments,NLP,DevOps,Microservices,ML,Test,Search,Security,Cloud,Big Data
1758,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,fix for ffmpeg loading on macos,resolves: #1751   on macos - the dynamic library loader behaves differently. all dyld_* environment variables are read only during the application startup. this pr emulates  the behavior of other os by manually trying to load every library from every directory listed.  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1751,fix for ffmpeg loading on macos,"resolves: #1751 on macos - the dynamic library loader behaves differentlyall dyld_* environment variables are read only during the application startup this pr""emulates"" the behavior of other os by manually trying to load every library from every directory listed<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,mac: latest 310 alpha fails to see my installed ffmpeg library,"**describe the bug**the latest 310 alpha  audacity_macos_intel_1270895276_97ca83e  fails to see my installed ffmpeg librarylaunching 304 and importing *mp4 works fine stillthus this is a regression on 304**to reproduce**steps to reproduce the behavior:1 install latest alpha  audacity_macos_intel_1270895276_97ca83e  on mac2 launch3 try to import an mp4 audio file4 observe: error message re ffmpeg**expected behavior**a) no warning messageb) *mp4 files imported correctly**screenshots**( information (please complete the following information):** - os: macos 1152 big sur - version audacity 310**additional context**this does not happen with audacity-win-310-alpha-20210924+97ca83e-64bit on my w10 laptopnote that there appears to be no error message re missing ffmpeg when launching at step 2**update:**  on subsequent launch i did get an ""ffmpeg startup failed"" message",note the white text on black for the error message - see issue #1752 || testing on macos 116 with 310 alpha  audacity_macos_intel_1278037961_0b3ba4f this now works fine on my maca) no error messages for missing ffmpegb) mp$ file import fine ||,1,0,fixes wildcard for selecting ffmpeg libraries on macosalso fixes filter name to match os specific library names,,0,0,0,0,0,0,0,0,0
1766,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,fix cut preview,resolves: #1702 resolves: #1703 resolves: #1568 resolves: #1566  reimplement the  cut preview  feature (the  c  shortcut key  also ctrl+click on play button) less special-casely by using another subclass of playbackpolicy.  it means cut preview will also interact nicely with the time track and respond like other playback to changes of mute  solo  gain  and pan controls.  no more temporary tracks in the implementation.  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1702,fix cut preview,"resolves: #1702resolves: #1703resolves: #1568resolves: #1566reimplement the ""cut preview"" feature (the ""c"" shortcut key also ctrl+click on play button) less special-casely by using another subclass of playbackpolicy  it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,playback policy classes ii (handling discontinuities),,,1,0,cut preview reimplemented as another playbackpolicy eliminating special mention of it in playbackschedule eliminating need fortemporary cut tracksalso causes changes to mute solo gain and pan during cut preview play towork,,0,0,0,0,0,0,0,0,0
1766,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,fix cut preview,resolves: #1702 resolves: #1703 resolves: #1568 resolves: #1566  reimplement the  cut preview  feature (the  c  shortcut key  also ctrl+click on play button) less special-casely by using another subclass of playbackpolicy.  it means cut preview will also interact nicely with the time track and respond like other playback to changes of mute  solo  gain  and pan controls.  no more temporary tracks in the implementation.  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1703,fix cut preview,"resolves: #1702resolves: #1703resolves: #1568resolves: #1566reimplement the ""cut preview"" feature (the ""c"" shortcut key also ctrl+click on play button) less special-casely by using another subclass of playbackpolicy  it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,simplify cut preview implementation,,,1,0,cut preview reimplemented as another playbackpolicy eliminating special mention of it in playbackschedule eliminating need fortemporary cut tracksalso causes changes to mute solo gain and pan during cut preview play towork,,0,0,0,0,0,0,0,0,0
1766,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,fix cut preview,resolves: #1702 resolves: #1703 resolves: #1568 resolves: #1566  reimplement the  cut preview  feature (the  c  shortcut key  also ctrl+click on play button) less special-casely by using another subclass of playbackpolicy.  it means cut preview will also interact nicely with the time track and respond like other playback to changes of mute  solo  gain  and pan controls.  no more temporary tracks in the implementation.  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1568,fix cut preview,"resolves: #1702resolves: #1703resolves: #1568resolves: #1566reimplement the ""cut preview"" feature (the ""c"" shortcut key also ctrl+click on play button) less special-casely by using another subclass of playbackpolicy  it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,cut preview play interacts wrongly with time track,"**describe the bug**cut preview play interacts wrongly with time tracklogged originally on bugxilla as p3 2633 reproduce**steps to reproduce the behavior:1 empty project2 add a time track with two points near in time making a step up at 20s3 generate a 30s tone4 select from 10s to 20s5 cut preview play (""c"" key)6 observe: the part of playback after the cut does not rise in pitch as it should**expected behavior**cut preview play should interact correctltwith time track**screenshots**none**additional information (please complete the following information):** - os: all os - version: all audacity**additional context**none",,1,0,cut preview reimplemented as another playbackpolicy eliminating special mention of it in playbackschedule eliminating need fortemporary cut tracksalso causes changes to mute solo gain and pan during cut preview play towork,,0,0,0,0,0,0,0,0,0
1766,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,fix cut preview,resolves: #1702 resolves: #1703 resolves: #1568 resolves: #1566  reimplement the  cut preview  feature (the  c  shortcut key  also ctrl+click on play button) less special-casely by using another subclass of playbackpolicy.  it means cut preview will also interact nicely with the time track and respond like other playback to changes of mute  solo  gain  and pan controls.  no more temporary tracks in the implementation.  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1566,fix cut preview,"resolves: #1702resolves: #1703resolves: #1568resolves: #1566reimplement the ""cut preview"" feature (the ""c"" shortcut key also ctrl+click on play button) less special-casely by using another subclass of playbackpolicy  it means cut preview will also interact nicely with the time track and respond like otherplayback to changes of mute solo gain and pan controlsno more temporary tracks in the implementation<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,with cut preview: pan gain mute solo and midi channel buttons (and velocity slider) dont work,"**describe the bug**with cut preview: pan gain mute solo and midi channel buttons (and velocity slider) dont worklogged originally on bugzilla as p3 2634 reproduce**steps to reproduce the behavior:1 create a project with wave and/or midi tracks2 optionally increase cut preview times in playback preferences to make the bug easier to demonstrate3 select a range of time4 ""c"" key for cut preview play5 change pan gain mute solo midi channel buttons or velocity slider during play6 observe: the expected changes in playback dont happen**expected behavior**pan gain mute solo and midi channel buttons should work with cut preview**screenshots**none**additional information (please complete the following information):** - os: all os - version: all audacity **additional context**none",,1,0,cut preview reimplemented as another playbackpolicy eliminating special mention of it in playbackschedule eliminating need fortemporary cut tracksalso causes changes to mute solo gain and pan during cut preview play towork,,0,0,0,0,0,0,0,0,0
1779,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,brush tool improvements,resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1411,brush tool improvements,"resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,clip-handles (affordances) make the time shift tool redundant,**describe the bug**the new clip-handles (affordances) make the time shift tool redundantit is much easier to use the clip-handles to reposition clips that to use the time shift tool which involves:a) changing to the time shift tool in the tools toolbarb) moving the clip(s)c) returning to the tools toolbar to revert to the previous tool - normally the select tool**to reproduce**steps to reproduce the behavior:1 use the clip-handles to reposition clip(s)2 observe that it works without changing the currently active tool in tools toolbar (default select tool)**expected behavior**removal of the time shift tool**screenshots**not applicable**additional information (please complete the following information):** - os: all - version audacity 303/310 - (if relevant) sound device [eg windows wasapi usb sound card]**additional context**it would be good if the tools toolbar could be removed altogether with alternative ways to effecta) envelopesb) draw repairsc) and certainly zoomingremoving the tools toolbar and its associated shortcuts would remove one of the frequently recurring bear-traps in audacity - whereby users accidentally press one of the shortcut function keys and then find themselves in a tool mode that they dont understand and not knowing how to return to the default (and most useful) selection toolsee:  in a mode - bear-traps,i know we call this affordances but ive always thought of this as the replace timeshift tool jobi wholeheartedly support this suggestion and i want to subscribe to the psampson newsletter! || before you do this make sure you understand all the existing behavior involving sync-lock and interactions with selection and so onfor instance is there a way to move all labels of one track together (as there is to move all clips)? || > before you do this make sure you understand all the existing behavior involving sync-lock and interactions with selection and so on> > for instance is there a way to move all labels of one track together (as there is to move all clips)?yes all labels in a track can be moved in sync simply by clicking in the gray space of a label track and dragging left or rightthe sync lock behavior appears to be be the same with the clip-handle drag bars and the time shift tool - but in both cases the behavior with sync-lock is a little janky and inconsistenttesting on w10 with latest 304/310 alpha  audacity-win-304-alpha-20210803+f90698c-64bitstart with a project like this with 3 clips and three corresponding labels and sync-lock turned on:( case 1**1) select the middle clip2) use time shift tool on the audio track3) observe the clip and its label move in sync**use case 2**1) select the middle clip2) use clip-handle drag bar on the audio track3) observe the clip and its label move in sync**use case 3**1) select the middle clip2) use shift modified time shift tool on the audio track3) observe all the audio clips move in sync - but their associated labels dont move**use case 4**1) select the middle clip2) use shift modified clip-handle drag bar on the audio track3) observe all the audio clips move in sync - but their associated labels dont move**use case 5**1) select the middle clip2) click in the gray space of the label track and drag left or right3) observe all the labels move in sync - but their associated audio clips dont movea)  use cases 1 and 2 are (i believe) expected and indeed good behaviorb) use cases 3 and four are decidedly liffy with sync-lock ignoredc) use case 5 is also  iffy with sync-lock ignoredbut comparing uc1/uc2 and uc3/uv4 indicates that the behavior is consistent with sync-lock for clip-hande drag bars compared with time shift tool - even if the sync lock is not always observed it is at least consistent between the two methodssync-lock has been long-known to be poorly (somewhat sketchily) designed - for a start the method of defining a sync-locked track group (aka sltg) by having a label track underneath is poor and weak ux - not obvious and certainly not discoverable**conclusion**so my summary conclusion is that the old time shift tool and the new clip-handle drag bars behave the same both with and without sync-lock || to move all clips and all labels in syc with the above test project**use case-6**1) use click&drag with the select tool to select all clips and all labels2) use time shift tool anywhere in the selection and drag left or right3) observe all clips and all labels move in sync**use case-7**1) use click&drag with the select tool to select all clips and all labels2) use the clip-handle drag bar (in any of the 3 clips) and drag left or right3) observe all clips and all labels move in sync**use case-8**1) use click&drag with the select tool to select all clips and all labels2) use the shift-modified clip-handle drag bar (in any of the 3 clips) and drag left or right3) observe all clips move in sync - but the labels dont moved) use cases 7 & 8 show again that behavior of clip-handle drag bars and time shit tool is consistente) use case 8 looks a bit iffy to me (as a user)  is this expected or desired behavior ? || see also github issue #1371 label tracks do not have affordances (clip-handles) #1371 ||,1,0,brush tool: drag with either alt or ctrl erases from selection,,0,0,0,0,0,0,0,0,0
1779,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,brush tool improvements,resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1772,brush tool improvements,"resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,spectral editing dialog should have a brush bitmap button mutually exclusive with the five tools toolbar buttons,,,1,0,brush tool: drag with either alt or ctrl erases from selection,,0,0,0,0,0,0,0,0,0
1779,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,brush tool improvements,resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1773,brush tool improvements,"resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,menu item to show/hide spectral editing panel,,,1,0,brush tool: drag with either alt or ctrl erases from selection,,0,0,0,0,0,0,0,0,0
1779,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,brush tool improvements,resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1775,brush tool improvements,"resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,show spectral edit panel whenever a track enters spectral or multi view hide when none do,,,1,0,brush tool: drag with either alt or ctrl erases from selection,,0,0,0,0,0,0,0,0,0
1779,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,brush tool improvements,resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1776,brush tool improvements,"resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,only one checkbox combining smart selection of fundamental + overtone selection,this was requested but im not sure i agree  improvements in the quality of the tool might make us change our mind about it,,1,0,brush tool: drag with either alt or ctrl erases from selection,,0,0,0,0,0,0,0,0,0
1779,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,brush tool improvements,resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1777,brush tool improvements,"resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,change behavior of modifiers of mouse drags with brush tool,-  click without modifiers erases the spectral selection starts new selection-  shift + drag adds to spectral selection-  ctrl command or alt + drag subtracts from spectral selection-  hover text for the brush bitmap button explains all of this,,1,0,brush tool: drag with either alt or ctrl erases from selection,,0,0,0,0,0,0,0,0,0
1793,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,fix auto clip naming,resolves: #1651   also fixes wrong name assigned to a clip when recording to a new track.  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1651,fix auto clip naming,resolves: #1651 also fixes wrong name assigned to a clip when recording to a new track-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior,,generate silence creates a clip with no clip name (in the clip-handle),**describe the bug**generate silence creates a clip with no clip name (in the clip-handle)this is inconsistent with all the other generate commands**to reproduce**steps to reproduce the behavior:1 generate silence2 observe: clip-handle drag-bar affirdance shows no clip name**expected behavior**the clip of silence should be named**screenshots**if applicable add screenshots to help explain your problem**additional information (please complete the following information):** - os: windows 10 - but assume all - version audacity 310 alpha**additional context**consistencty in the gui is importantthis has a further deleterious impact on: generate silence at the beginning of a clip creates an inconsistent unnecessary split #1653,confirmed ok on w10 with audacity-win-310-alpha-20211006+660d167-64bit ||,1,0,fix wavetrack::paste()paste now check the origin of the track being pasted and use different clip name patterns,,0,0,0,0,0,0,0,0,0
1799,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,set the page_size for aup3 files using pragma,this change ensures that page size will be 64k even if system sqlite3 was used (mostly relevant for linux)  resolves: #1459  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1459,set the page_size for aup3 files using pragma,"this change ensures that page size will be 64k even if system sqlite3 was used (mostly relevant for linux)resolves: #1459<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,set the db page size using pragma not with compile time option,the db page size should be set when creating the database not as a compile-time option refs #1457,tasks required: 2-4 hrs ||,1,0,sets the page_size for aup3 files using pragmathis change ensures that page size will be 64k even if system sqlite3 was used (mostly relevant for linux),,0,0,0,0,0,0,0,0,0
1802,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,remove the requirement for the sqlite_enable_dbpage_vtab,resolves: #1460  this pr introduces a different approach to estimating the sampleblock size on disk. it does not account for the sqlite3 internal structures size so well  but the difference is relatively negligible.   we use this estimation to decide if we need to compact the database on disk  as we do not allow database vacuuming (for performance reasons?). the performance of the heuristic can be further improved  as  used_blocks / total_blocks  should work just fine. however  this would require more changes to the code.   projectfileio::gettotalusage()  and  projectfileio::getcurrentusage()  are also used in now disabled compaction dialog. however using  gettotalusage()  was probably not the idea anyway (because it never accounted for the project and autosave tables).  getcurrentusage()  still gives a very good estimate of how much disk space is used.  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1460,remove the requirement for the sqlite_enable_dbpage_vtab,"resolves: #1460this pr introduces a different approach to estimating the sampleblock size on disk it does not account for the sqlite3 internal structures size so well but the difference is relatively negligible we use this estimation to decide if we need to compact the database on disk as we do not allow database vacuuming (for performance reasons?) the performance of the heuristic can be further improved as `used_blocks`/`total_blocks` should work just fine however this would require more changes to the code`projectfileio::gettotalusage()` and `projectfileio::getcurrentusage()` are also used in now disabled compaction dialog however using `gettotalusage()` was probably not the idea anyway (because it never accounted for the project and autosave tables) `getcurrentusage()` still gives a very good estimate of how much disk space is used<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,do not fail if `sqlite_enable_dbpage_vtab` is disabled,references #1457 audacity should gracefully check if the `sqlite_dbpage` table is present and use a different estimation method if it is not,tasks required: 4-6 hrs ||,1,0,"use a different approach to estimate the disk space usagenew a approach is a bit less precise but removes the requirement for the ""private"" sqlite3 table and allows audacity to be built against system sqlite3",,0,0,0,0,0,0,0,0,0
1808,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,adjusting loop playback,resolves: #1704   start looping play  then adjust the bounds of the selection -- the looping play will respond to those changes!  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1704,adjusting loop playback,"resolves: #1704 start looping play then adjust the bounds of the selection -- the looping play will respond to those changes!<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,adjusting loop play,,,1,0,implement changing of loop playback bounds during play,,0,0,0,0,0,0,0,0,0
1816,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,extract lib theme,resolves: #1157   extract a library for the theme system  <!-- use  x  to fill the checkboxes below like  -->  -  i signed [cla]( -  the title of the pull request describes an issue it addresses -  if changes are extensive  then there is a sequence of easily reviewable commits -  each commit s message describes its purpose and effects -  there are no behavior changes unnecessary for the stated purpose of the pr  recommended: -  each commit compiles and runs on my machine without known undesirable changes of behavior,,1157,extract lib theme,"resolves: #1157 extract a library for the theme system<!-- use ""x"" to fill the checkboxes below like  -->-  i signed [cla](  the title of the pull request describes an issue it addresses-  if changes are extensive then there is a sequence of easily reviewable commits-  each commits message describes its purpose and effects-  there are no behavior changes unnecessary for the stated purpose of the prrecommended:-  each commit compiles and runs on my machine without known undesirable changes of behavior",,extract lib-theme,-  #1160 -  #1157,,1,0,new library for theme,,0,0,0,0,0,0,0,0,0
