prNumber;Util;NLP;APM;Network;DB;Interpreter;Logging;DataStructure;i18n;DevOps;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;BigData;App;GIS;prTitle;prBody;prIssue;issueNumber;issueTitle;issueBody;prComments;issueTitleLink;issueBodyLink;issue_Comments;isPR;isTrain;commitMessage;prCodeReviewComments
2476;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;add update from doi to the entryeditor sidebar;implement 2432.;;0.0;;;;;;;1.0;1.0;;
2487;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;make sure that unregistered event sources do not stop jabref from shuâ€¦;â€¦tting down;;0.0;;;;;;;1.0;1.0;;
2488;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;catch numberformatexception if context can t be parsed in groups;fixes  in the sense that a more detailed error message is displayed.;;0.0;;;;;;;1.0;1.0;;
2492;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix medline testsagain;   -->;;0.0;;;;;;;1.0;1.0;;
2496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;change key binding for cleanup from f8 to alt+f8;2251. this solution is the quick solution by changing the shortcut. the alternative is to change the actiontable etcl.;;0.0;;;;;;;1.0;1.0;;
2507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;fix apostrophe conversion;2500. this repairs the apostrophe handling in the latex to unicode conversion broken by #2464 and maintains the special handling of apostrophes in conjunction with the character  n  that #2464 intended to fix.;;0.0;;;;;;;1.0;1.0;;
2508;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;groups button and context menu for adding groups;   -->;;0.0;;;;;;;1.0;1.0;;
2510;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix journal title in ris importer;fix for #2506.;;0.0;;;;;;;1.0;1.0;;
2519;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix repeated escaping of % sign;extracted regexe in patterns;;0.0;;;;;;;1.0;1.0;;
2520;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;revert  fix repeated escaping of % sign;reverts jabref/jabref#2519;;0.0;;;;;;;1.0;1.0;;
2521;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix % sign cleanup;fix previous stackoverflow errror with large input;;0.0;;;;;;;1.0;1.0;;
2527;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fix error when path is no valid directory;fixes the exception folder parameter must be a valid folder;;0.0;;;;;;;1.0;1.0;;
2530;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;make doifetcher the default fetcher in new entry dialog;i think making the doi fetcher default is reasonable  i always need to select it otherwise as the first alphabetical entry is default for now.;;0.0;;;;;;;1.0;1.0;;
2531;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;check more results returned by crossref api for matching;2431;;0.0;;;;;;;1.0;1.0;;
2532;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;switch to latex2unicode;motivation is discussed in #2465. fixes many conversion problems  such as those discussed in #2063 and #207.;;0.0;;;;;;;1.0;1.0;;
2538;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix import of ms office xml in case of invalid month;fix for:  http://discourse.jabref.org/t/msbib-import-not-working/463;;0.0;;;;;;;1.0;1.0;;
2541;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;enhance integrity check tests;see 162;;0.0;;;;;;;1.0;1.0;;
2549;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;correct naming of biblatex;2493;;0.0;;;;;;;1.0;1.0;;
2550;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;bib database -> library;2095;;0.0;;;;;;;1.0;1.0;;
2554;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;replaced lrumap with a guava cache;this is intended as a fix for #2546.;;0.0;;;;;;;1.0;1.0;;
2557;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0; refactored around the fileannotationcache.;the cache now works as intended  i.e.  fully automatically instead of manual maintenance.;;0.0;;;;;;;1.0;1.0;;
2558;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;move whole codebase to package  org.jabref;implements #1179;;0.0;;;;;;;1.0;1.0;;
2563;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;make automatic groups a first-class citizien;   -->;;0.0;;;;;;;1.0;1.0;;
2564;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;remove groups edit mode;   -->;;0.0;;;;;;;1.0;1.0;;
2567;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fix npe on tab switching in entryeditor between mr dlib;and file annotations;;0.0;;;;;;;1.0;1.0;;
2568;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix medline fetcher test;add missing/changed fields to fix test;;0.0;;;;;;;1.0;1.0;;
2575;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;check similarity of entry when using doi retrieval with arxiv;2570;;0.0;;;;;;;1.0;1.0;;
2582;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;localization tests;test for #1985;;0.0;;;;;;;1.0;1.0;;
2583;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;keyword - special field synchronization;2580;;0.0;;;;;;;1.0;1.0;;
2585;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;replace urldownloading logic;imho the downloading logic should be based on some stable  library.;;0.0;;;;;;;1.0;1.0;;
2588;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;implement #1904: filter groups;   -->;;0.0;;;;;;;1.0;1.0;;
2601;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;remove ordinalstosuperscriptformatter from recommended biblatex save actions;2596;;0.0;;;;;;;1.0;1.0;;
2610;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix title-related key patterns in bibtexkeypatternutil;   -->;;0.0;;;;;;;1.0;1.0;;
2611;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fix exception when parsing groups which contain a top level group;fixes the import of #2600;;0.0;;;;;;;1.0;1.0;;
2612;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;add icon + color and description to groups;   -->;;0.0;;;;;;;1.0;1.0;;
2614;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;cleanup window has a scrollbar now.;fix for issue #2501.;;0.0;;;;;;;1.0;1.0;;
2616;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fixes displaying of mr dlib recommendations;fixes 231;;0.0;;;;;;;1.0;1.0;;
2618;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fixed wrong logger import;fixes the first part of #2617;;0.0;;;;;;;1.0;1.0;;
2621;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;add mathscinet as id-based fetcher;   -->;;0.0;;;;;;;1.0;1.0;;
2623;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fix2613;provided a macos specific routine for opening tex editors to import citations to 2613.;;0.0;;;;;;;1.0;1.0;;
2624;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;refactored around the pdf annotation importer;- i mainly refactored the pdfannotationimporter. it now uses java.nio and has sane error handling.;;0.0;;;;;;;1.0;1.0;;
2625;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;change dialog of download fulltext to save dialog;fix for #2572;;0.0;;;;;;;1.0;1.0;;
2628;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;filenames;   -->;;0.0;;;;;;;1.0;1.0;;
2632;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;add drag and drop for groups -> groups;   -->;;0.0;;;;;;;1.0;1.0;;
2634;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;finally write the new group properties to the bib file: icon with color  description  expanded status and automatic groups;   -->;;0.0;;;;;;;1.0;1.0;;
2636;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;improve perfomance of opening a database that still used the old groups format;   -->;;0.0;;;;;;;1.0;1.0;;
2639;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;add option to copy title of bibentries;implements issue 210]( from [@koppor](https://github.com/koppor).;;0.0;;;;;;;1.0;1.0;;
2640;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0; put the pdfannotationimporter under test  enhance fileannotationtab;i have created tests for the pdf importer. however  the coverage has yet to be improved and i m planning to extend the fileannotationtab in this pull request. so this is the follow-up for #2624  but this time in tdd.;;0.0;;;;;;;1.0;1.0;;
2641;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;improve issue reporting a bit;see #2573.;;0.0;;;;;;;1.0;1.0;;
2644;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;refactor oo connection;also 2484;;0.0;;;;;;;1.0;1.0;;
2645;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2455: add crossref as fetcher for everything (id-  entry-  search-based);   -->;;0.0;;;;;;;1.0;1.0;;
2649;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;paying off technical debt: almost all utility classes have a private constructor now.;i also removed an unused private method. according to sonarqube scans  this removes at least five days of technical debt.;;0.0;;;;;;;1.0;1.0;;
2650;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;performance improvements related to import;   -->;;0.0;;;;;;;1.0;1.0;;
2659;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;oo formatting;openoffice text formatting now handles nested tags properly 2483](#2483);;0.0;;;;;;;1.0;1.0;;
2661;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;add possibility to clear the log at runtime;2660;;0.0;;;;;;;1.0;1.0;;
2666;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;add sorting of all groups and subgroups  recursively;implements some features from #2599;;0.0;;;;;;;1.0;1.0;;
2669;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;fixed issue #2652;commas should only be interpreted as separators of several authors if there is no possible interpretation that conforms to the bibtex rules  i.e. if there are more than two commas.;;0.0;;;;;;;1.0;1.0;;
2670;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;revert  paying off technical debt: almost all utility classes have a private constructor now.;reverts jabref/jabref#2649;;0.0;;;;;;;1.0;1.0;;
2681;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2680 and fix #2667: swing errors are catched properly and without freezing;hopefully  fixes that the error console is not updated properly #2667 as well as that swing errors lead to frezzing #2680. at least for me  it works now without problems. @stefan-kolb @lynyus can you please also check it.;;0.0;;;;;;;1.0;1.0;;
2683;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fix selecting all entries with shortcut;fixes 2615;;0.0;;;;;;;1.0;1.0;;
2684;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fileannotationtab now only shows the filename  not the full path.;2676;;0.0;;;;;;;1.0;1.0;;
2688;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;export single corporate author to ms office xml;if the author in jabref is enclosed in curly braces .e.g  {jabref developers}   it is now recognized as corporate author and exported in the corresponding field.;;0.0;;;;;;;1.0;1.0;;
2692;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;add pdf viewer;   -->;;0.0;;;;;;;1.0;1.0;;
2697;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;remove the following commands in the right-click menu of a group:;- expand/collapse subtree;;0.0;;;;;;;1.0;1.0;;
2699;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;parser no longer warns about empty bibtex keys;   -->;;0.0;;;;;;;1.0;1.0;;
2702;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;open main file directory in correct file dir;change to fxdialogservice;;0.0;;;;;;;1.0;1.0;;
2703;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;628: implement hierarchical keywords;   -->;;0.0;;;;;;;1.0;1.0;;
2704;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;write groups under tag  group  instead of  groupstree  to enhance compatibility with previous versions;right now  files written with 4.0 cannot be opened in older versions. the new format of the groups leads to a npe.;;0.0;;;;;;;1.0;1.0;;
2710;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;add arxiv identifier batch lookup;   -->;;0.0;;;;;;;1.0;1.0;;
2711;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;avoid conversion of single underscores;2664;;0.0;;;;;;;1.0;1.0;;
2716;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;keep unkwown meta data;as discussed in #2704  unkown meta data items were deleted so far. with this pr  this is no longer the case. the only problem is that the formatting of meta data items is not parsed (and this would be a bigger thing)  since so far we assumed full control over the meta data items. this version tries to keep formatting as far as possible  but does a few customizations (escaping     and adding newlines where appropriate). the result is that you can rename a  groupstree  meta data item and it will be kept and formatted in the very same way  also with a different name.;;0.0;;;;;;;1.0;1.0;;
2719;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;extend architecture tests to javafx and javafx.collections;extends the architecture tests to also cover  javafx  and  javafx.collections   as discussed in #2617.;;0.0;;;;;;;1.0;1.0;;
2723;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;refactor parsed file field;   -->;;0.0;;;;;;;1.0;1.0;;
2724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;azure test;   -->;;0.0;;;;;;;1.0;1.0;;
2726;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;remove gui dependency in logic;   -->;;0.0;;;;;;;1.0;1.0;;
2727;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fixed freeze on mac os x when creating/editing groups;fixed that jabref for mac os x was freezing / not responding when using the  add subgroup  or  edit group  feature. also fixed some menu items which had the wrong functionality. refs #2722;;0.0;;;;;;;1.0;1.0;;
2731;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;improve date parsing;   -->;;0.0;;;;;;;1.0;1.0;;
2732;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix 2701 too may files found;   -->;;0.0;;;;;;;1.0;1.0;;
2737;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;speedup start by improving application insights configuration;   -->;;0.0;;;;;;;1.0;1.0;;
2747;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;replace  datenbank  by  bibliothek;this addresses #2095 for german.;;0.0;;;;;;;1.0;1.0;;
2751;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;sauliusg fix 2700 null pointer exception on get fulltext;followup from @sauliusg  pr  #2744;;0.0;;;;;;;1.0;1.0;;
2752;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;add test for ordinals;this is a follow up for  and  i d like to test how i can reproduce the behavior of ordinals.;;0.0;;;;;;;1.0;1.0;;
2754;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;entry editor goes javafx;   -->;;0.0;;;;;;;1.0;1.0;;
2759;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;more javafx editors;   -->;;0.0;;;;;;;1.0;1.0;;
2768;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;remove preferences and globals from tests;   -->;;0.0;;;;;;;1.0;1.0;;
2774;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2766 if file is not found annotations might be null;still  the real reason is a missing file;;0.0;;;;;;;1.0;1.0;;
2778;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;fixes handling of unknown pdannotation types.;refs. #2777;;0.0;;;;;;;1.0;1.0;;
2781;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;reimplement date editor in javafx;   -->;;0.0;;;;;;;1.0;1.0;;
2791;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;do not log an exception if side pane was not found;some older versions had different names for the side pane components and their preferred sizes are still associated with these old names. thus opening a newer jabref always logged some errors  which only can be resolved by resetting the preferences.;;0.0;;;;;;;1.0;1.0;;
2798;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;rework file editor in javafx;   -->;;0.0;;;;;;;1.0;1.0;;
2809;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;reimplement context menu for field editors in javafx;   -->;;0.0;;;;;;;1.0;1.0;;
2813;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;editor tab goes javafx;   -->;;0.0;;;;;;;1.0;1.0;;
2816;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2806: date editor also accepts incomplete dates;   -->;;0.0;;;;;;;1.0;1.0;;
2824;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;reimplement option field editors in javafx;   -->;;0.0;;;;;;;1.0;1.0;;
