issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,i18n,DevOps,Logic,Test,IO,UI,Security,App,corpus
1531.0,1755,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fixed name column rendering and fixed and better to format the author names before converting latex to unicode bah img width altcapture src change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1750.0,1765,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,export to office first fix for i will continue reworking some other fields too and will add some more tests change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1767.0,1770,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,implements add help button to access new help page refs manually tested changed features in running jabref
1776.0,1780,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,fix arxiv fetcher not working correctly remove cookie handler implementationour urldownload works without or own cookiehandler cookies tooedit worked partly for me with arxividall unit test and manual tests work againi think the problem was that due to the inheritance our cookie handler was called in every connection no idea why it failed with arxiv only stefan kolb
1795.0,1797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,improved main table rendering when using eg title author earlier on a name formatter was used if any of the fields in a column contained person names now it is determined by the used field marginally related to or at least one step towards a solution figuring out which field actually was used before img width altcapture src width altcapture src can be seen the author editor column is still rendered as it should change in changelogmd described manually tested changed features in running jabref
1803.0,1812,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,working directory is set to full path including filename
1804.0,1823,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fixed url field is not removed by integrity check better to disable the check than remove the field from the entry change in changelogmd described one may think of adding a test that no fields are removed from the entry in the integrity check but i havent done that here ideally the entry should have every possible field included manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1687.0,1837,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,month field ascending descending sorting swapped when sorting according to month ascending descending are switched change in changelogmd described manually tested changed features in running jabref
184.0,1848,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,allow setting the etal string empty implements earlier it was not allowed to set the etal string in the authors layout formatter to be empty however as clear from there is at least one use case for it and it is not obvious why it wasnt allowed earliera side note it is still not allowed to set sep and lastsep empty maybe there are good reasons for that change in changelogmd described helpjabreforg https githubcom jabref helpjabreforg issues
1841.0,1848,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,allow setting the etal string empty implements earlier it was not allowed to set the etal string in the authors layout formatter to be empty however as clear from there is at least one use case for it and it is not obvious why it wasnt allowed earliera side note it is still not allowed to set sep and lastsep empty maybe there are good reasons for that change in changelogmd described helpjabreforg https githubcom jabref helpjabreforg issues
1841.0,1857,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fixed npe when loading a style file that has no default style found when trying although non related change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1663.0,1865,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fixed better multi monitor support location of windows is keep also for multi monitor setups location of window is only reverted when it is not displaybale no multi monitor anymore wrong preferences removed duplicate maximized state logic dialogs are centered as overlay over the main window not always on the main screen jabref developers please try on your multi monitor setup work and or a home the location of the windows should stay the same or should be adapted to a visible alternate location also the maximized state should be remembered correctly on all monitors do you see any dialogs that are not correctly centered in multi monitor scenario jabref on nd screen dialog on main screen
1496.0,1869,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,download many files in one go implements and also allows selecting multiple documents to find full text documents for i think that it doesnt always show a dialog for every failed files when having multiple ongoing downloadsplease try it out at change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1881.0,1888,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,do not mark a new database as changed i missed an if statement when inverting an if else in change in changelogmd described introduced in development version only fortunately manually tested changed features in running jabref
1882.0,1893,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,fix invalid bibtexkey freeze reference change in changelogmd described manually tested changed features in running jabref
1506.0,1894,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,implemented title and camel key modifiers implemented change in changelogmd described helpjabreforg https githubcom jabref helpjabreforg issues
1092.0,1899,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,move files to subfolders in file directory implementation for already implemented copy and move methods from change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues jabreffiledirpattern https cloudentcom assets ad b dc e e f fe d c ebpng
1897.0,1906,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,check integrity year check added added last four nonpunctuation characters should be numerals in check integrity year change in changelogmd described manually tested changed features in running jabref
1912.0,1914,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,check integrity edition check implemented implemented a check for the field edition the check differentiates between bibtex and biblatex mode of the database change in changelogmd described manually tested changed features in running jabref
1922.0,1926,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,extract all integrity checker classes to its own file issue change in changelogmd described manually tested changed features in running jabref
119.0,1928,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,support citationstyles implements the user can choose multiple citationstyles which he can cycle threw in the preview panel forward with f backwards shift f both are in the context menu and the menu bar as discussed i removed the nd preview preview before preview_before preview after preview_after preferences before preferences_before preferences after preferences_after didnt include the localization other the english on purpose because they create unnecessary conflicts when rebasing quite often i push them when everything else is fine the help page has to be updated too i do that as soon as this pr is merged change in changelogmd described manually tested changed features in running jabref helpjabreforg currently i read the available citationstyles at runtime i had problems reading them from the gradle dependency thus currently they are only found when jabref is started from the jar
1851.0,1931,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,export number field as number if not patent or issue in office xml add export key field not to be confused with bibtexkey field add test for custom entry type and key field refs documentation has to be updated change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1920.0,1942,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,mods importer regarding adds an importer for the mods xml format the importer is written with a jaxb parserdetails on the format and the newest xml schema can be found here used the newest schema version change in changelogmd described manually tested changed features in running jabref
1943.0,1944,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,try around with xmlunit see for details change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1877.0,1950,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,towards hierarchical keywords this pr is the first step towards supporting hierarchical keywords refactor the keyword related code to use new classes keywordlist and keyword unified keyword delimiter to be a single character and in this way fixed the issues mentioned in and move keyword delimiter from preferences to metadata database properties new pr add hierarchical delimiter and change parsing logic in keywordlist accordingly new pr change ui to support hierarchical keywords new prnote i also moved the stringutil class to model in some sense it is jabrefs own string class and removed entryutil only had methods related to strings stringutil or keywords keywordlist change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
628.0,1950,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,towards hierarchical keywords this pr is the first step towards supporting hierarchical keywords refactor the keyword related code to use new classes keywordlist and keyword unified keyword delimiter to be a single character and in this way fixed the issues mentioned in and move keyword delimiter from preferences to metadata database properties new pr add hierarchical delimiter and change parsing logic in keywordlist accordingly new pr change ui to support hierarchical keywords new prnote i also moved the stringutil class to model in some sense it is jabrefs own string class and removed entryutil only had methods related to strings stringutil or keywords keywordlist change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
705.0,1950,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,towards hierarchical keywords this pr is the first step towards supporting hierarchical keywords refactor the keyword related code to use new classes keywordlist and keyword unified keyword delimiter to be a single character and in this way fixed the issues mentioned in and move keyword delimiter from preferences to metadata database properties new pr add hierarchical delimiter and change parsing logic in keywordlist accordingly new pr change ui to support hierarchical keywords new prnote i also moved the stringutil class to model in some sense it is jabrefs own string class and removed entryutil only had methods related to strings stringutil or keywords keywordlist change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1949.0,1952,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,fix wrong path in error message an error message directs to the wrong preference tab change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1959.0,1962,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,minor improvements to the javafx about dialog follow up of bartsch dev had a great idea to use his version class to get the changelog url since it already provides a method for it i only adjusted it slightly so dev versions will be redirected to links will also stay gighlighted after they have been visited normal version snapshot versions a new label will be added for the complete version string snapshot change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1958.0,1970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,verbatim url field is no longer checked for html encoded chars change in changelogmd described manually tested changed features in running jabref
1979.0,1981,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,icon does not change when toggling global search issue
1937.0,2005,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,check avaiable help lanugages when opening specific help page if help lang not avaiable use englishfix for change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
2012.0,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,implemented integrity monthchecker monthchecker added change in changelogmd described manually tested changed features in running jabref
463.0,2027,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,disable context menu action on selection of multiple entries if multiple entries are selected some context menu toolbar and menu actions are now disableddisabled actions print entry preview attach file edit entry open folder enable only if file exist open file enable only if file exist open url or doi enable only if url or doi exist merge entries enable only on select of two entries these actions make no sense to be used when there are multiple entries selectedfor further information have a look at context menu before change _ h _ menu after change _ h _ menu before change _ h _ menu after change _ h _ menu before change _ h _ menu after change _ h _ menu before change _ h _ menu after change _ h _ menu before change _ h _ menu after change _ h _ button edit entry before change _ h _ button edit entry after change _ h _ button merge entries before change _ h _ button merge entries after change _ h _ take a look for merge thx 😄 change in changelogmd described manually tested changed features in running jabref internal qs
1074.0,2028,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,fix ris import regarding doi import should now work with the do field also ive added some fields that are available in the ris specification ive also done some code cleanups should be also fixed now ive added the scopus file as test file manually tested changed features in running jabref
1647.0,2028,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,fix ris import regarding doi import should now work with the do field also ive added some fields that are available in the ris specification ive also done some code cleanups should be also fixed now ive added the scopus file as test file manually tested changed features in running jabref
2029.0,2031,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,fix localization task hints fixes replaces hints to the old gradle localization task names with the new ones
1542.0,2034,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,fix bad web search error messages i rewrote the error messages when the fetchers fail or added them
549.0,2037,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,added new menu and action to copy bibtex key as url added a new sub menu item to the menu and the right click menu to quickly copy the bibtex key as a hyperlink to the entries url as described in in case of an empty url the bibtex key will be copied by its own rightclickmenuentry bibtex keys as hyperlink with their url source screen shot at bibtex keys as hyperlink with their url markdown formated screen shot at change in changelogmd described manually tested changed features in running jabref
490.0,2040,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,right click menus should allow copying doi url right clicking on the doi field in the main table or the entry editor shows a sub menu where the user can copy the url of the doi to the clipboard refs right click menu when doi field isnt present rightclick click menu in entry editor when doi field is not empty entryrightclick click menu in entry editor when doi field is empty emptydoi add the menu to the entry editor change in changelogmd described manually tested changed features in running jabref
1993.0,2043,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,use parallel stream while searching with this the search should be much faster on platforms where multiple cores are available
2054.0,2055,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,fix ignore version made a rookie mistake and ignored the already ignored version againreworked the preferences to the new design
2012.0,2066,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,medline fetcher using new infrastructure rewrite the medline fetcherrefs manually tested changed features in running jabref
2064.0,2067,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,undo undo see
1808.0,2069,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,fix changing the font size not working when importing preferences i initialized the fontselectordialog with the variable that keeps changes made in the dialog instead of the current globals this seems to fix both issues named here change in changelogmd described manually tested changed features in running jabref
2021.0,2070,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,fix execution of preference migrations follow up of to fix the key pattern part of preference migrations are executed too late after other operations already worked on the prefs node execute them directly in the main class
2064.0,2075,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,other fields fix and changes these are the claimed improvements removed optional fields from other fields bibtex removed deprecated fields from other fields biblatex see change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1886.0,2082,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,quick fix google scholar entry fetching google scholar fetching was broken again see with this fix at least getting the first search hits is possible again configuration is no longer possible in the current form and google generally limits the responses per page to hits however even using this will cause a captcha challenge for jabref as only hits are allowed a rewrite to the new fetcherinfrastructure should now be possible thus omitting the step approach change in changelogmd described manually tested changed features in running jabref helpjabreforg update of might be useful to indicate that only hits are currently shown
2078.0,2088,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,rewrite mods exporter and add test follow up of and regarding rewrites the mods exporter with a jaxb parser in comparison to the last pr i do not longer rely on the namespaceprefixmapper i added an annotation in the package infojava which also does the namespace prefix mapping only problem is that this annotation cannot be automatically generated by a gradle or ant script thats why added the package infojava to src main java net mods manually tested changed features in running jabref
1993.0,2091,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,speed up search refers to at the request of koppor i speed up the search by using a second map of fields inside bibentry which stores the field latex freei also internalize these fields and set the necessary jvm arguments in install j i hope those are right todo identifiy all the uses of the latextounicodeformatter and replace it
2021.0,2094,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,make all files selectable in file chooser dialogs make all files selectable in filechooser fixed change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
1993.0,2102,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,store latex free fields in bibentry based on the discussion in and the work of bartsch dev in this pr aims to improve the speed of search by storing latex free versions of field values in a cache it aims at a balance between better performance and an acceptable memory footprint basically all ideas from are implemented a cached store of latex free fields which is computed on demand string internalization and regex performance improvements in latextounicode here are measurements with the new branch benchmark mode cnt score error unitbenchmarkslatextounicodeconversion thrpt ops sbenchmarksparallelsearch thrpt ops sbenchmarkssearch thrpt ops s the memory footprint of a database with entries is mb on my machineand on current master benchmark mode cnt score error unitbenchmarkslatextounicodeconversion thrpt ops sbenchmarksparallelsearch thrpt ops sbenchmarkssearch thrpt ops s the memory footprint of the same entry database is mball in all this looks like a hefty performance improvement at little memory cost change in changelogmd described manually tested changed features in running jabref
2104.0,2106,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,crash after saving bibtex source with parsing error change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2109.0,2114,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,ctrl s parsing error message ctrl s doesnt trigger parsing error messageproblem conflict of local shortcut of the entry editor with the global shortcutsolution local shortcut removed the action assigned to local and global shortcut is essentially the same save database change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2050.0,2121,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fix codecov issue fix for ive added a gradle task that copys the resource to where they should be
2142.0,2129,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,dont change the selected entry after search if you edit an entry fixes when the search is active and you edit an entry until the entry doesnt match the search an longer the first match would be selectednow if you edit an entry the selected entry wont change
1670.0,2145,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,change download url to downloadsjabreforg we want to get back control of the download site we offer thus we created with a redirection to fosshubrefs
2098.0,2161,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,fix group drag and drop this and change in changelogmd described introduced in dev builds manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2119.0,2161,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,fix group drag and drop this and change in changelogmd described introduced in dev builds manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2133.0,2163,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fix highlighting issues earlier highlighting was done manually by adding tags to matches in the html text being sent to the pane instead i have opted to make use of the highlighting features of the jeditorpane class this gives the additional benefit that the highlight colour is changed automatically based on the system theme changes created jeditorpanewithhighlighting class removed matchhighlighter class and its tests removed highlighting related tests from layoutentrytest change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2168.0,2169,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,fix failing ads test added missing fields
2166.0,2175,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix memory leak in entry editor this is to list of changes updated microba to latest version unregister entryeditor as a listener to entry implement searchqueryhighlightobservable using entrybus make entryeditor unregister all fields that are listening on the global search bar
2177.0,2179,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,clear bibtexkey exception nullpointerexception caused by clearing bibtexkey field in entry editor change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2184.0,2196,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fix for add space after separator seems to be as simple as thatchange has been introduced as the delimitor is no longer saved as a string but as a character which chops away the space after the comma change in changelogmd described introduced in dev builds manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
1908.0,2198,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,integrity hotkey the check integrity action seems to be in need of a hotkey see i used ctrl f for this action because f is currently used to cleanup entries these functions seem to be related so it would make sense to group them change in changelogmd described manually tested changed features in running jabref if you changed the localization did you run gradle ate internal qs
2208.0,2211,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,prevent the search to get focus when deleting pasting an entry fixes when you delete an entry the focus will no longer jump to the searchbar instead it will select the next entry also counts for pasting
2210.0,2212,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,improvements to the javafx error console the log messages in the list view of the error console can now be selected and copied the error message will also automatically scroll to the newest log message refs
2210.0,2213,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,fix strange styling behaviour of the error console this should fix the wrong styling behaviour of the different log messages when scrolling it seems like the styling error came because we never resetted the style classes of the cells when adding new onesi also created a generic listfactory class similar to so this issue wont occur in the future refs
2222.0,2223,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,urldownload now resolves redirects by default
2220.0,2225,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix editor freeze possibly fixes mainly i removed swingutilitiesinvokelater i also added some lines to remove the event listener from the old entry editors
2218.0,2226,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,fix for reenable ads fetcher see fetcher is now working again change in changelogmd described affected search based fetcher still unreleased tests created for changes pass again manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2228.0,2229,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,fix medline fetcher by using https fix for change in changelogmd described helpjabreforg write blog post regarding november ncbi servers will redirect or reject all requests
2233.0,2236,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,biblatex mode add month and year field to deprecated tab issue in biblatex the date field is recommended for backward compatibility the bibtex fields month and year are also accepted ive added both fields to the deprecated fields tab although the year field is present in the required fields tab too change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2249.0,2262,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,change log level to debug fixes a side aspects mentioned in currently a search will throw errors if one types author as the search term is still incomplete those exceptions should not be visible to the normal user
684.0,2266,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,when an isbn is not available on ebookde the error message is more clear when fetching a valid isbn from ebookde but the site has no data of the isbn the error message just showed filenotfoundexception this pr fixes thatthe issue itself is a kind of regression as it has been fixed for verison see change in changelogmd described n a manually tested changed features in running jabref helpjabreforg n a if you changed the localization did you run gradle ate
1359.0,2283,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,implement collect telemetry in this pr microsoft azure application insights is used to record the following information about how jabref is used number of users and sessions dialogs opened so far only the about dialog is tracked as proof of concept new database is opened along with how many entries it contains all exceptions are automatically recorded a few user information country os screen size jabref version java version if you give your ok i will continue and implement the following track all dialogs add opt out preferencein we decided to use google analytics for this but as microsoft already provided a nice interface for java i went for this route change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2279.0,2286,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,copy file attributes should and tooedit needs testing for remove posixfilepermission as this will throw an exception on win change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate add copy_attributes flag
2285.0,2286,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,copy file attributes should and tooedit needs testing for remove posixfilepermission as this will throw an exception on win change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate add copy_attributes flag
2219.0,2300,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,fix local metadata synchronization fixes issue issue is fixed by overloading and using the parse method in metadataparser the reason was a reset of the local field metadata in dbmssynchronizer this caused other instances containing this field not to be up to date change in changelogmd described manually tested changed features in running jabref
2221.0,2301,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,readd drop down content selectors first attempt at readding the code for refs code does not compile yet some adjustments need to be made regarding metadata stuff etc change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2311.0,2314,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,rework dblpfetcher to new structure also change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
2206.0,2328,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,add bibtex key deviation check refs adds integrity check to determine all entries which bibtex keys deviate from the set bibtex key generation pattern change in changelogmd described manually tested changed features in running jabref if you changed the localization did you run gradle ate
2261.0,2331,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization goals entry customization based on bibdatabasemode working for custom entry types defined in bib db storage is working for new customized entries instead of creating three four prefs strings for each customized entry type in the form custom_type_ _name custom_type_ _req two distinct pref nodes one for bibtex one for biblatex for customized entry types are used which simply use the custom type name as key and the string serialization as value parsing can be reused loading is working for newly created customized entries write prefs migration is performed on first startup of new version existing prefs will be put as new custom types for defaultbibdatabasemode old prefs are not deleted enable testing with cleanup after test execution bibtex biblatex various bug fixes and improvements eg refactor rewrite parts of entrycustomizationdialog to improve performance refs and also clearing of bibtexkeypatterns using reset preferences deleting custom type restoring customized default type from exported prefs no multiple import of customized entry types check resetting overridden default entry types does not work sometimes even crashes not reproducible in reworked state ask stefan kolb whether still an issue related to caused by running through all entries in all open dbs x if a customized type is declared in a file it will be tried to import the declarations if a customtype already exists a warning should be shown that it will be overwritten before this pr no import of already existing customizations custom import before now more control custom import new x a customized standard type should not appear in the custom section of the new entry dialog and not in the custom entries section of the change entry type menu x changelog
2318.0,2331,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization goals entry customization based on bibdatabasemode working for custom entry types defined in bib db storage is working for new customized entries instead of creating three four prefs strings for each customized entry type in the form custom_type_ _name custom_type_ _req two distinct pref nodes one for bibtex one for biblatex for customized entry types are used which simply use the custom type name as key and the string serialization as value parsing can be reused loading is working for newly created customized entries write prefs migration is performed on first startup of new version existing prefs will be put as new custom types for defaultbibdatabasemode old prefs are not deleted enable testing with cleanup after test execution bibtex biblatex various bug fixes and improvements eg refactor rewrite parts of entrycustomizationdialog to improve performance refs and also clearing of bibtexkeypatterns using reset preferences deleting custom type restoring customized default type from exported prefs no multiple import of customized entry types check resetting overridden default entry types does not work sometimes even crashes not reproducible in reworked state ask stefan kolb whether still an issue related to caused by running through all entries in all open dbs x if a customized type is declared in a file it will be tried to import the declarations if a customtype already exists a warning should be shown that it will be overwritten before this pr no import of already existing customizations custom import before now more control custom import new x a customized standard type should not appear in the custom section of the new entry dialog and not in the custom entries section of the change entry type menu x changelog
365.0,2331,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization goals entry customization based on bibdatabasemode working for custom entry types defined in bib db storage is working for new customized entries instead of creating three four prefs strings for each customized entry type in the form custom_type_ _name custom_type_ _req two distinct pref nodes one for bibtex one for biblatex for customized entry types are used which simply use the custom type name as key and the string serialization as value parsing can be reused loading is working for newly created customized entries write prefs migration is performed on first startup of new version existing prefs will be put as new custom types for defaultbibdatabasemode old prefs are not deleted enable testing with cleanup after test execution bibtex biblatex various bug fixes and improvements eg refactor rewrite parts of entrycustomizationdialog to improve performance refs and also clearing of bibtexkeypatterns using reset preferences deleting custom type restoring customized default type from exported prefs no multiple import of customized entry types check resetting overridden default entry types does not work sometimes even crashes not reproducible in reworked state ask stefan kolb whether still an issue related to caused by running through all entries in all open dbs x if a customized type is declared in a file it will be tried to import the declarations if a customtype already exists a warning should be shown that it will be overwritten before this pr no import of already existing customizations custom import before now more control custom import new x a customized standard type should not appear in the custom section of the new entry dialog and not in the custom entries section of the change entry type menu x changelog
366.0,2331,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization goals entry customization based on bibdatabasemode working for custom entry types defined in bib db storage is working for new customized entries instead of creating three four prefs strings for each customized entry type in the form custom_type_ _name custom_type_ _req two distinct pref nodes one for bibtex one for biblatex for customized entry types are used which simply use the custom type name as key and the string serialization as value parsing can be reused loading is working for newly created customized entries write prefs migration is performed on first startup of new version existing prefs will be put as new custom types for defaultbibdatabasemode old prefs are not deleted enable testing with cleanup after test execution bibtex biblatex various bug fixes and improvements eg refactor rewrite parts of entrycustomizationdialog to improve performance refs and also clearing of bibtexkeypatterns using reset preferences deleting custom type restoring customized default type from exported prefs no multiple import of customized entry types check resetting overridden default entry types does not work sometimes even crashes not reproducible in reworked state ask stefan kolb whether still an issue related to caused by running through all entries in all open dbs x if a customized type is declared in a file it will be tried to import the declarations if a customtype already exists a warning should be shown that it will be overwritten before this pr no import of already existing customizations custom import before now more control custom import new x a customized standard type should not appear in the custom section of the new entry dialog and not in the custom entries section of the change entry type menu x changelog
772.0,2331,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization goals entry customization based on bibdatabasemode working for custom entry types defined in bib db storage is working for new customized entries instead of creating three four prefs strings for each customized entry type in the form custom_type_ _name custom_type_ _req two distinct pref nodes one for bibtex one for biblatex for customized entry types are used which simply use the custom type name as key and the string serialization as value parsing can be reused loading is working for newly created customized entries write prefs migration is performed on first startup of new version existing prefs will be put as new custom types for defaultbibdatabasemode old prefs are not deleted enable testing with cleanup after test execution bibtex biblatex various bug fixes and improvements eg refactor rewrite parts of entrycustomizationdialog to improve performance refs and also clearing of bibtexkeypatterns using reset preferences deleting custom type restoring customized default type from exported prefs no multiple import of customized entry types check resetting overridden default entry types does not work sometimes even crashes not reproducible in reworked state ask stefan kolb whether still an issue related to caused by running through all entries in all open dbs x if a customized type is declared in a file it will be tried to import the declarations if a customtype already exists a warning should be shown that it will be overwritten before this pr no import of already existing customizations custom import before now more control custom import new x a customized standard type should not appear in the custom section of the new entry dialog and not in the custom entries section of the change entry type menu x changelog
2335.0,2339,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fix biblatex cleanup for date field this moved biblatex cleanup to new test change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1323.0,2344,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,follow up for batch fulltext downloader rename menu item to plural for finding full texts disable menu item when there are no documents selected for fulltext retrieval fix layout of file dialog and increase size of file path significantlyold https cloudentcom assets bb ce bca e b f e f d dpng new image https cloudgithubusercontentcom assets a bca e d png
1446.0,2348,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,only add non empty paths suggest current bib folder when no defaults are set
